"DistC_10w_B4" "DistC_10w_C1" "DistC_10w_F6" "DistC_12w_A4" "DistC_12w_B1" "DistC_12w_E3" "DistC_14w_A3" "DistC_14w_C3" "DistC_14w_E4" "DistC_6w_A2" "DistC_6w_B2" "DistC_6w_F7" "DistC_6w_G3" "DistC_6w_G4" "DistC_6w_G5" "DistC_8w_B3" "DistC_8w_C2" "DistC_8w_D4"
"2810408A11Rik" 1.385431 2.32909 0.9821103 2.978521 2.50869 2.3900088 4.301748 1.983441 3.481255 2.629989 1.9116522 2.111472 3.995924 2.290816 5.0193773 3.364077 3.51053 2.669927
"2810459M11Rik" 6.76008 6.74899 11.0027 12.60339 7.81556 11.1903 16.13261 3.048351 3.30366 16.21419 14.49542 16.20058 23.61314 15.94138 19.64693 17.16961 14.17871 14.21898
"2900026A02Rik" 4.05078 6.970894 18.76043 6.418375 8.01718 9.73177000026777 20.26369 0.7616405 0.9684512 26.33513 23.38185 27.36068 27.76814 28.51774 29.56223 26.19143 16.35857 26.13365
"3000002C10Rik" 0.514004 0.823916 0.658458 0.597697 0.795796 0.59339 0.5295 0.2290206 0.5523843 0.796419159 0.484839 0.931339 0.604966 0.557 0.4056253 0.763585 0.641758 0.404279
"3110001I22Rik" 7.438505 6.11728 4.891181 5.074751 5.6371058 5.863277 5.0138366 2.92201 3.744692 4.741309 3.82492 4.68374 3.63262454007 5.19502608234 3.649221442 7.01003 5.255949411 8.945551
"3110009E18Rik" 7.954676 10.2927743 6.244126 10.683933 8.0863324 10.126017 4.627412 12.06824 14.56397 8.143285 6.8587663 8.80728 8.0881261 10.7409239 10.4620593 4.6485521 9.485964 7.21118
"3110021N24Rik" 0 0.0444463 0.0290784 0.0864893 0.0238601 0.237427 0.285028 0 0 0.115512 0.353314 0.206898 0.205749 0.289985 0.0316158 0.16022 0.166127 0
"3110040N11Rik" 42.35052 49.026912 48.74321 54.725029 69.830953 54.72893 57.1604 46.309464 70.350201 52.84505 43.83814 59.77472 50.767047 54.81903 53.56375 32.14245 62.259786 44.37724
"3110053B16Rik" 0.569646 0.331256 0.1314287 0.224176 0.339964 0.678941 0.34459844 0.208757 0.0633782 0.21479 0.514085 0.810295 0.562365 0.511095 0.626956 0.384439 0.4150903 0.28933
"3110082I17Rik" 7.4021548 11.143345 12.583491 6.490633 6.230187 7.0487139 5.372893 3.7579837 7.219102 7.9365832 7.00867 6.884634 8.202268 7.469233 7.136575 5.213088 6.7135865 6.0908889
"3300002I08Rik" 0.7275715 1.201306 0.772459 1.367412 0.8319836 1.0644966 1.829717 0.5639855 0.425205 1.639458 1.646165 1.449815 0.418765 0.9248002 0.736754 2.041197 1.106765 0.797162
"3830403N18Rik" 1.13429 0.317772 0.397827 0.847258 0.489573 0.500551 0.508545 1.12305 0.979222 0.959154 1.45502 0.730713 0.332059 1.04435 0.251134 1.65271 0.248447 0.377528
"3830406C13Rik" 35.7877058 37.540483 34.59222014 33.9280105 35.7842039 28.2559030027401 34.282119 31.614246 34.74100435 33.7742988101545 33.2458031 24.2124172067101 22.455858 30.8012401 28.726856 27.2405351 46.7163348 41.3893736
"4430402I18Rik" 0.3566749 0.33690326 1.1191767 0.878907 1.631653 0.789138 2.1926267 0.944110723776 0.553928 1.073576 1.3348391 2.4205468 0.874319 0.8775698 2.176935 1.7931252 0.7053644 0.9114407
"4632415L05Rik" 3.04211 1.69344 2.264997 3.1028 3.22204 3.21757 4.180332 0.896133 1.2259 3.25799 2.76156 3.140605 4.50028 3.43432 4.28359 5.37676 4.18867 3.37004
"4833420G17Rik" 10.0336366 9.2260375 9.839419 11.577813 13.62408 14.274955 14.800512 3.223211 5.660781 15.9855752 14.056417 14.182875 10.173773 15.245531 13.519946 13.353655 15.212964 14.0971474
"4833439L19Rik" 45.345134 55.542966 75.342735 59.15225 58.832249 80.792582 84.085112 18.57353 26.1713 80.49345 80.259437 77.892367 85.499949 74.347944 70.145329 86.361971 78.549 86.133063
"4921507P07Rik" 0.265233 0.33061 0.155048 0.512726 0.338788 0.584024 0.675218 0.058973 0.132206 1.06231 0.713251 0.660451 1.08735 0.994931 0.867443 1.06524 0.413448 0.440286
"4921524J17Rik" 12.032768 8.85769 7.57312 10.529299 12.311397 11.4748 9.44589 9.62497 9.684032 11.1656 12.260529 10.238314 9.629587 12.28275 10.721 8.83778 10.2432 10.6036
"4921536K21Rik" 0.294301 0.0999919 0.593956 0.455063 0.544867 0.730422 1.42971 0.0446112 0.069994 1.51211 1.47993 1.64383 1.07715 1.08275 1.30627 1.32439 0.281349 0.939208
"4930402H24Rik" 0.9473219 1.7912745 3.392516 1.7251149 3.190319 4.0264781 7.3408616 0.2365854 1.520937 9.4998087 5.011283 9.708535 7.3669318 9.376465 7.4872577 6.9334489 2.7693062 4.618879
"4930404N11Rik" 0.664043 0.418248 0.180313 1.985827 2.475829 1.142862 1.712384 1.632671 2.433532 1.378515 2.299289 1.892009 0.987239 1.531627 0.626036 0.994326 1.818224 1.428832
"4930415O20Rik" 11.4514 7.1477 8.2666 10.4827 14.9782 9.4594 6.06344 15.543 10.7541 6.53785 6.69452 4.84806 2.05541 2.94274 5.28029 6.69151 7.12699 5.52761
"4930430F08Rik" 2.9254635 2.0136557 2.8129204 2.681289 1.8064971 2.3434692 3.5831361 1.49507 1.23412 3.7693275 2.7556541 4.4907087 3.4636704 2.75381032 4.4487457 6.10526068 4.150459 3.1193352
"4930431P19Rik" 0.465401 0.662472 0.430678 0.928786 0.645721 0.665988 0.452342 0.676541 0.602961 0.658559 0.510086 0.562571 1.10754 0.636181 0.961966 0.543441 0.767188 0.275489
"4930432K21Rik" 0.163024 0.152411 0.069311 0.129899 0.0514323 0.210841 0.371909 0.0437387 0.0367784 0.44049 1.864653 0.894091 0.82727 0.5181783 0.705275 0.478127 0.3202362 0.4582627
"4930451G09Rik" 0.421768 0.5870145 0.1235966 1.1893976 1.0727147 0.6850842 0.8554879 0.378604 0.1773376 2.326366 0.364301 0.804025 0.9344922 1.835543 1.432882 0.6873564 1.115237 0.2499204
"4930452B06Rik" 0.115815 0.264459 0.736579 0.34197 0.147796 0.399452 1.05237 0.111572 0.0384707 0.7522403 0.7765293 1.00453 1.01503 0.568241 0.998914 1.03131 0.270585 0.903429
"4930453N24Rik" 13.27123 13.36251 8.69715 9.50249 9.78721 9.87833 9.64466 12.74505 14.80659 9.07323 12.19831 8.46706 6.68035 8.51384 6.98709 9.62112 8.78601 10.2931
"4930503L19Rik" 1.5340910158453 1.2687404 0.5577789 0.8253179 1.7022862 1.991239 0.748707 0.8769198 0.864315 1.2996338 0.9584214 0.91334 0.6695744 1.2252066 0.8785887 1.1844286 1.2681412548 0.5718684
"4930522L14Rik" 8.51508 5.39422 2.81108 5.24817 5.23337 5.24584 4.00715 6.27781 6.13261 3.8306 2.943262 3.373905 2.868182 2.630395 1.43649 4.876504 4.74842 3.61587
"4930523C07Rik" 3.2434836 3.6297332 3.4416539 4.3742412 4.647963 6.005192 6.0135382 2.266978 2.287117 8.7478113 7.07602 8.2522485 5.9110656 7.335537 7.7158442 8.1899991 8.0271294 4.95989
"4930550C14Rik" 0.341948 0.3730296 0.3773687 0.385669 0.3485976 0.1952557 0.54309 0.17353 0.414332 0.3062153 0.1670574 0.440379 0.3696924 0.6343669 0.88653 0.408683 0.4275954 0.1203976
"4930563E22Rik" 0.0586808 0.0851066 0.0466327 0.2549074 0.216901 0.2935742 0.2084465 0.273778 0.304185 0.131988 0.0759115 0.136408 0.2328933 0.31247 0.0815649 0.2886199 0.2026877 0.357654
"4930579F01Rik" 0.162022 0.0379537 0.1899 0.250725 0.679164 0.282666 0.619777 0.081087 0.0909588 0.372887 0.364249 0.205081 0.499917 0.623136 0.478376 0.159185 0.284798 0.21191
"4930579G24Rik" 4.91329 3.86812 3.24566 3.0834 2.93564 2.49814 2.91 2.25303 2.58211 2.59493 2.31413 2.88569 1.69867 1.40732 1.4267 2.90762 2.48038 2.81932
"4931406C07Rik" 16.60374768 28.6276821 34.3551038 20.445357 27.8091033 44.1265141 39.7047531 6.1648394 7.7917317 48.9614284 36.0953137 36.7634047 50.4396902 35.4130893 46.7268388 36.5117458 25.8807161 30.5407055
"4931406P16Rik" 3.3652215 2.2286098 6.9769483 3.4230564 2.9181866 4.602255 8.017112 0.476696 0.692103 9.4512920111785 9.106561 8.66434258121 8.002441 11.062112 10.0668841 9.724522 5.66863590102 5.800359
"4931414P19Rik" 1.17642 2.238243 2.248573 1.92889 2.596397 1.947913 2.81933 1.483358 0.367164 3.232152 3.28935 5.279532 5.927617 3.91689 5.5348 4.485024 3.80578 2.72282
"4931428F04Rik" 0.3023959 0.52996743 1.117707 0.545862 0.36712933 1.002966 0.66527204 0.1170217 0.104976 1.730893 1.040553 1.0937398 1.1534702 1.243760548049 1.17897234 0.801470032 0.71571431 1.351173
"4931428L18Rik" 0.535251 0.558688 0.367878 0.5835277 1.1549591 0.839461 0.3211541 0.0857551 0.5899473929477 0.2100342 0.0592552 0.261468 0.4887908 0.2149725 0.3013703 0.58224 0.498788300879875 0.5264287
"4931440P22Rik" 0.3751214 0.4458771 1.127251 0.835688 1.165926 0.655963 1.0991897 0.31148786 0.38637002 1.2032808 0.8668984 1.281449 1.398084 1.453778 0.762464 0.831862 0.697031 0.887156
"4932438A13Rik" 5.6870402 3.80657928887 4.2558974 3.27845530161888 5.19698893 5.0011597 4.9942277 1.56216250002765 1.6879984 5.798203884895 5.9584188 6.934898 4.4677352481 4.8897777276453 5.18886840682466 8.3567391622 6.8556775 7.927953787
"4932438H23Rik" 1.686229 1.963308 4.00714 2.343373 2.443999 1.631962 1.509009 0.9708991 1.122635 1.748379 2.115871 1.485805 2.68849 2.504771 2.130279 2.477841 0.553037 1.367119
"4933427D14Rik" 1.586296 1.065487 1.595895 1.283539 1.344495 1.0473616 1.533919 0.188076 0.26456178 2.170559 1.8114 1.294334 1.817761 1.8176599 1.84161 2.956521 1.63574 3.196432
"4933430I17Rik" 0.164843 0.13517 0.289855 0.12755 0.30236 0.154876 0.292795 0.0962507 0.0771241 0.116746 0.342091 0.298082 0.107102 0.177544 0.19472 0.71262 0.386399 0.277208
"4933434E20Rik" 125.401838 79.37097705191 57.564902 59.230327 67.884499 59.7569600297818 44.876648 107.40655 107.4849057 41.42066 57.6273510116431 43.560330156273 42.087699211 43.819093 40.386482 53.174525 53.9997636 55.732433551
"5031439G07Rik" 5.275305 4.0375433 9.87159 4.568116 5.5713561 7.5956979 10.514541 0.823585369 1.462767 13.0247919 12.2875094 14.137666 11.405933 14.6924029 11.7110288 14.699129 10.0160091 9.3187264
"5033404E19Rik" 1.5079 2.616099 3.2854821 7.96991 8.48195 12.1522 13.789 3.55304 4.3242 19.5193 11.9826 18.1139 15.723888 11.0857 16.8671 15.4842 6.75181 6.17968
"5330417C22Rik" 1.2918908 3.131635 11.723201 4.116369 4.336579 9.26250296517 19.68688 0.6497055 1.1068861 30.17814 29.19044 28.99311 28.91101 29.09177 36.07053 26.15276 10.113241 17.487003
"5430403G16Rik" 0.845144 0.671075 0.428131 1.19322 1.1564 0.977918 0.690385 1.09621 1.23573 0.795096 0.656355 0.688467 0.927059 0.67795 0.659258 1.09274 0.914119 0.653729
"5430427O19Rik" 1.11924 0.927842 0.321099 0.624468 1.10141 0.844871 0.366197 0.823261 0.736283 0.313293 0.491216 0.308075 0.251488 0.587323 0.364856 0.907156 0.921982 0.318333
"5430437J10Rik" 0.779934 0.4878082 0 0.5484772 0.7001333 0.227532 0.3015322 0.805131 0.4387353 0.199919 0.145855 0.0943701 0.195855 0.1241494 0.0418121 0.16569 0.268672 0.2853744
"5730409E04Rik" 1.34221 2.13556 3.06048 2.918585 2.302314 2.636747 3.729549 0.650818971223 1.16589 5.55661 3.771378 4.190499 6.2356 5.00277 4.772442 4.83978 2.803359 1.599807
"5730455P16Rik" 1.841641 1.73732 2.479299 2.19361 2.843173 3.300851 3.681672 0.81649577 0.880427 4.738896 3.753117 3.55258 4.674339 4.143861 4.013435 4.86445 2.67753 3.0678
"5730480H06Rik" 11.202306 9.4748029 6.511818 7.7468782 8.2218603 8.945541 6.2012347 8.38652259 12.3086734 4.6777588 4.3933546 5.0405368 5.9462998 4.9407775 4.4233946 8.585299 7.7234425 5.7641513
"5730507C01Rik" 0.933056 0.39544 0.379205 0.215708 0.657772 0.311469 0.257405 0.331554 0.579078 0.344918 0.3481978979 0.519423 0.516122 0.311164 0.470682 0.479401 0.688719 0.517721
"5830411N06Rik" 0.0590117 0.1366285 0.596502 0.0854554 0.0594275 0.1640874 0.0993255 0.1739502 0.0694994 0.016667 0.0900063 0.0329313 0 0.04341 0.0133873 0.2173101 0.2854932 0.0510417
"5830417I10Rik" 0.188017 0.214232 0.659792 0.206803 0.361846 0.568985 1.05554 0.027333 0.0370095 1.02246 0.935425 1.09592 1.03808 0.923102 1.04759 1.20784 0.626438 1.2013
"6030458C11Rik" 6.859886 6.967894 9.137252 6.6187727 9.877855 10.730821 10.302449 1.6765835 3.0446874 8.884287 8.110684 9.105882 8.368183 8.250731 7.277706 10.037548 9.455223 8.745126
"6030468B19Rik" 0.039377 0.223142 0.0931093 0.33588 0.541595 0.298241 0 0.263111 0.325504 0.0561376 0 0.456491 0.0517856 0.146654 0 0.061956 0.418694 0.235849
"6330403K07Rik" 0.229942 0.743752 1.62091 0.969234 1.18117 1.04457 2.20962 0.221715 0.363756 3.096055 2.785666 3.10603 3.13059 3.18343 3.45003 2.81209 1.35032 1.87219
"6430548M08Rik" 5.3013918 6.882391 18.637561 4.81507260005059 5.3809762 8.2960828 10.339266 2.0406734 3.4286082 9.80725 12.5092082 12.862214 9.247529 11.381517 10.078824 14.745116 9.862480137226 12.3458966
"6430550D23Rik" 0.6405365 0.5944465 0.9736612 0.3743657 1.2198103 1.9016116 0.649774 0.13355205 0.9158383 0.4047096 0.3347239 0.55469 0.2907942 0.664113 1.40220110490575 0.8719588 0.5987668 0.780305
"6430571L13Rik" 0 0.0623105 0.0788255 0.138506 0.1362 0 0.163801 0 0 0.156616 0.220505 0.120298 0.343577 0.225104 0.273053 0.27262 0.196104 0.0839416
"6720489N17Rik" 2.684719 3.391213 1.170282 1.664486 1.874018 2.459997 1.0382016 1.23998 1.47108 0.850886 1.397305 0.740148 0.685132 0.624 0.739247 2.008824 1.540118 1.300007
"6820431F20Rik" 35.89677 21.773474 19.9641292 24.987933 33.369812 32.999864 24.987003 10.4707 13.72736 23.968901 26.400361 24.791052 25.617452 24.10556 23.462532 36.111786 27.085468 24.01283
"7530428D23Rik" 14.8844 46.868248 25.917545 69.6496 56.282742 42.350753 24.604 125.297793 81.748396 11.5413 17.09329 14.3813 18.8607 12.1107 18.956043 18.407739 44.1353 21.7567
"8030462N17Rik" 2.3110959 2.2653432 3.364234 1.880346 1.819384 2.682138 2.966666 0.734931 0.941771 3.225239 2.6959519 2.778581 2.553803 2.655434 2.9210034 3.339402 2.5497365 3.537934
"9030025P20Rik" 10.511193 10.132975 6.729044 9.12516 9.011894 10.619944 10.539987 6.18955 7.941413 8.531598 11.527541 7.185046 7.904272 9.813762 12.016407 12.08078 10.265639 8.238342
"9030619P08Rik" 11.75896 17.336069 20.22207 36.500427 29.7784 24.192414 33.340687 21.81446 30.0222 39.5216 33.5199 27.49373 36.487574 30.4675 42.7557 32.5212 13.24203 16.609895
"9130008F23Rik" 6.997756 2.710400723564 3.516213 5.47707 6.15296 3.82955 1.868836 3.84354 5.46812 1.079753 1.070108 1.523472 2.3404 2.828078 1.601806 2.774499 7.18737 2.68106
"9130019O22Rik" 0.846784 1.788413 2.27198 2.425165 2.46202 2.95212 3.04602 0.848659 0.669546 3.43986 2.363984 4.00078 3.99808 4.28911 5.0297 3.338547 2.68261 3.668
"9130023H24Rik" 1.28728 1.58468 2.72365 1.54885 1.88303 2.08885 3.23948 0.512297 0.90421 3.38185 3.42098 3.09919 3.5355 2.8024 3.1863 4.00755 2.31372 2.55309
"9130208D14Rik" 3.04399 5.03185 19.3176 6.27636 10.5365 11.2415 20.6353 0.295826 0.583931 31.8285 40.776 39.7351 26.4865 29.8954 33.7939 40.458 13.0245 39.7366
"9130230L23Rik" 3.0580901 0.6410694 1.3138527 1.74252 3.4130386 2.0226353 1.2022557 1.37254 2.2670422 1.77712 0.9195591 2.254815 1.1074627 1.0062921 0.9851824 1.0684883 2.8781861 2.69600600283698
"9130401M01Rik" 8.825417 10.152147 9.4498855 7.2929412 9.3216908 6.4350113 6.735102 8.093034 8.47448 7.7388041 6.844519 8.310107 8.698517 9.9865012 7.63055 7.568787 8.4092825 5.1665809
"9330102E08Rik" 0.121246 0.18575 0.111073 0.281062 0.180473 0.370174 0.405525 0.00577431 0.0388028 0.293206 0.17959 0.275324 0.279224 0.487733 0.396323 0.299344 0.201979 0.116383
"9330159F19Rik" 0.167036 0.0751029 0.1728617 0.2139297 0.2424717 0.08585 0.3762877 0.01522686675 0.0214218 0.622998 0.48817 0.6420524 0.2572125 0.4914138 0.374939 0.487991 0.1251808 0.2337065
"9330182L06Rik" 0.12010214 0.241406600187473 0.6066373 0.0793126 0.1267694 0.3166869 0.757701 0.0589988 0 0.880449 0.8158764872 1.1831402 0.716284 0.9020072 1.061656 0.9659773 0.1476132 0.49139
"9430015G10Rik" 6.2373694224874 3.4315357 3.499947 4.7745454 8.088403 4.579145 2.479429 1.675852 1.7382568 2.12183600470058 1.8793380221457 3.66668 3.619896 2.0130676 2.2006745 2.06573 5.76086 4.877505
"9430038I01Rik" 37.6936803 33.5737591 22.50235327 31.3052288 33.1940555 20.9119528 15.444325 46.411125 54.84077 13.2089529 12.9650662 13.3702771 18.93516 17.7259418 18.0820791 15.953849 27.3989594 21.4619044
"9530068E07Rik" 86.248859 68.92243 81.843078 74.983708 85.3824106 86.986871 92.9595332 38.414720355 59.358145 90.2074 83.4608409 83.0195 88.332 88.3405 82.5652 96.031806 93.749337 74.2724
"9530077C05Rik" 0.1885452 0.413583 0.4020327 0.5344032 0.5055 0.471484 0.4670589 0.367017 0.0844763 0.799917783471 0.7223888 0.930117 0.8045152 0.4815741 0.8575660304 1.098131 0.632671 0.353238
"9930012K11Rik" 0.725593 0.628904 0.452488 1.044847 1.8816061 1.601014 1.172566 0.594086 0.793099 1.341234 1.308952 0.962584 0.942662 1.208214 0.94224 0.974005 1.5763106 1.0342683
"9930021J03Rik" 2.213237 2.336577 4.310071 2.036953 3.395832 4.960008 7.099677 0.2108248 0.444964 8.97026 9.67337 6.37971 5.298082 6.30582 6.75466 9.59227 4.638545 10.05138
"9930104L06Rik" 4.580568 5.540847 6.2152881 3.030527 4.173399 5.299267 5.444333 1.72663 2.0144631 8.628375 4.565156 5.1956297 4.217512 3.2904021 3.832385 6.5928600689316 6.436165 2.14632633
"9930111J21Rik1" 1.313456 2.2445619 3.943218 0.5759845 2.67734 2.826806 1.351701 0.0140522 0.447721 1.797307 0.708863 0.741033 1.093503 2.232652 1.257882 2.042651 2.789456 5.907007
"9930111J21Rik2" 5.14758 4.0421129 6.043838 2.5179435 4.8373 4.867696 1.828801 0.5828688 0.2430212 3.330753 2.210385 3.35612 1.832953 5.024997 2.268917 5.590898 6.687837 5.140397
"a" 0.55719 1.50938 0.160669 1.2436281 0.154983 1.09881 0.14723 1.03172 0.748345 1.400216 0.182113 0 0 0 0 0 2.05888 0
"A030005L19Rik" 2.4427 0.62422 0.995299 1.48171 0.891447 1.62485 0.593372 0.159463 0.269759 0.684275 0.330519 0.864943 0.635066 0.671863 0.359727 1.03213 1.42004 2.14504
"A130010J15Rik" 5.044597 4.7787091 5.760638455 5.48728507 7.6558406 6.7870271 7.113659 2.1013472 3.263011 4.851777112776 6.911437 6.47057 7.412559 7.8762185 7.367217 6.347127 6.440378 7.68825900297425
"A1cf" 1.850758 2.135723 5.77874 2.941172 4.9356215 4.85215 6.842291 0.321816 0.316345 9.34442 7.22467 10.603471 6.262699 9.150946 8.67771 9.063 6.308016 13.441073
"A2m" 0.064181 0.106334 0.0415447 0 0.0668224 0.129465 0.0543333 0 0.0425884 0.0904906 0.00985769 0.0824284 0.0551279 0.0610731 0.0167214 0.0672194 0.21607 0.053233
"A2ml1" 0.3968555 0.29395906 0.1878941 0.2332328 0.6738134 0 0.3426211 0.0449319 0.3571938 0.6551172 0.644095 0.3514672 0.2910911 0.1023186 0.5517215 0.247411 0.0929724 0.2431112
"A430005L14Rik" 62.769634 55.899009 45.019825 55.749169 58.788536 41.483032 30.547647 75.475238 78.26895 29.621461 28.17117 32.47314 26.626295 23.680781 23.574101 27.863586 35.404563 25.61497
"A430033K04Rik" 0.74528453 0.72365508 1.237583 1.0347805 1.696218 1.8016081 2.70672459 0.0529738 0.334532 3.49561 4.202648 2.97196 4.191215 3.7479 3.631837 5.003149 2.0742052 2.0183706
"A4galt" 5.28483 6.396791 13.12385 11.777664 10.41396 12.65028 13.81291 2.10221 3.3727500162418 18.378029 15.18362 19.43125 25.73993 19.72 20.22539 19.564527 13.975803 6.67965
"A4gnt" 0.349214 0.663977 1.0051 1.45585 1.70557 3.11004 4.6776 0.923284 1.6684 6.60627 7.72626 5.67909 6.64279 4.95577 6.21824 5.82075 2.60751 3.48366
"A530016L24Rik" 0 0.0490106 0.0306444 0.0378886 0.1465338 0.0842386 0.0803461 0.262415 0 0.91334 0.4077595 0.106244 0.118731 1.375316 0.442986 0.74676 0.0612896 0
"A530032D15Rik" 3.56772 1.654713 0.601176 0.4759268 1.8276615 1.634542 0.1747012 3.258551 1.497267 0.036871 0.179291 0.240885 0.100081 0.2417568 0.061617 0.393941 1.585414 0.476821
"A530064D06Rik" 1.3212159 0.2409172 0.2760914 0.1707959 0.1708918 0.2304509 0.0630275 0.398274 0.5237612 0.277637 0.1655358 0.3651956 0.17824 0.0964974 0.2283021 0.2007626 0.3089987 0.1216142
"A630001G21Rik" 10.000398 7.058999 6.376621 7.096585 11.116444 12.179629003336 6.222382 3.401459 6.562789 5.223908 8.095503 6.354533 6.323036 4.410033 4.618088 4.026396 10.560441 6.566493
"A630010A05Rik" 0.521896 0.52766 0.5984126 0.70221351 1.2329916 0.8808894 0.819239 0.298862 0.2363512 1.1840783 0.774434 1.9765534 0.93023 0.970935 0.577844 1.05567 0.88005 0.892942
"A630089N07Rik" 6.4831916 3.756553 3.70027 3.3743173 5.750409 3.036439 1.906522 3.1501412 2.3616159 2.2634827 2.3088767 3.1737821 1.824069 1.402999 1.780903 3.6434128 1.7523769 2.997807
"A830018L16Rik" 0.1475466 0.1289813 0.1852241 0.0243337 0.074634 0.0282539 0.1407179 0.0849217 0.0341554910476 0.119632000450666 0.150488 0.180321 0.1129723 0.1114485 0.2002854 0.2590727 0.21037747 0.0372807
"A930003A15Rik" 2.222294 1.354075 0.840569 5.14099 4.85718 3.11422 2.22686 6.99758 10.79411 1.099439 1.993226 1.744942 1.587892 1.250422 1.288988 1.92906 2.901788 1.932115
"A930004D18Rik" 2.015995 0.117726 1.498217 0.81946 0.448734 1.578475 1.180759 0.238743 0.015706 2.546092 2.399837 1.259047 2.181449 4.211295 1.434731 1.913421 1.614824 0.473054
"A930007A09Rik" 0.150426 0.0545454 0.194851 0.083945 0.226362 0.223227 0.282087 0.0278596 0.199686 0.483297 0.53144 0.640028 0.42025 0.296672 0.313744 0.787784 0.253342 0.26204
"A930033H14Rik" 0.0689112 0.0643365 0.134082 0.0710206 0.119836 0.233451 0.287914 0.0536148 0.017163 0.389218 0.317613 0.597635 0.415475 0.422375 0.229465 0.469224 0.0804538 0.0857687
"AA414768" 0.381687 0.658822 0.899417 0.566793 0.636973 0.821283 1.36071 0.382354 1.26487 2.35183 1.8055 2.21089 1.62349 1.96757 1.6258 1.801 1.64903 0.76151
"AA467197" 455.5299 555.0363 349.6621 644.9996 604.5151 616.7166 408.7049 786.1609581 825.7687 258.8187 315.3945 285.3702 216.0164 223.7893 232.4743 350.0475 526.2716 603.463146
"AA986860" 1.006227 1.1446087 3.3566 2.324274 5.08858 3.504022 7.1390331 0.2578274 0.71984 5.071823 13.67567 11.016512 10.28339 24.58721 13.5741892 7.627066 6.372591 12.51777
"Aaas" 8.5742282 8.473517 20.216359 7.9467968 7.4722012 10.746658 7.546149 1.66928805035 4.118172 10.826741 10.70723 14.798454 9.9929522 10.3498437 11.2787824 15.582483 12.620281 17.593233
"Aacs" 23.720467 29.092852 56.331541 20.646438 21.956601 33.236112 27.821351 4.12532 6.04836 30.625367 40.714189 62.499926 46.833462 76.567326 46.75221 52.955623 67.571468 71.968695
"Aadac" 0 2.46707 3.39635 6.13259 12.76363 19.89187 13.58292 9.32285 2.069722 18.06994 14.6693 25.0038 12.98229 13.0034 10.31231 8.37399 3.3100079 3.618049
"Aagab" 7.637435 9.72971 12.056807 14.639835 14.712478 14.9507 15.75683 3.11555 5.26439 17.533745 15.678333 17.262841 20.835211 18.190227 18.296566 18.175776 17.020573 15.658126
"Aak1" 0.9635278 1.70389 6.378617 2.1463498 2.5317646 5.0161263 7.8224778 0.1063265 0.2209832 11.2869783 13.5868596 11.936051 11.2783704 12.6477036 10.8448136 12.6916745 6.1456159 8.8359556
"Aamdc" 6.108478 12.4186125 13.4734538 22.4434749 21.822183 23.8775678 25.6532918 16.9496744 10.2962185 30.1298612 18.9075788 26.3250974 23.771372 25.3288151 25.901382 25.70465 25.7560155 15.575923
"Aamp" 34.6195638 48.389898 66.824031 55.39087 48.511332 56.457763 66.316016 17.9699973 29.520985 75.4958317 57.7094534 71.6114572 93.4216554 82.2853798 77.284703 72.8450539 82.022877 60.0351525
"Aar2" 10.096921 11.58765 19.17749 8.31106 7.67559 10.79569 20.511705 3.846729 4.758892 21.22285 19.083957 19.50216 15.968204 15.50327 15.574516 21.1042 12.65002 21.398273
"Aard" 0.494239 0.382774 1.02635 0.607975 1.07104 0.971071 1.43384 0.582362 0.872059 3.26274 1.97195 2.23077 1.51931 2.40689 1.86331 1.37164 1.29949 0.478411
"Aars" 8.20914356 12.0781 35.9421629 8.0634307 8.2232955 14.5819397 20.8540799 1.2663702 2.358181 24.317267 23.41347 27.414958 23.7763863 23.2270412 20.956999 24.707507 18.00013 32.334337
"Aars2" 2.2076956 2.5829682 6.30188 2.8737793 3.0365554 3.8849293 4.92029 0.288414 0.939184 6.53029 5.64625 6.5161518 6.82945 6.55562 6.50846 5.86348 4.9948593 6.18876
"Aarsd1" 10.721741 19.906663 30.8900492 15.1427556 12.619058 14.697052 12.5309 5.01757 7.70796 17.496951 15.2012 18.7617 17.4778088 19.0073647 17.0463 18.441165 17.557502 18.872192
"Aasdh" 4.20905978 2.301193 2.543172 2.8450428 2.18940000016193 2.5113436 4.4098213 2.509992 2.9650482 3.2409037 1.89313588 2.774497725 3.153993658 3.6765205 2.770296 4.9501778448942 3.2656758 2.7708934
"Aasdhppt" 15.67731 12.397105 9.667939 7.884265 8.254828 9.152278 8.589539 10.285036 12.06914 7.339949 9.147283 7.339529 6.855549 6.870749 6.754205 9.008407 7.152286 7.19721524933
"Aass" 0.0541252 0.0252404 0.220774 0.035035 0.0664754 0.1007593 0.0589468 0.0721777 0.107789 0.2524265 0.0627341 0.1327358 0.0581824 0.044184 0.127047 0.127558 0.0315627 0
"Aatf" 7.620685 12.844891 17.9539298 6.2099837 5.17634 6.100423 8.73448 2.667425 3.7953 12.294788 7.61205 9.591041 12.363277 10.592828 10.030812 12.824425 9.03557 10.37814
"Aatk" 0.266052 0.3417215 0.41480687 0.4672156 0.376202 0.7592462 1.313258 0.0133904 0.1418284 2.880074091 1.312108 1.382269 1.96225500071236 3.0256882 2.78853900366334 1.903703 0.73737073 0.533826147
"AB124611" 16.222782 6.48404 3.234329 3.9007548 6.004307 5.1768083 3.27412 4.20850212899 6.961113 3.299558 2.483095 3.163969 2.933426 4.206266 2.685474 3.4621 7.594382 1.53394
