"";"mouse";"human";"mousemodule";"Taman_UC_logFC";"Lloyd_UC_logFC";"Lloyd_CD_logFC";"Taman_UC_reg";"Lloyd_UC_reg";"Lloyd_CD_reg"
"3747";"Coq8a";"COQ8A";3;NA;NA;NA;NA;NA;NA
"2173";"Car3";"CA3";3;NA;NA;NA;NA;NA;NA
"2722";"Cd300lf";"CD300LF";1;NA;NA;NA;NA;NA;NA
"24847";"Trim30b";"TRIM5";1;NA;NA;NA;NA;NA;NA
"15828";"Nudcd2";"NUDCD2";2;NA;NA;NA;NA;NA;NA
"5401";"Dynlt1b";"DYNLT1";2;NA;NA;NA;NA;NA;NA
"2012";"BC028528";"C1orf54";2;NA;NA;NA;NA;NA;NA
"26460";"Gm6710";"ZNF117";2;NA;NA;NA;NA;NA;NA
"19887";"Ptpmt1";"PTPMT1";2;NA;NA;NA;NA;NA;NA
"14712";"Mrpl41";"MRPL41";2;NA;NA;NA;NA;NA;NA
"21093";"S100g";"S100G";1;NA;NA;NA;NA;NA;NA
"23589";"Tc2n";"TC2N";1;NA;NA;NA;NA;NA;NA
"15313";"Ndufb4";"NDUFB4";2;NA;NA;NA;NA;NA;NA
"25274";"Ube2v2";"UBE2V2";2;NA;NA;NA;NA;NA;NA
"7261";"Gng10";"GNG10";2;NA;NA;NA;NA;NA;NA
"13272";"Lsm7";"LSM7";2;NA;NA;NA;NA;NA;NA
"23900";"Timm10b";"TIMM10B";2;NA;NA;NA;NA;NA;NA
"5667";"Elof1";"ELOF1";2;NA;NA;NA;NA;NA;NA
"5984";"F10";"F10";1;NA;NA;NA;NA;NA;NA
"7462";"Gpx1";"GPX1";2;NA;NA;NA;NA;NA;NA
"2724";"Cd302";"CD302";2;NA;NA;NA;NA;NA;NA
"8397";"Hbb-bs";"HBB";2;NA;NA;2,44774624496963;NA;NA;"up"
"20913";"Rps27";"RPS27";2;NA;NA;NA;NA;NA;NA
"20900";"Rps15a";"RPS15A";2;NA;NA;NA;NA;NA;NA
"11007";"Igkv2-109";"IGKV2-28";1;NA;1,44043252272094;NA;NA;"up";NA
"2671";"Cd14";"CD14";1;NA;NA;NA;NA;NA;NA
"15327";"Ndufs4";"NDUFS4";2;NA;NA;NA;NA;NA;NA
"20937";"Rps7";"RPS7";2;NA;NA;NA;NA;NA;NA
"25502";"Uqcc2";"UQCC2";2;NA;NA;NA;NA;NA;NA
"23245";"Sult6b2";"SULT6B2P";1;NA;NA;NA;NA;NA;NA
"11157";"Igkv8-21";"IGKV4-1";1;NA;1,53100858282098;NA;NA;"up";NA
"21301";"Sec11c";"SEC11C";2;NA;NA;NA;NA;NA;NA
"4172";"Cxcr6";"CXCR6";1;NA;NA;NA;NA;NA;NA
"9165";"Ifit2";"IFIT2";1;NA;NA;NA;NA;NA;NA
"3891";"Cript";"CRIPT";2;NA;NA;NA;NA;NA;NA
"5850";"Erh";"ERH";2;NA;NA;NA;NA;NA;NA
"14751";"Mrps33";"MRPS33";2;NA;NA;NA;NA;NA;NA
"20911";"Rps25";"RPS25";2;NA;NA;NA;NA;NA;NA
"12078";"Klrd1";"KLRD1";1;NA;NA;NA;NA;NA;NA
"22871";"Ss18l2";"SS18L2";2;NA;NA;NA;NA;NA;NA
"13857";"Med30";"MED30";2;NA;NA;NA;NA;NA;NA
"15317";"Ndufb6";"NDUFB6";2;NA;NA;NA;NA;NA;NA
"11156";"Igkv8-19";"IGKV4-1";1;NA;1,53100858282098;NA;NA;"up";NA
"2107";"1810037I17Rik";"C4orf3";2;NA;NA;NA;NA;NA;NA
"3787";"Cox7b";"COX7B";2;NA;NA;NA;NA;NA;NA
"20898";"Rps14";"RPS14";2;NA;NA;NA;NA;NA;NA
"21345";"Selenof";"SELENOF";2;NA;NA;NA;NA;NA;NA
"22279";"Smim20";"SMIM20";2;NA;NA;NA;NA;NA;NA
"22396";"Snrpd1";"SNRPD1";2;NA;NA;NA;NA;NA;NA
"11055";"Igkv3-1";"IGKV3-11";1;NA;1,96206849108573;NA;NA;"up";NA
"9380";"Ift20";"IFT20";2;NA;NA;NA;NA;NA;NA
"3458";"Clec2f";"CLEC2A";1;NA;NA;NA;NA;NA;NA
"25514";"Uqcrh";"UQCRH";2;NA;NA;NA;NA;NA;NA
"25518";"Uqcrq";"UQCRQ";2;NA;NA;NA;NA;NA;NA
"1918";"Gm5617";"C11orf71";2;NA;NA;NA;NA;NA;NA
"13354";"Lyz2";"LYZ";2;NA;NA;NA;NA;NA;NA
"14727";"Mrpl57";"MRPL57";2;NA;NA;NA;NA;NA;NA
"6120";"Fam221b";"FAM221B";2;NA;NA;NA;NA;NA;NA
"5280";"Dpy30";"DPY30";2;NA;NA;NA;NA;NA;NA
"3784";"Cox7a2";"COX7A2";2;NA;NA;NA;NA;NA;NA
"8398";"Hbb-bt";"HBB";2;NA;NA;2,44774624496963;NA;NA;"up"
"13042";"Lipk";"LIPK";1;NA;NA;NA;NA;NA;NA
"10711";"Igkv16-104";"IGKC";1;NA;NA;NA;NA;NA;NA
"5403";"Dynlt1f";"DYNLT1";2;NA;NA;NA;NA;NA;NA
"20602";"Ripk3";"RIPK3";1;NA;NA;NA;NA;NA;NA
"24136";"Tmem208";"TMEM208";2;NA;NA;NA;NA;NA;NA
"19560";"Prorsd1";"PRORSD1P";2;NA;NA;NA;NA;NA;NA
"19775";"Psma7";"PSMA7";2;NA;NA;NA;NA;NA;NA
"11265";"Il1r2";"IL1R2";1;NA;NA;NA;NA;NA;NA
"21906";"Slc25a31";"SLC25A31";1;NA;NA;NA;NA;NA;NA
"4296";"Cyp2f2";"CYP2F1";3;NA;NA;NA;NA;NA;NA
"14685";"Mrpl13";"MRPL13";2;NA;NA;NA;NA;NA;NA
"23971";"Tm2d1";"TM2D1";2;NA;NA;NA;NA;NA;NA
"24090";"Tmem167";"TMEM167A";2;NA;NA;NA;NA;NA;NA
"7178";"Glipr1";"GLIPR1";2;NA;NA;NA;NA;NA;NA
"3381";"Cks2";"CKS2";2;NA;NA;NA;NA;NA;NA
"10707";"Igkv13-85";"IGKC";1;NA;NA;NA;NA;NA;NA
"1767";"Bnip3";"BNIP3";2;NA;NA;NA;NA;NA;NA
"14683";"Mrpl11";"MRPL11";2;NA;NA;NA;NA;NA;NA
"8544";"Hint3";"HINT3";2;NA;NA;NA;NA;NA;NA
"23913";"Timm9";"TIMM9";1;NA;NA;NA;NA;NA;NA
"18297";"Ppih";"PPIH";2;NA;NA;NA;NA;NA;NA
"19800";"Psmd14";"PSMD14";1;NA;NA;NA;NA;NA;NA
"3713";"Commd6";"COMMD6";2;NA;NA;NA;NA;NA;NA
"20338";"Rbp1";"RBP1";2;NA;NA;NA;NA;NA;NA
"117";"Abracl";"ABRACL";2;NA;NA;NA;NA;NA;NA
"10705";"Igkv12-98";"IGKC";1;NA;NA;NA;NA;NA;NA
"10374";"Ighv13-2";"IGHV3-15";1;NA;1,99127466490522;1,49142280273237;NA;"up";"up"
"10703";"Igkv12-44";"IGKC";1;NA;NA;NA;NA;NA;NA
"1919";"2010003K11Rik";"C11orf86";1;NA;NA;NA;NA;NA;NA
"11160";"Igkv8-27";"IGKV4-1";1;NA;1,53100858282098;NA;NA;"up";NA
"3789";"Cox7c";"COX7C";2;NA;NA;NA;NA;NA;NA
"11379";"Insl6";"INSL6";2;NA;NA;NA;NA;NA;NA
"496";"Aicda";"AICDA";1;NA;NA;NA;NA;NA;NA
"11152";"Igkv6-32";"IGKV4-1";2;NA;1,53100858282098;NA;NA;"up";NA
"20908";"Rps21";"RPS21";2;NA;NA;NA;NA;NA;NA
"2565";"Ccl9";"CCL15";2;NA;NA;NA;NA;NA;NA
"22834";"Srp19";"SRP19";2;NA;NA;NA;NA;NA;NA
"17234";"Pagr1a";"PAGR1";1;NA;NA;NA;NA;NA;NA
"3459";"Clec2g";"CLEC2A";1;NA;NA;NA;NA;NA;NA
"10710";"Igkv15-103";"IGKC";1;NA;NA;NA;NA;NA;NA
"14593";"Mrgpra2a";"MRGPRX1";1;NA;NA;NA;NA;NA;NA
"15311";"Ndufb2";"NDUFB2";2;NA;NA;NA;NA;NA;NA
"22283";"Smim26";"SMIM26";2;NA;NA;NA;NA;NA;NA
"21160";"Sat1";"SAT1";2;NA;NA;NA;NA;NA;NA
"23804";"Tgds";"TGDS";2;NA;NA;NA;NA;NA;NA
"3033";"Cenpq";"CENPQ";1;NA;NA;NA;NA;NA;NA
"1999";"A430005L14Rik";"C1orf174";2;NA;NA;NA;NA;NA;NA
"14016";"Micos10";"MICOS10";2;NA;NA;NA;NA;NA;NA
"4207";"Cycs";"CYCS";1;NA;NA;NA;NA;NA;NA
"20859";"Rpl39";"RPL39";2;NA;NA;NA;NA;NA;NA
"898";"Aoc1";"AOC1";3;NA;NA;NA;NA;NA;NA
"24052";"Tmem128";"TMEM128";2;NA;NA;NA;NA;NA;NA
"22197";"Slirp";"SLIRP";2;NA;NA;NA;NA;NA;NA
"17092";"Orc6";"ORC6";1;NA;NA;NA;NA;NA;NA
"21528";"Sf3b6";"SF3B6";2;NA;NA;NA;NA;NA;NA
"13777";"Mcemp1";"MCEMP1";2;NA;NA;NA;NA;NA;NA
"7231";"Gmnn";"GMNN";2;NA;NA;NA;NA;NA;NA
"1435";"Atp6v0b";"ATP6V0B";2;NA;NA;NA;NA;NA;NA
"22533";"Spag16";"SPAG16";1;NA;NA;NA;NA;NA;NA
"17099";"Ormdl1";"ORMDL1";2;NA;NA;NA;NA;NA;NA
"4202";"Cyba";"CYBA";2;NA;NA;NA;NA;NA;NA
"1371";"Atox1";"ATOX1";2;NA;NA;NA;NA;NA;NA
"14892";"Mthfd2l";"MTHFD2L";2;NA;NA;NA;NA;NA;NA
"21736";"Ska1";"SKA1";1;NA;NA;NA;NA;NA;NA
"13576";"Magoh";"MAGOH";2;NA;NA;NA;NA;NA;NA
"17639";"Pfdn5";"PFDN5";2;NA;NA;NA;NA;NA;NA
"15294";"Ndufa7";"NDUFA7";2;NA;NA;NA;NA;NA;NA
"20817";"Rpl13a";"RPL13A";2;NA;NA;NA;NA;NA;NA
"3115";"Cetn3";"CETN3";2;NA;NA;NA;NA;NA;NA
"3781";"Cox6c";"COX6C";2;NA;NA;NA;NA;NA;NA
"4538";"Ddah1";"DDAH1";1;NA;NA;NA;NA;NA;NA
"15302";"Ndufaf4";"NDUFAF4";1;NA;NA;NA;NA;NA;NA
"14403";"Mis18a";"MIS18A";1;NA;NA;NA;NA;NA;NA
"10700";"Igkc";"IGKC";1;NA;NA;NA;NA;NA;NA
"21348";"Selenok";"SELENOK";2;NA;NA;NA;NA;NA;NA
"23406";"Taf1d";"TAF1D";2;NA;NA;NA;NA;NA;NA
"3769";"Cox19";"COX19";2;NA;NA;NA;NA;NA;NA
"1713";"Birc5";"BIRC5";1;NA;NA;NA;NA;NA;NA
"2557";"Cck";"CCK";1;NA;NA;NA;NA;NA;NA
"9481";"Ighv1-5";"IGHV1-18";1;NA;1,4460884738261;NA;NA;"up";NA
"11170";"Igkv5-45";"IGKV6-21";1;NA;NA;NA;NA;NA;NA
"20915";"Rps27a";"RPS27A";2;NA;NA;NA;NA;NA;NA
"489";"Ahnak2";"AHNAK2";5;NA;NA;NA;NA;NA;NA
"9434";"Ighg2c";"IGHG1";1;NA;3,36303465220352;NA;NA;"up";NA
"23709";"Tent5d";"TENT5D";1;NA;NA;NA;NA;NA;NA
"22001";"Slc35e3";"SLC35E3";3;NA;NA;NA;NA;NA;NA
"6802";"Fut2";"FUT2";1;NA;NA;NA;NA;NA;NA
"22386";"Snrnp27";"SNRNP27";2;NA;NA;NA;NA;NA;NA
"13836";"Med11";"MED11";2;NA;NA;NA;NA;NA;NA
"11158";"Igkv8-24";"IGKV4-1";1;NA;1,53100858282098;NA;NA;"up";NA
"8356";"Hamp";"HAMP";1;NA;NA;NA;NA;NA;NA
"6564";"Fmc1";"FMC1";2;NA;NA;NA;NA;NA;NA
"17789";"Pigp";"PIGP";2;NA;NA;NA;NA;NA;NA
"25757";"Vamp7";"VAMP7";1;NA;NA;NA;NA;NA;NA
"3767";"Cox17";"COX17";2;NA;NA;NA;NA;NA;NA
"20799";"Rpe65";"RPE65";2;NA;NA;NA;NA;NA;NA
"2562";"Ccl12";"CCL13";1;NA;NA;NA;NA;NA;NA
"5848";"Ergic2";"ERGIC2";1;NA;NA;NA;NA;NA;NA
"25967";"Washc3";"WASHC3";2;NA;NA;NA;NA;NA;NA
"12802";"Lce3b";"LCE3B";1;NA;NA;NA;NA;NA;NA
"9500";"Ighv1-71";"IGHV1-18";1;NA;1,4460884738261;NA;NA;"up";NA
"1049";"Aqp4";"AQP4";1;NA;NA;NA;NA;NA;NA
"2598";"Ccl5";"CCL5";2;NA;NA;NA;NA;NA;NA
"21346";"Selenoh";"SELENOH";2;NA;NA;NA;NA;NA;NA
"12743";"Lamtor5";"LAMTOR5";2;NA;NA;NA;NA;NA;NA
"5432";"Eaf2";"EAF2";1;NA;NA;NA;NA;NA;NA
"498";"Aif1";"AIF1";1;NA;NA;NA;NA;NA;NA
"21056";"Rwdd1";"RWDD1";2;NA;NA;NA;NA;NA;NA
"14739";"Mrps18c";"MRPS18C";2;NA;NA;NA;NA;NA;NA
"24536";"Trappc2l";"TRAPPC2L";2;NA;NA;NA;NA;NA;NA
"22213";"Slurp1";"SLURP1";2;NA;NA;NA;NA;NA;NA
"8391";"Hba-a2";"HBA1";2;NA;NA;NA;NA;NA;NA
"24696";"Trbc1";"TRB";2;NA;NA;NA;NA;NA;NA
"2622";"Ccne2";"CCNE2";1;NA;NA;NA;NA;NA;NA
"7540";"Gsap";"GSAP";1;NA;NA;NA;NA;NA;NA
"14690";"Mrpl18";"MRPL18";1;NA;NA;NA;NA;NA;NA
"11466";"Irgm1";"IRGM";4;NA;NA;NA;NA;NA;NA
"23863";"Thoc7";"THOC7";2;NA;NA;NA;NA;NA;NA
"20794";"Rpain";"RPAIN";2;NA;NA;NA;NA;NA;NA
"21080";"S100a14";"S100A14";1;NA;NA;NA;NA;NA;NA
"14901";"Mtln";"MTLN";2;NA;NA;NA;NA;NA;NA
"15557";"Nme1";"NME1";1;NA;NA;NA;NA;NA;NA
"26306";"Zdhhc13";"ZDHHC13";1;NA;NA;NA;NA;NA;NA
"14780";"Ms4a6d";"MS4A6A";1;NA;NA;NA;NA;NA;NA
"6470";"Fgf23";"FGF23";1;NA;NA;NA;NA;NA;NA
"25819";"Vmp1";"VMP1";1;NA;NA;NA;NA;NA;NA
"13588";"Malsu1";"MALSU1";2;NA;NA;NA;NA;NA;NA
"20846";"Rpl35";"RPL35";2;NA;NA;NA;NA;NA;NA
"12765";"Lat2";"LAT2";2;NA;NA;NA;NA;NA;NA
"469";"Agr2";"AGR2";2;NA;NA;NA;NA;NA;NA
"11481";"Isca2";"ISCA2";2;NA;NA;NA;NA;NA;NA
"6985";"Gbp7";"GBP4";4;1,73732599259401;1,42338173481586;1,60200475924016;"up";"up";"up"
"26458";"Gm4724";"ZNF117";2;NA;NA;NA;NA;NA;NA
"9135";"Ifi204";"IFI16";1;1,00413383733031;NA;NA;"up";NA;NA
"19774";"Psma6";"PSMA6";2;NA;NA;NA;NA;NA;NA
"11522";"Itgb1bp1";"ITGB1BP1";2;NA;NA;NA;NA;NA;NA
"26298";"Zcrb1";"ZCRB1";2;NA;NA;NA;NA;NA;NA
"11058";"Igkv3-2";"IGKV3-11";1;NA;1,96206849108573;NA;NA;"up";NA
"23248";"Sumo1";"SUMO1";2;NA;NA;NA;NA;NA;NA
"25507";"Uqcr10";"UQCR10";2;NA;NA;NA;NA;NA;NA
"5695";"Emg1";"EMG1";2;NA;NA;NA;NA;NA;NA
"3904";"Crls1";"CRLS1";2;NA;NA;NA;NA;NA;NA
"19975";"Pycard";"PYCARD";2;NA;NA;NA;NA;NA;NA
"2566";"Ccl17";"CCL17";2;NA;NA;NA;NA;NA;NA
"15614";"Nop10";"NOP10";2;NA;NA;NA;NA;NA;NA
"15940";"Oas3";"OAS3";4;NA;NA;NA;NA;NA;NA
"19825";"Pstk";"PSTK";2;NA;NA;NA;NA;NA;NA
"991";"Apol7a";"APOL1";1;1,84376163167791;2,22509890667435;1,46668396653183;"up";"up";"up"
"3709";"Commd3";"COMMD3";2;NA;NA;NA;NA;NA;NA
"23210";"Sub1";"SUB1";2;NA;NA;NA;NA;NA;NA
"14762";"Mrto4";"MRTO4";1;NA;NA;NA;NA;NA;NA
"1877";"Btg3";"BTG3";2;NA;NA;NA;NA;NA;NA
"1902";"9430038I01Rik";"C10orf143";2;NA;NA;NA;NA;NA;NA
"1498";"Avpi1";"AVPI1";2;NA;NA;NA;NA;NA;NA
"15303";"Ndufaf5";"NDUFAF5";2;NA;NA;NA;NA;NA;NA
"8578";"H2-Q10";"HLA-A";1;NA;NA;NA;NA;NA;NA
"22614";"Spc25";"SPC25";1;NA;NA;NA;NA;NA;NA
"21829";"Slc20a1";"SLC20A1";5;NA;NA;NA;NA;NA;NA
"1944";"AA467197";"C15orf48";2;NA;NA;NA;NA;NA;NA
"3324";"Ciao2b";"CIAO2B";2;NA;NA;NA;NA;NA;NA
"20751";"Rnf7";"RNF7";2;NA;NA;NA;NA;NA;NA
"3882";"Crem";"CREM";1;NA;NA;NA;NA;NA;NA
"2125";"C330018D20Rik";"C5orf63";2;NA;NA;NA;NA;NA;NA
"2688";"Cd200r4";"CD200R1";1;NA;NA;NA;NA;NA;NA
"24019";"Tmed5";"TMED5";1;NA;NA;NA;NA;NA;NA
"3272";"Chrac1";"CHRAC1";2;NA;NA;NA;NA;NA;NA
"9070";"Hunk";"HUNK";3;NA;NA;NA;NA;NA;NA
"18189";"Pomp";"POMP";2;NA;NA;NA;NA;NA;NA
"15459";"Nhp2";"NHP2";2;NA;NA;NA;NA;NA;NA
"13269";"Lsm4";"LSM4";2;NA;NA;NA;NA;NA;NA
"6992";"Gbp9";"GBP6";4;NA;NA;NA;NA;NA;NA
"22800";"Sptssa";"SPTSSA";2;NA;NA;NA;NA;NA;NA
"6846";"Gab1";"GAB1";3;NA;NA;NA;NA;NA;NA
"15669";"Npm3";"NPM3";2;NA;NA;NA;NA;NA;NA
"3639";"Coa6";"COA6";2;NA;NA;NA;NA;NA;NA
"11006";"Igkv1-122";"IGKV2-28";1;NA;1,44043252272094;NA;NA;"up";NA
"13261";"Lsm1";"LSM1";2;NA;NA;NA;NA;NA;NA
"21102";"Saa2";"SAA1";1;6,40196645575406;7,72522891564117;6,85941536958139;"up";"up";"up"
"2220";"Cacng6";"CACNG6";1;NA;NA;NA;NA;NA;NA
"13052";"Llcfc1";"LLCFC1";1;NA;NA;NA;NA;NA;NA
"3706";"Commd1";"COMMD1";2;NA;NA;NA;NA;NA;NA
"19773";"Psma5";"PSMA5";1;NA;NA;NA;NA;NA;NA
"6069";"Fam162a";"FAM162A";2;NA;NA;NA;NA;NA;NA
"11483";"Isg15";"ISG15";4;NA;NA;NA;NA;NA;NA
"3688";"Col6a2";"COL6A2";5;NA;NA;NA;NA;NA;NA
"24291";"Tmsb10";"TMSB10";2;NA;NA;NA;NA;NA;NA
"22840";"Srp9";"SRP9";2;NA;NA;NA;NA;NA;NA
"1936";"1700123O20Rik";"C14orf119";2;NA;NA;NA;NA;NA;NA
"2010";"2410004B18Rik";"C1orf52";1;NA;NA;NA;NA;NA;NA
"22833";"Srp14";"SRP14";2;NA;NA;NA;NA;NA;NA
"20897";"Rps13";"RPS13";2;NA;NA;NA;NA;NA;NA
"24227";"Tmem60";"TMEM60";2;NA;NA;NA;NA;NA;NA
"261";"Acyp2";"ACYP2";2;NA;NA;NA;NA;NA;NA
"22385";"Snrnp25";"SNRNP25";2;NA;NA;NA;NA;NA;NA
"21585";"Sh2d1b1";"SH2D1B";2;NA;NA;NA;NA;NA;NA
"2255";"Calml4";"CALML4";2;NA;NA;NA;NA;NA;NA
"5666";"Eloc";"ELOC";2;NA;NA;NA;NA;NA;NA
"12732";"Lamc1";"LAMC1";5;NA;NA;NA;NA;NA;NA
"14988";"Mycbp";"MYCBP";1;NA;NA;NA;NA;NA;NA
"20117";"Rac3";"RAC3";2;NA;NA;NA;NA;NA;NA
"12022";"Klk15";"KLK15";3;NA;NA;NA;NA;NA;NA
"8502";"Hesx1";"HESX1";1;NA;NA;NA;NA;NA;NA
"18197";"Pop5";"POP5";2;NA;NA;NA;NA;NA;NA
"25322";"Uchl3";"UCHL3";1;NA;NA;NA;NA;NA;NA
"18134";"Pole4";"POLE4";1;NA;NA;NA;NA;NA;NA
"11614";"Jtb";"JTB";2;NA;NA;NA;NA;NA;NA
"13860";"Med6";"MED6";1;NA;NA;NA;NA;NA;NA
"14717";"Mrpl46";"MRPL46";2;NA;NA;NA;NA;NA;NA
"2525";"Ccdc71l";"CCDC71L";1;NA;NA;NA;NA;NA;NA
"903";"Aoc3";"AOC3";5;NA;NA;NA;NA;NA;NA
"5252";"Dph3";"DPH3";2;NA;NA;NA;NA;NA;NA
"7817";"H2az1";"H2AZ1";1;NA;NA;NA;NA;NA;NA
"12206";"Krt90";"KRT90P";1;NA;NA;NA;NA;NA;NA
"15944";"Oaz1";"OAZ1";2;NA;NA;NA;NA;NA;NA
"4534";"Dcun1d5";"DCUN1D5";1;NA;NA;NA;NA;NA;NA
"11197";"Iglv3";"IGLV4-3";2;NA;NA;NA;NA;NA;NA
"1222";"Arpc5l";"ARPC5L";2;NA;NA;NA;NA;NA;NA
"14693";"Mrpl20";"MRPL20";2;NA;NA;NA;NA;NA;NA
"23906";"Timm23";"TIMM23";2;NA;NA;NA;NA;NA;NA
"25888";"Vps29";"VPS29";2;NA;NA;NA;NA;NA;NA
"20188";"Ran";"RAN";2;NA;NA;NA;NA;NA;NA
"22185";"Slfn2";"SLFN12";1;NA;NA;NA;NA;NA;NA
"12077";"Klrk1";"KLRC4-KLRK1";1;NA;NA;NA;NA;NA;NA
"5402";"Dynlt1c";"DYNLT1";2;NA;NA;NA;NA;NA;NA
"24071";"Tmem147";"TMEM147";2;NA;NA;NA;NA;NA;NA
"13855";"Med28";"MED28";2;NA;NA;NA;NA;NA;NA
"12720";"Lage3";"LAGE3";2;NA;NA;NA;NA;NA;NA
"9375";"Ifrd1";"IFRD1";1;NA;NA;NA;NA;NA;NA
"13923";"Mettl23";"METTL23";2;NA;NA;NA;NA;NA;NA
"20870";"Rpl9";"RPL9";2;NA;NA;NA;NA;NA;NA
"25336";"Ufc1";"UFC1";2;NA;NA;NA;NA;NA;NA
"22184";"Slfn1";"SLFN12";1;NA;NA;NA;NA;NA;NA
"19931";"Pts";"PTS";2;NA;NA;NA;NA;NA;NA
"15292";"Ndufa5";"NDUFA5";2;NA;NA;NA;NA;NA;NA
"14767";"Ms4a12";"MS4A12";1;NA;NA;NA;NA;NA;NA
"8581";"H2-Q6";"HLA-A";1;NA;NA;NA;NA;NA;NA
"3041";"Cenpx";"CENPX";2;NA;NA;NA;NA;NA;NA
"5857";"Erich3";"ERICH3";1;NA;NA;NA;NA;NA;NA
"20904";"Rps19";"RPS19";2;NA;NA;NA;NA;NA;NA
"5089";"Dmkn";"DMKN";2;NA;NA;NA;NA;NA;NA
"2090";"BC016579";"C3orf52";2;NA;NA;NA;NA;NA;NA
"15170";"Nat2";"NAT1";2;NA;NA;NA;NA;NA;NA
"5284";"Dpysl3";"DPYSL3";5;NA;NA;NA;NA;NA;NA
"18161";"Polr2i";"POLR2I";2;NA;NA;NA;NA;NA;NA
"23259";"Supt4a";"SUPT4H1";2;NA;NA;NA;NA;NA;NA
"17614";"Pet100";"PET100";2;NA;NA;NA;NA;NA;NA
"3684";"Col5a1";"COL5A1";5;NA;NA;NA;NA;NA;NA
"23911";"Timm8a1";"TIMM8A";1;NA;NA;NA;NA;NA;NA
"17492";"Pdcd6";"PDCD6";2;NA;NA;NA;NA;NA;NA
"14725";"Mrpl54";"MRPL54";2;NA;NA;NA;NA;NA;NA
"12450";"2310034C09Rik";"KRTAP13-1";1;NA;NA;NA;NA;NA;NA
"22275";"Smim15";"SMIM15";1;NA;NA;NA;NA;NA;NA
"14741";"Mrps21";"MRPS21";2;NA;NA;NA;NA;NA;NA
"18112";"Podxl";"PODXL";5;NA;NA;NA;NA;NA;NA
"17991";"Plgrkt";"PLGRKT";2;NA;NA;NA;NA;NA;NA
"17916";"Plaat3";"PLAAT3";1;NA;NA;NA;NA;NA;NA
"21076";"S100a10";"S100A10";2;NA;NA;NA;NA;NA;NA
"20852";"Rpl36al";"RPL36A";2;NA;NA;NA;NA;NA;NA
"14784";"Ms4a7";"MS4A7";2;NA;NA;NA;NA;NA;NA
"18026";"Plscr1";"PLSCR1";1;NA;NA;NA;NA;NA;NA
"8540";"Hilpda";"HILPDA";2;NA;NA;NA;NA;NA;NA
"5660";"Eln";"ELN";5;NA;NA;NA;NA;NA;NA
"11062";"Igkv3-7";"IGKV3-11";1;NA;1,96206849108573;NA;NA;"up";NA
"10701";"Igkv12-38";"IGKC";1;NA;NA;NA;NA;NA;NA
"22873";"Ssbp1";"SSBP1";2;NA;NA;NA;NA;NA;NA
"9156";"Ifi44";"IFI44";4;NA;NA;NA;NA;NA;NA
"25077";"Ttc32";"TTC32";2;NA;NA;NA;NA;NA;NA
"15091";"Mzt1";"MZT1";2;NA;NA;NA;NA;NA;NA
"4465";"Dbi";"DBI";2;NA;NA;NA;NA;NA;NA
"20841";"Rpl32";"RPL32";2;NA;NA;NA;NA;NA;NA
"15284";"Ndufa11";"NDUFA11";2;NA;NA;NA;NA;NA;NA
"20401";"Reep6";"REEP6";3;NA;NA;NA;NA;NA;NA
"21423";"Serp1";"SERP1";1;NA;NA;NA;NA;NA;NA
"21336";"Sectm1a";"SECTM1";4;NA;NA;NA;NA;NA;NA
"9047";"Hspe1-rs1";"HSPE1";1;NA;NA;NA;NA;NA;NA
"20301";"Rbm3";"RBM3";1;NA;NA;NA;NA;NA;NA
"26116";"Xcl1";"XCL1";1;NA;NA;NA;NA;NA;NA
"22883";"Ssna1";"SSNA1";2;NA;NA;NA;NA;NA;NA
"20802";"Rpf2";"RPF2";1;NA;NA;NA;NA;NA;NA
"24168";"Tmem242";"TMEM242";2;NA;NA;NA;NA;NA;NA
"18156";"Polr2d";"POLR2D";2;NA;NA;NA;NA;NA;NA
"19771";"Psma3";"PSMA3";2;NA;NA;NA;NA;NA;NA
"20856";"Rpl37rt";"RPL37";1;NA;NA;NA;NA;NA;NA
"4524";"Dctn3";"DCTN3";2;NA;NA;NA;NA;NA;NA
"13808";"Mcub";"MCUB";1;NA;NA;NA;NA;NA;NA
"8829";"Hmgn2";"HMGN2";2;NA;NA;NA;NA;NA;NA
"20200";"Rap1b";"RAP1B";1;NA;NA;NA;NA;NA;NA
"2740";"Cd48";"CD48";2;NA;NA;NA;NA;NA;NA
"2546";"Ccdc90b";"CCDC90B";2;NA;NA;NA;NA;NA;NA
"22889";"Ssr4";"SSR4";2;NA;NA;NA;NA;NA;NA
"24339";"Tnfrsf1b";"TNFRSF1B";1;NA;NA;NA;NA;NA;NA
"13835";"Med10";"MED10";2;NA;NA;NA;NA;NA;NA
"14686";"Mrpl14";"MRPL14";2;NA;NA;NA;NA;NA;NA
"6278";"Fastkd2";"FASTKD2";1;NA;NA;NA;NA;NA;NA
"9470";"Ighv1-37";"IGHV1-18";4;NA;1,4460884738261;NA;NA;"up";NA
"20621";"Rmdn1";"RMDN1";2;NA;NA;NA;NA;NA;NA
"1778";"Bola2";"BOLA2";2;NA;NA;NA;NA;NA;NA
"2225";"Cacybp";"CACYBP";1;NA;NA;NA;NA;NA;NA
"5172";"Dnajc24";"DNAJC24";2;NA;NA;NA;NA;NA;NA
"9466";"Ighv1-26";"IGHV1-18";1;NA;1,4460884738261;NA;NA;"up";NA
"2787";"Cdc26";"CDC26";2;NA;NA;NA;NA;NA;NA
