"";"logFC.6w";"logFC.8w";"logFC.10w";"logFC.12w";"logFC.14w";"logCPM";"LR";"PValue";"FDR";"logFC.WT";"module"
"Cystm1";0,138755173248896;0,682704166797109;1,6114127708894;1,29135798361812;2,64397054559151;8,31404084917802;59,9802183186616;1,22695138012652e-11;1,76828536658376e-10;0;2
"Cfh";0,37934779976277;0,694429446373619;2,28396153540877;0,157166015890402;1,84489846500997;5,60007751175998;59,9304081767877;1,25637711802984e-11;1,80909426006063e-10;0;1
"Alox15";0,428667393388306;2,20235109812802;2,94853378646015;1,55796924811484;0,89111528659352;3,41904489916126;59,9273517536689;1,2582054945228e-11;1,81012794004604e-10;0;4
"Mff";0,118780475048741;0,480046394962047;1,45741204564921;1,26005588495091;2,50427451120282;6,941357375476;59,9050898932201;1,27160309014702e-11;1,82778927419721e-10;0;2
"Gm9299";5,277036009767;0;6,43488594119002;0;6,21005325489303;-2,41926851685438;59,8945014054766;1,27802532019979e-11;1,83540200169662e-10;0;1
"Angptl8";-0,169634489374415;1,2798538224867;2,26637077500376;2,4554321212602;4,33838236932454;-0,238687502718137;59,7852560420032;1,34620609617371e-11;1,93161614151686e-10;0;2
"Acot13";-0,00832328475100323;0,111047416150675;0,78876820116529;0,962918566909641;2,32278156774146;5,41225676513568;59,6890949894283;1,40921905401754e-11;2,02025246969973e-10;0;2
"Tomm22";0,00825197815228455;0,550574664349507;1,71274761835415;1,326200975795;2,43991044933363;7,17374944916885;59,6492989315117;1,43615046549242e-11;2,05705207271761e-10;0;2
"Ak6";0,374175415859241;0,90080861383428;1,91849730257119;1,39199803528016;2,61717478830753;6,37497402199645;59,6393143850933;1,44298760465866e-11;2,06503054924812e-10;0;1
"Msh5";0,191900497948203;1,19807715559498;2,37117910837809;2,44712144794649;3,32937614093959;2,36158727261498;59,5655546269443;1,49451310789779e-11;2,13689154901175e-10;0;2
"Lamtor3";0,0701330904084871;0,551579368671358;1,56909280707685;1,40252990058965;2,4423040354704;5,38755600366082;59,5597677435533;1,49863244447726e-11;2,14090349211037e-10;0;2
"Mrps28";-0,144325214608901;0,248710991954416;1,24572019518267;1,34290791945326;2,29104846701594;5,26738687020133;59,5214420651278;1,5262017881744e-11;2,17837908469727e-10;0;2
"Trim30a";-1,19142587859487;-0,0363552929952245;1,72233082696803;0,533022869509237;-0,00399881349766903;5,30459051836703;59,4858603629983;1,55225027026632e-11;2,21362024543666e-10;0;4
"Eef1a2";-0,284782910634569;-1,01541071868459;-2,6055394549384;-2,87388446704637;-2,24526388257531;2,83982150021554;59,4591918256373;1,57206419589741e-11;2,23991664275593e-10;0;5
"Gfra2";-0,0543721044355381;-1,15562327191301;-3,0763381934485;-2,03041247473034;-2,06345959967104;2,98164297642609;59,4521385113585;1,57734668320296e-11;2,24548043110989e-10;0;3
"Smpdl3b";0,474284361480109;1,94589990307452;2,80753966640803;1,84305719910859;1,46347120197232;4,36573548196605;59,3795974983908;1,63271428486768e-11;2,32227249941913e-10;0;1
"Cd86";0,343249013810944;0,820662343971343;2,49745016438894;1,75846842039018;2,72858757133135;3,42690864031458;59,3550281389932;1,65190353516208e-11;2,34751766548752e-10;0;1
"Nip7";0,0740041095380663;0,413110226114338;1,81227073251039;1,32223788654746;2,33770291531731;4,8398808990454;59,3484246654607;1,65709928018467e-11;2,35285002325872e-10;0;1
"Rpl36a-ps2";0,519959188351779;0,38961581556161;1,11124049951928;1,3312239977797;2,57843683295621;5,62558422363923;59,3385601897827;1,66489124919395e-11;2,36185616726383e-10;0;2
"Zfp932";0,256838224778822;0,790029179594531;2,03487692959455;2,03461403455716;2,92523228588221;3,23518060437314;59,2894839948195;1,7042036269007e-11;2,41552340160707e-10;0;2
"Arhgap15";0,0572598562630196;1,38588080682124;2,55608649319106;2,10038205291943;2,75594392319746;3,28713340042685;59,2199005928326;1,76153671696075e-11;2,4946175922207e-10;0;1
"Ace2";0,208393601555977;-1,08225809742686;-2,58177005673577;-2,10890527071617;-2,02012742238263;3,08521540617022;59,2141120589343;1,76639203473876e-11;2,49932206304182e-10;0;5
"Igkv10-96";0,705894579337763;1,82706460125063;2,19307506686506;2,33794752836795;2,94852475136252;4,05000273137885;59,2107683356431;1,76920277430222e-11;2,5011279463249e-10;0;1
"5330417C22Rik";-0,19769333066765;-0,914943973655646;-2,31369944882254;-2,02938094959781;-1,80245050047684;5,66071245092045;59,1686442612027;1,80499710657162e-11;2,54951930997551e-10;0;5
"Smim11";0,0336340540009894;-0,0505866807778754;0,730530626433938;1,20946210193878;2,30601584308957;4,34363546377505;59,0510676957973;1,90877707574271e-11;2,69377197702218e-10;0;2
"Col14a1";0,1854421194624;-0,844979007273849;-2,08746732101987;-2,09675812273732;-1,45563747318134;4,33138042392398;59,047947588503;1,91161071875854e-11;2,69543725914915e-10;0;5
"Ms4a4b";0,101308572250175;1,47022445012975;2,68490987038805;2,32378467814982;2,49722251708795;3,41251148528946;59,0413775308231;1,91759130240182e-11;2,69998429395919e-10;0;1
"Alg13";0,278076636605999;0,885358312125074;2,41824354856845;1,60119947016955;2,87176479517603;3,20806497953381;59,040766618401;1,91814835116856e-11;2,69998429395919e-10;0;1
"Mrpl32";0,025633382546215;0,502668604201174;1,4890389176489;1,26477864586742;2,42021590971201;5,1198825831359;59,0234567229622;1,93399935518466e-11;2,71994732437532e-10;0;2
"Nid1";0,106216132622265;-0,864991937904923;-1,75806689163948;-2,22177581238095;-1,67837130135774;5,37495656426269;59,0039995007253;1,951972849967e-11;2,74285840124674e-10;0;5
"Fdxacb1";0,145431654482789;0,618218985853612;1,68127646827381;1,32508700102785;2,769629793459;3,56730505169334;58,9901629870398;1,96485560177785e-11;2,75858280008432e-10;0;2
"Mmp3";0,148098356724917;0,0583880400769659;2,44257810265787;0,91160869606964;2,3784370780271;3,02694431969019;58,9831699557579;1,97139884982147e-11;2,76538737109208e-10;0;1
"Mrpl1";0,164500310193898;0,428892258104034;1,54024426090324;0,878916182208366;2,41467024054616;5,30705709412524;58,9806826489992;1,97373141641734e-11;2,76627876935534e-10;0;2
"Mup22";2,47238269924639;0,45980302080002;0,703136917277761;2,35650562062973;3,88603219893604;0,938959282033593;58,9250105952851;2,02666701646241e-11;2,83803027219393e-10;0;2
"H2-T3";0,18054102213956;2,91472633331712;3,40746505270727;3,11611303062047;0,931655587906749;1,30407463557879;58,8964811119251;2,05434101323e-11;2,87431403567802e-10;0;4
"Rdh16";-0,0146736963499242;1,43919651709818;2,18430830118772;2,18641529026338;2,06470758121095;6,47518409983159;58,8400011800707;2,11024482148287e-11;2,94999919298205e-10;0;1
"Nabp1";0,0495834971629867;0,770644436600217;2,12501293851864;1,31143064536799;2,28395974517156;4,70337283296162;58,8274586553563;2,12286402264523e-11;2,96509713531425e-10;0;1
"Rpl38";-0,126616740222995;0,0273050123197628;0,555291073876225;1,04986276547298;2,25642661920354;7,14158873389709;58,811525630616;2,13900313133895e-11;2,98508142472816e-10;0;2
"Pde2a";0,150673027957745;-0,894018476473428;-2,26096299158025;-1,69791931571898;-1,62634132004336;5,97699425261711;58,6877977411852;2,26857173218434e-11;3,1631924067241e-10;0;5
"Timp1";0,616970598522472;-0,246394781751548;1,75354768533247;0,685200614870408;3,01832818187366;2,20586537756628;58,6165784328073;2,34667562684344e-11;3,26930023226907e-10;0;2
"Fndc5";0,429358518283106;-2,42365827288073;-2,72455708341391;-2,02176817167506;-2,3661687481852;1,44799778518866;58,6003971968471;2,36479198571445e-11;3,29172582127631e-10;0;3
"Fundc1";0,0779852534830031;0,523098772729703;1,73598610697254;1,25036063505592;2,38363451860249;5,58226880372737;58,5474829788027;2,42501462018125e-11;3,37267391714628e-10;0;2
"Thbs2";-0,411603801764265;-1,34908163723137;-2,52059217797495;-2,70203840947456;-2,02832809836113;3,3397223054986;58,5404615263074;2,43312007153886e-11;3,38106199199347e-10;0;5
"Eef1akmt1";0,00598322186296448;0,207224259305964;1,0620194826898;1,11335706376421;2,35681924798368;4,78822998859974;58,5095517456015;2,46912459835263e-11;3,4281712907281e-10;0;2
"Tuba1c";0,666892579792757;1,12072672147704;2,4641514638625;1,02993636402786;2,59549525409831;8,5888849084821;58,4953264587683;2,48587280787711e-11;3,44848738454441e-10;0;1
"Sft2d1";-0,417199304075577;0,477637911936628;1,37311636644427;1,35615386535456;2,18649455758898;5,22826226056179;58,4871772481632;2,49551835878445e-11;3,45892425579817e-10;0;2
"Cd248";0,107384312619307;-0,851496425577299;-2,42816083182194;-1,86747745090592;-1,55136254183551;4,12404762429356;58,4645971444006;2,52244018267161e-11;3,49326890208558e-10;0;5
"AC133103.7";2,61134558450388;4,0513067390565;6,02331451602029;5,81558533949955;7,61922857639974;-1,92014672736373;58,3728572604452;2,63483438204052e-11;3,64582346581159e-10;0;1
"4933434E20Rik";0,0687445582798283;0,362198745408175;1,45422720259554;1,14669973710022;2,39640937522765;6,1639042293133;58,3424602505408;2,6731667486505e-11;3,69572671781197e-10;0;2
"Lars2";-0,616357071324177;-2,41798831639805;0,461845248980398;0,816895296961992;0,763745840250495;10,2116951202438;58,3285000867486;2,69095735351283e-11;3,71716990358128e-10;0;2
"Gpr84";0,463818130310868;1,57804630037342;3,38259147933261;0,175099260031892;4,067144954017;-0,570048122728699;58,2301311243169;2,81971270372659e-11;3,89172879515186e-10;0;1
"Lat";0,242959620630257;1,69502731093243;2,49205003430689;2,30869597584943;3,2911159719908;2,66494264077913;58,2098555017877;2,84700637703252e-11;3,92607478389425e-10;0;1
"Mrpl3";0,155842528173457;0,504849470941405;1,85056300654278;1,13985032701067;2,366279805808;6,28003745759616;58,1908121778343;2,87288131619461e-11;3,95840789974405e-10;0;1
"Cklf";0,125943239157783;0,528426065255176;1,68836738925691;1,63007308158164;2,87569568211723;3,15041599169184;58,1659287294759;2,90704554271546e-11;4,00209817113699e-10;0;2
"Prelid2";-0,049885982590275;0,579883855589149;1,62690328703192;1,28517583152039;2,354474629087;5,36664826855188;58,1601778503049;2,9149988440346e-11;4,00350124646306e-10;0;2
"Gm1140";0,117149521093963;1,83495361099675;4,98369584115474;4,01187238169824;5,73723620976041;-1,86349710926228;58,1598642874946;2,91543311628936e-11;4,00350124646306e-10;0;1
"Gm14692";0,117149521093963;1,83495361099675;4,98369584115474;4,01187238169824;5,73723620976041;-1,86349710926228;58,1598642874946;2,91543311628936e-11;4,00350124646306e-10;0;1
"Pigx";0,0646447430113487;0,26192877092029;0,856127671843974;1,00305640590877;2,36577129034195;5,24997616755733;58,1505320259433;2,92838753857376e-11;4,01790546117444e-10;0;2
"Tnfrsf9";-0,328271617391112;1,03564912069087;2,74069239182499;2,19979991339457;3,38116594210324;1,40367895204578;58,1378007722384;2,94615292071693e-11;4,03888079122674e-10;0;1
"Fmo5";-0,163512894728683;-0,610947201199333;-3,0044721785129;-1,33118562686952;-1,29098136215361;4,35135112842051;58,1303334072838;2,95662300558984e-11;4,04982815051381e-10;0;3
"Peli2";0,0322360777114542;-0,986770913217343;-2,73412742935186;-1,52702842357036;-1,43846595790485;4,19067219543077;58,1025055240024;2,99596897613735e-11;4,10027660042307e-10;0;3
"Gm21762";-3,90728674606794;2,38923395693192;3,75803436930472;2,63831492585128;3,96643276594394;-1,1076465547095;58,0892758336956;3,01485736650367e-11;4,12266569412834e-10;0;1
"Rab5if";0,196394161910897;0,453053743982028;1,75980219586485;1,20537996613366;2,46173139295357;7,49951712545627;58,0097590728783;3,13091628833421e-11;4,27778168481539e-10;0;2
"Fam20c";0,226442653629527;-1,25086661700893;-2,78323434531524;-2,07980025805869;-1,85011102218917;2,87206850036575;57,9217373404459;3,26459586222105e-11;4,45669284373561e-10;0;5
"Trgc1";0,210738526054087;0,529176007004177;1,46869848897572;1,33288551135788;3,29116139978464;2,03852789511709;57,9187073047848;3,26929767623237e-11;4,45937674666006e-10;0;2
"Gm12481";0,084082902779983;0,586166918718211;1,12845291118096;1,20993702741319;2,58556876876748;4,03756054893166;57,9103265700465;3,28233759195241e-11;4,47341996227628e-10;0;2
"Dut";0,202276137654037;0,538503001396247;1,70797184464686;1,5494465433646;2,41351690274452;5,34647868319246;57,8986244477276;3,30063228398454e-11;4,49459534076425e-10;0;2
"Clec2m";1,02580872744848;2,57143566419112;3,6424766109911;3,29356629484787;4,98498980131084;-0,0818578058011455;57,7748210578917;3,50052837261822e-11;4,76282241015668e-10;0;1
"Gm49378";1,2956186752022;1,42436681516883;-2,35887780177172;-0,868882602558924;-6,56865970145329;-0,957606441275033;57,7616017608225;3,52257405480803e-11;4,78882044148215e-10;0;4
"Gemin7";-0,216305600033069;0,131243310937615;0,960974948688981;1,20421061138931;2,21449606385227;5,54450037218414;57,7035361939745;3,62106230479189e-11;4,91860963067565e-10;0;2
"Col1a2";0,170281412753838;-0,883036880181928;-1,72229731960375;-2,2216151299874;-1,78225284725648;7,88788206047964;57,6524968877722;3,70990003691765e-11;5,03508497933036e-10;0;5
"Rbx1";-0,0815192027688212;0,180865386156337;1,238541484185;1,06173158339563;2,29499308942294;6,58462353424879;57,6246944434239;3,75920413202395e-11;5,09775601930037e-10;0;2
"Ube2d-ps";-0,0185361981542672;-0,0532438506840256;1,02047248525832;0,999229126416677;2,30416700728919;4,23316642315643;57,6128420187888;3,78042123038251e-11;5,12226650500706e-10;0;2
"Ptgs2";-0,430900775524502;-0,383417249550936;1,40760446122806;0,188159133278169;2,10020869585377;3,49783563164732;57,6038477105918;3,79660172739896e-11;5,13991762098031e-10;0;2
"Krtap13";1,24211323414888;3,93941038753014;4,57222723534063;3,72213160109833;4,60210291414263;0,554753107652969;57,5606977403159;3,87519374140398e-11;5,24196331824771e-10;0;1
"Tyw5";0,0455188304108073;0,593887927682934;2,11963241477135;1,74438443964401;2,80780098626819;3,03366795586293;57,5387275469003;3,91583134319926e-11;5,29254153351144e-10;0;1
"Ddt";0,0104368567722796;0,442378875898496;1,07422342630756;1,16174038488658;2,40439305594821;6,13199980493861;57,4864049378584;4,01433182323333e-11;5,42117719293316e-10;0;2
"Hint1";-0,0781668938982066;-0,0278678037084392;0,722906567128007;1,05589987904376;2,35054545820535;8,84428972712272;57,4671582184413;4,05118383089412e-11;5,46384226634647e-10;0;2
"Selenos";-0,26828170672633;0,0495577670903062;1,43920785165419;0,821181025976058;2,11072384451587;6,44278475111682;57,4664070049919;4,05262901841281e-11;5,46384226634647e-10;0;2
"Rpl17-ps9";-0,307192082106538;1,10534616633188;2,65765267273609;1,66759494654986;3,85413202036692;0,297326141061093;57,4624979907184;4,06015750578836e-11;5,46946837556614e-10;0;1
"Guk1";-0,11630557173828;-0,0760536525056524;0,68728329742115;0,88786857326911;2,19648349976157;6,14222280091514;57,457506518197;4,06979102793616e-11;5,47791855948467e-10;0;2
"Myorg";-0,166132137391967;-0,867111448892577;-2,79706701879785;-1,8007177513142;-1,69862974997362;3,88361868631443;57,4287390399224;4,12575846248845e-11;5,54866855928727e-10;0;5
"Tns4";-0,494014733202783;-0,786146903334707;-2,4229771182732;-1,4485731979621;-2,36501548460577;6,91764467376395;57,4148831670556;4,15298867039276e-11;5,58068551751047e-10;0;5
"Trip13";0,846910442612595;1,45724477539814;2,90137475835495;1,83497714625806;2,50768862204622;3,94014593988558;57,3986778161389;4,18506385075625e-11;5,61915492317354e-10;0;1
"Sting1";0,2277613090942;0,64645150476609;2,40448426086535;0,415742943745973;1,22534878791414;5,36589519430394;57,3095681774341;4,36590742813316e-11;5,85714329864778e-10;0;1
"Stx19";0,924793358187442;-0,0700193219174558;0,514040752009724;1,28034964917329;3,17536155985199;1,90384959160135;57,2278315631033;4,5386376599823e-11;6,08386462645653e-10;0;2
"Pradc1";0,405678647061581;0,561355232661654;1,80096558740971;1,43398823522411;2,72421899866634;3,74957644617792;57,1581864712386;4,6911866360263e-11;6,28318341554878e-10;0;2
"Irf1";-0,189039312695119;1,76948683139679;2,42857316676981;1,8498529676226;1,29400287828779;8,14446696510589;57,1488301795128;4,71206664199293e-11;6,30596767360301e-10;0;1
"Plat";0,0631429473394468;1,5221089005886;2,1838489263283;0,68844665859043;2,16236000663768;4,53695819384625;57,1420186723763;4,72732589106557e-11;6,3211986894478e-10;0;1
"Bcorl1";0,0424980469178094;-0,995726660046593;-2,30880942676664;-2,02743248733903;-1,67957131792592;3,99286692308076;57,1272558098018;4,76056739339143e-11;6,36043020592462e-10;0;5
"Gp6";-0,0807604623130374;-2,01289430141179;-3,91806126752481;-2,39424675523363;-2,04042012569816;1,31474972115424;57,1247678961561;4,76619234947843e-11;6,36273016351339e-10;0;3
"Tppp3";0,278235444494155;-0,943928340651451;-2,45256447118572;-1,23686504104595;-1,33818425216503;6,27657968397333;57,1057867238915;4,80932606328992e-11;6,41505849685971e-10;0;3
"Tnfrsf4";-0,285112326509132;1,42273564917426;2,3636194861747;2,52506034815154;3,77034553897245;0,862867102489132;57,0945938625097;4,83494363717722e-11;6,44395595142998e-10;0;1
"Lamb1";0,0376692936930959;-0,909041703250468;-1,70244926668552;-2,37368067246782;-1,53872463220412;5,04319334315222;57,0917508326493;4,84147226144463e-11;6,44738544620486e-10;0;5
"Acer1";-0,010156544987342;-0,793791721227329;-2,9740888134781;-0,901900861265649;-1,1251330523559;4,77206008339229;57,0630793124256;4,90780624890954e-11;6,53038709038576e-10;0;3
"Dtymk";0,198811932722616;0,395935781311309;1,58720323555602;1,40015903483943;2,3932487543146;5,63304962329406;56,9961764110553;5,06614104395666e-11;6,73418697717923e-10;0;2
"Ighv1-67";0,749457914648843;2,73583603606417;3,15734484326778;4,38666530409435;3,14570698978544;0,893263347110098;56,9948914143879;5,0692315466251e-11;6,73418697717923e-10;0;1
"Gm13502";0,131859511333958;0,978086680898194;-2,11177399091485;0,834629986571172;-2,44893910060584;2,03446552458523;56,9866325036091;5,08913973942516e-11;6,75512848148454e-10;0;4
"Cdh5";0,0321511120297107;-1,08069115279929;-1,89690126619101;-2,33875515257392;-1,994208035819;3,74059334046992;56,923600845909;5,24367098720693e-11;6,95458397815077e-10;0;5
"Rasgef1a";-0,455077932430209;-0,0225619374010401;2,81365172528932;0,156158611671862;2,39518434086572;0,987859033985222;56,9065462637411;5,28628189968843e-11;7,00539796462775e-10;0;1
"Olfr753-ps1";0,147875649639039;3,05005755601677;5,28992771257305;4,17611857748608;4,0381085056426;-1,00569559240795;56,8392203950251;5,45789771514138e-11;7,22694823369655e-10;0;1
"AL627257.1";0;4,11387107984837;6,65857323805524;6,01393570039164;2,17029061537657;-2,39340589145563;56,8083291220685;5,538490783792e-11;7,32771102076376e-10;0;1
"Ms4a6c";0,253477847024461;0,793307104236126;2,09523021488933;1,25406382535676;2,40160796536298;4,47994488309088;56,8015799416305;5,55625639733079e-11;7,34525379371386e-10;0;1
"Ost4";-0,204159509826971;0,12207034733704;0,836259401360478;1,19054039237482;2,20348148660627;6,35103252771598;56,7866815275912;5,59567453877602e-11;7,39136912334272e-10;0;2
"Tgm2";-0,274379120692062;-0,569036538569754;1,69795647918648;-0,784272175841236;0,120248288795345;7,35512229762759;56,7466014540662;5,70310910870816e-11;7,52164240095567e-10;0;1
"Ddx39";0,250118665760032;1,01383293383109;2,28191285506631;1,44043763344275;2,32451298049608;6,81863488687056;56,7464468032091;5,70352761201301e-11;7,52164240095567e-10;0;1
"Abca8a";-0,227472969510099;-0,961877056785235;-3,52188993538064;-2,17555132255251;-2,06882325256035;2,38800818176587;56,7350654095282;5,73441127620544e-11;7,5562573809336e-10;0;5
"C130026I21Rik";-0,262230684950704;2,08688137967933;3,35522089094865;3,19405324212466;4,11903389808215;0,166623758048266;56,7016952160068;5,8259274765038e-11;7,67064764676994e-10;0;1
"Mgst1";0,142163242344532;0,453147586171987;1,75299972420714;1,56413943704807;2,36479396319678;7,21044177799056;56,6690571263069;5,91684578932434e-11;7,78406669620555e-10;0;1
"Tnc";-0,0356568738855051;-1,23522680073887;-1,83844262470716;-2,33112343029642;-1,55870435613644;4,53526166736052;56,6597392247956;5,94306109796703e-11;7,81224966910183e-10;0;5
"Mrpl58";-0,126122986488894;0,18499574109734;1,08414088297873;0,92573484808916;2,26535745391963;5,87280439720486;56,6108851079093;6,08241810560437e-11;7,98899396626521e-10;0;2
"Clca3b";0,896745306425018;1,77162332365204;2,97339524886645;1,07697762863321;1,93284871717218;9,07618955579558;56,6013059079249;6,11012295296706e-11;8,01892142780702e-10;0;1
"Milr1";0,203582883301487;0,422396031872432;2,11325822267164;1,36041277353647;3,06977421986014;2,35115996629779;56,5953926415314;6,12728806558349e-11;8,03497952284883e-10;0;2
"Mrps14";0,169831240143968;0,347044382535432;1,31045255562231;1,01475294495872;2,40679547983576;6,10900411694213;56,5786542471135;6,17613788955074e-11;8,09252794209623e-10;0;2
"Atp5j";-0,117351867346304;0,381834632701954;1,09029520388828;1,42025428678982;2,37262256525153;7,92982262559195;56,5293122081144;6,32241256207151e-11;8,27753612544303e-10;0;2
"Myh14";-0,510612853524622;-0,821638216074025;-2,15553404151598;-2,15477622295463;-2,32504854706548;8,37896449935788;56,4302009305986;6,62675853499859e-11;8,66903403856156e-10;0;5
"Atp1a2";-0,249503371898334;-1,31417105605865;-2,71262750105415;-2,59037250597557;-2,33000541390999;2,68676755826309;56,3748667605029;6,80299181242518e-11;8,89244318705136e-10;0;5
"Skp1a";0,191709524203064;0,501074298554508;1,43362401364528;1,06978115547689;2,58053053860066;8,85228397768093;56,3173959285356;6,99098359041114e-11;9,1308519650402e-10;0;2
"H2-M3";-0,101294625957725;0,837472521564076;1,97715646903919;1,71312672605863;2,27267115151512;4,18324771198229;56,0974855034041;7,75945955334827e-11;1,01264364066915e-09;0;1
"Lap3";-0,117775149788743;1,44745526065662;2,48134924836406;1,38214794736189;1,13985489920473;7,39115277355146;56,0597550061838;7,89953609529602e-11;1,0300995068266e-09;0;1
"Noxo1";-0,198632789425863;0,812359091720542;1,45005411421927;1,33866356844952;2,35714110412813;6,90811984543992;55,994255314026;8,14872685944054e-11;1,0617445868016e-09;0;2
"Ndufc1";0,145683582789218;0,430004879023205;1,19264817176379;1,18215917479934;2,42090878829403;6,12054594950043;55,9916271585634;8,15888764087991e-11;1,062219397335e-09;0;2
"Fbxo32";0,233741023903495;-0,369983176700681;-2,30447805368232;-1,15248393529745;-1,65312645449322;5,95255000468441;55,9868124723518;8,17753463829648e-11;1,0637974030665e-09;0;5
"Chrm1";-0,288002724462071;-1,81674694913524;-3,55421767186107;-2,25328055800734;-1,87351136740607;2,21019837780721;55,9724390979367;8,23345527181851e-11;1,0702178702603e-09;0;3
"Jagn1";0,188559389311268;0,494758516624252;1,68218324469107;1,29586382959954;2,37163238871168;5,3462470327092;55,9652302810917;8,26164522649681e-11;1,07302643180795e-09;0;2
"Dcstamp";0,231697569781897;-0,966955991137384;0,971453251604947;-0,820883608023636;3,29898161342745;-0,854118518797254;55,8765127786228;8,61656310016691e-11;1,1182323131586e-09;0;2
"Pdzd7";-0,619644101918183;-0,661583600151952;-3,6014342391719;-0,358632805347711;-1,86261286811109;3,08947380931341;55,8365032995534;8,78156245312888e-11;1,13873880657121e-09;0;3
"Hmgb2";0,31595039958781;1,13509588148424;1,87262836906889;1,88852462952536;2,56893834276564;7,21930613547472;55,8171839856378;8,86236063017264e-11;1,14830268896513e-09;0;2
"Cobl";-0,199178473463976;-0,654502786752369;-2,2699850699541;-1,75579429452344;-1,90201765658729;5,67118466137647;55,7971999613381;8,94671952245295e-11;1,15831237661623e-09;0;5
"Atf3";0,512481258148039;1,71592366657456;2,34071310006442;1,8405088990009;2,5481820219631;6,22752714247422;55,7612610912958;9,10045043908591e-11;1,17728049331032e-09;0;1
"Cd7";0,234205351795187;2,01376846595904;2,25522052552162;2,18152962945145;2,73718496030136;3,63345042083959;55,7572059689878;9,11796117141883e-11;1,1786103655363e-09;0;1
"Itih5l-ps";-0,644270508669869;-2,92944053041243;-7,01416113573612;-4,40147869584812;-4,1650956837508;-2,08921916492027;55,6979528499659;9,37769551052417e-11;1,21122374660494e-09;0;3
"Gstp3";-0,48054780199511;1,4262300150569;1,61973900235254;1,46460164936203;2,87199685318224;2,79650591865118;55,6880141218629;9,42197912295758e-11;1,21597988681084e-09;0;2
"Tat";-0,14636578977141;0,536018873355799;2,10936325738106;0,891889021936297;1,84911895277756;5,09727764054709;55,6675405366472;9,51386134948676e-11;1,22686661389742e-09;0;1
"Ndufs5";-0,0711018662370724;0,32834427570766;0,939447780555541;1,19518324264032;2,29998611551214;6,19074484583745;55,6333476156405;9,66931191294497e-11;1,24592714767591e-09;0;2
"Bche";0,198340038709371;-0,737132763825843;-2,41663575610445;-1,64934455464674;-1,10412828667584;4,62908719154928;55,5875825791528;9,88134655087851e-11;1,27224288135324e-09;0;3
"Ufm1";0,157053650552392;0,600429669373747;1,83253600441722;1,09623895151244;2,36692237488791;7,03153307092596;55,5369256958916;1,01214604173552e-10;1,30212947752873e-09;0;1
"Maip1";-0,00607672674536969;0,402718588076647;1,43711081652899;1,06511244396919;2,31699635138875;4,80017214051832;55,4638521926951;1,04781233831457e-10;1,34695119199743e-09;0;2
"Cyp2c69";-0,0395749252392882;-1,60658759036608;-5,45731495716264;-0,222137635828156;0,102612278172556;0,945202053212234;55,4553308854894;1,0520523108154e-10;1,35133590750914e-09;0;3
"Tmem192";0,00173748780284478;0,464964444895744;1,38766716679462;1,02135814951962;2,32986430742474;5,18789221778652;55,2744805647277;1,14618825479916e-10;1,47109201206507e-09;0;2
"Hmbs";0,0293086844272827;0,595457742739311;1,77457048102217;1,34859194762725;2,2969410603642;5,88091189713764;55,2557045354111;1,15643080198502e-10;1,4830701866527e-09;0;1
"Hax1";-0,258010805404327;0,161380025264446;1,31047306797002;1,06776604987816;2,1269985757168;5,33187376573187;55,2301148236855;1,17053752849621e-10;1,49998126686228e-09;0;2
"Smim31";0,298957096645779;0,753760137778754;2,05792206077386;1,38664422938543;2,41187123030658;7,29097955472596;55,1843427609486;1,19619975071734e-10;1,53166189604812e-09;0;1
"Apol9a";-2,4042464457258;0,0954997864591588;0,887868088175647;0,881055181281881;-0,672810337826513;3,42341802353659;55,1429086294548;1,21991370970191e-10;1,56080011523871e-09;0;4
"Ifit1";-2,42579303911397;-1,52677735064139;-0,965612294851998;-1,65927924807915;-2,31678040789021;5,69935742329845;55,1355260954087;1,22418792571788e-10;1,56504025013345e-09;0;4
"Coa4";-0,215091344553307;0,34207680839634;0,38104482094843;1,08059154716804;2,17462372252835;4,86508539647844;55,1139527132293;1,23676395908478e-10;1,57987872516316e-09;0;2
"Cyp2d34-ps";1,02696166578031;2,39257032672169;3,04589761967936;4,75956495939343;2,95938865636483;-0,0143626832488304;55,1080899620525;1,24020382783556e-10;1,58303229394828e-09;0;1
"Cip2a";1,03778276032715;1,89769161467286;2,85949748300063;1,89677526228882;2,29491696343767;5,19359679927893;55,0879656057648;1,25208424822707e-10;1,59611899410787e-09;0;1
"Ifit3b";-1,99573866830121;0,446527814233428;0,548976660286148;0,654194939816247;-1,23012275059838;4,07424477858494;55,0874083377771;1,25241484261593e-10;1,59611899410787e-09;0;4
"Znhit1";-0,0312153872181032;0,349838709518378;1,20703612011326;1,03876616279613;2,30477805596464;5,56907425212939;55,0842662931264;1,25428046415667e-10;1,59724777857451e-09;0;2
"D130040H23Rik";0,0597093544656979;0,963317352673666;2,68382369020278;2,35367781587912;3,22952877003778;1,80898298096759;55,0592092056186;1,2692579596866e-10;1,61505891825852e-09;0;1
"Nsmce1";-0,160301691799939;0,145850836682332;1,12429353257952;0,853526424713994;2,18753447478362;5,26995797037271;54,9765381092717;1,31995076436062e-10;1,67825253190937e-09;0;2
"Fam92a";0,412142269030517;0,429861802345872;1,56702967129914;1,06590990368738;2,48942200538603;4,35570064940773;54,9701341867089;1,32396086173406e-10;1,682039130652e-09;0;2
