"";"logFC.6w";"logFC.8w";"logFC.10w";"logFC.12w";"logFC.14w";"logCPM";"LR";"PValue";"FDR";"logFC.WT";"module"
"Cebpa";-0,0103559186798162;-0,145476466554833;-0,248581162195365;-0,276381521265183;-0,354716750203787;5,87858477752429;1,32882493971964;0,931937851333136;0,977479697611363;0;NA
"Lonrf1";0,259891720283235;0,0426544341054442;0,138484881740446;-0,0495454167082981;-0,26765506665903;2,92309321264721;1,32881542630955;0,931938848515792;0,977479697611363;0;NA
"Fli1";0,0970191341406974;0,119641227970885;0,211597488371761;0,356438698930443;0,45666892563981;3,1411015567929;1,32843980960527;0,931978215377987;0,977479697611363;0;NA
"Cntn4";0,13498007197685;-0,187026802591533;0,458899347145828;-0,11550697241579;0,0197386436380656;0,381363840001098;1,32752332918971;0,932074228928683;0,977479697611363;0;NA
"Gramd1c";0,212288237781182;0,328982518136147;0,434631360944772;0,26763683750352;0,537914682252747;2,59330597272879;1,32703627413171;0,932125231896515;0,977479697611363;0;NA
"Hsd3b7";-0,143635317120276;-0,254590109345104;-0,25690844534076;0,0322445254250817;0,083432645594095;4,30959641710699;1,32617590044161;0,93221528943106;0,977479697611363;0;NA
"Snx4";-0,0190441288689872;0,218087198328366;0,197094786352574;-0,0751245005676833;0,268945505020008;6,07236656881253;1,32614258446228;0,93221877571768;0,977479697611363;0;NA
"Snx9";-0,0813756090075643;0,114875420922413;0,142760621409406;-0,263521886304667;0,0102793276416622;6,41988918912362;1,32509358791844;0,932328508446817;0,977479697611363;0;NA
"Cables2";0,220720264717181;0,150252574591775;-0,0753856458656102;-0,0142287411820386;-0,180636451259329;4,51471570596051;1,32439357027457;0,932401694969875;0,977479697611363;0;NA
"Enox2";0,028149925259962;0,110283984445558;0,133695137089093;0,0635611209235103;0,398996674944095;4,55787730658115;1,32403794728327;0,932438862779682;0,977479697611363;0;NA
"Slc27a3";-0,105039152176804;-0,472605115016406;-0,369288858396389;-0,149993862876669;-0,570612139297434;0,817864659845936;1,3239919474423;0,932443669825711;0,977479697611363;0;NA
"Jakmip2";-0,0895385476008372;0,128046421884655;-0,238610293433158;-0,612864166037576;0,0314918042262681;-0,672393873412391;1,32333348389575;0,932512464820442;0,977488950261943;0;NA
"Rspo1";0,717167315485954;0,140401023544193;0,172994110642933;0,196415437746123;0,30006701707231;-0,648029014728675;1,32079349908972;0,932777568591634;0,977703965535569;0;NA
"Rmdn2";-0,0330293534110447;-0,271318524611425;0,0294972814682116;-0,234468109764171;0,300827239446039;1,62909703470781;1,32020510760388;0,932838919312815;0,97770540025713;0;NA
"Ppp1r7";0,0146569831420437;0,0740351833630999;0,120206769937673;-0,252509436030512;-0,176192923490715;5,54587380783375;1,31910544674077;0,932953517781828;0,977705533916286;0;NA
"Rhoq";0,129916052247387;-0,0362632191615381;-0,243706386598909;-0,238752692316134;-0,0557229067426731;5,237768221511;1,31848120954962;0,933018535425656;0,977705533916286;0;NA
"Taf5l";-0,0542327225986271;0,154876851184835;0,332216742285838;0,149329160454935;0,00124261924097986;5,43238187574915;1,31847681891426;0,933018992642198;0,977705533916286;0;NA
"Plekhh3";-0,359445241453911;-0,0435446158292353;-0,11319435042117;0,0681801114725238;-0,145012100897674;4,46295597726767;1,31659327573185;0,93321501631749;0,977830821300137;0;NA
"Macroh2a1";0,00481569568290132;0,0533489395798438;0,260490460298045;-0,0800458463201975;-0,16726717498774;6,61442197838491;1,31587352490777;0,933289859782716;0,977830821300137;0;NA
"St13";0,0105634933004162;-0,113091916630385;0,106731805984881;-0,323114556793641;-0,100760748396218;6,89488381842248;1,31559779434046;0,933318522563652;0,977830821300137;0;NA
"Zfp202";-0,371449009604616;-0,00536697785178729;-0,0693398597462543;0,122094251145917;0,300964758380402;0,97824622167716;1,313836729792;0,933501469601321;0,977959634584584;0;NA
"Bcat2";-0,0637889571712608;-0,0907329763790485;-0,337773049466531;0,102092005543716;-0,0529245275966929;5,21952957241421;1,31013747868884;0,933885090695207;0,978298648993051;0;NA
"Cyb561";-0,139403693063221;-0,126105847134911;0,0697553352745699;-0,330792622241117;-0,222428117239158;6,53275279396911;1,3090368687322;0,933999050216477;0,978300425856105;0;NA
"Nap1l4";-0,067217235284079;0,109167828747386;0,298658820507993;0,0255787079197277;-0,0921482362909347;6,33478550565334;1,30896176417524;0,934006823752927;0,978300425856105;0;NA
"Aph1c";0,30100539186845;-0,125683812489426;-0,186141911555312;0,0206291881809097;0,297885835249859;1,56397268891358;1,30525729147822;0,934389778835989;0,978638655466595;0;NA
"Smim13";0,0405462509586874;-0,0303706908360962;0,0642790230651441;0,11884567580949;0,374463682740471;4,17988192517789;1,30454458746085;0,934463350180141;0,978652827546665;0;NA
"5730455P16Rik";-0,160642111950007;-0,168595142147281;-0,499186890927415;-0,190805062860095;-0,279779998201444;3,451518095518;1,3038760766192;0,934532328568265;0,978662187964197;0;NA
"Glod4";-0,0889333617024433;-0,182478113348306;-0,344868691376962;-0,159100162121255;0,0628276844158543;5,52615295433427;1,3025246646653;0,934671678570306;0,978745237099832;0;NA
"Stam";0,310008594198088;0,19792875323812;0,35594859199012;0,0604369472481517;0,2961904085864;5,55129220217822;1,30148686870882;0,934778606997311;0,978765362595131;0;NA
"Bri3bp";-0,276871755669288;-0,334968102165221;-0,0698913640637244;-0,0890553226032383;-0,317560239663893;4,67546483528119;1,30088738880505;0,934840340920891;0,978765362595131;0;NA
"Tspear";-0,139062410107107;0,368092915974243;-0,0247559583929615;0,412164720904626;0,433883353699733;-0,648966538472992;1,30058920469507;0,934871038665251;0,978765362595131;0;NA
"Acad8";-0,21916060607534;-0,141231393348613;-0,422318172165314;-0,0738653028907047;-0,196609676664675;5,02432240390389;1,29948401914966;0,934984764205466;0,978803101490848;0;NA
"Txnrd2";-0,286668308558127;-0,120016298615763;-0,476178940196429;-0,0369584875967927;-0,385303953367835;2,13174209881069;1,29907158215245;0,935027183638895;0,978803101490848;0;NA
"Zfp28";-0,269641087990708;-0,449964385335786;-0,669522089504778;-0,127882981396504;-0,306827066916532;0,21898804312126;1,29797609254795;0,935139799894417;0,978858126013293;0;NA
"Clpx";-0,0493611634955026;0,256278251574684;0,261789330179933;0,0164400405891336;-0,0216107673763231;5,64699339716613;1,2943720872926;0,93550972047555;0,979166261680792;0;NA
"Adal";0,222234103282997;0,126520046189567;0,360406940496215;0,294892926196347;0,429654238413258;3,73736750623244;1,29393702595894;0,935554316528629;0,979166261680792;0;NA
"Mex3b";-0,126941497584928;-0,159488833186113;-0,632975100121335;-0,341028532159129;-0,215463057233028;1,10895991197608;1,29269667882056;0,935681388353265;0,979236380748522;0;NA
"Tbc1d13";-0,0863386838014397;-0,124241712457736;-0,390667075729122;-0,203624405060085;-0,303498975975189;5,77936007886992;1,29159682745918;0,935793979555452;0,97929133710541;0;NA
"Cul3";0,280484084032782;0,155422737347665;0,169610015516624;-0,127756413317519;0,0450276876418201;6,52079248116423;1,2884634156212;0,936114296197984;0,979563653336788;0;NA
"Trpt1";-0,153149106005838;-0,0374347568987439;-0,0208506920276566;0,109178431188498;0,387639140106196;2,27097066099069;1,2866498575336;0,936299385106936;0,979694439417323;0;NA
"Ranbp6";0,188836846366828;-0,0740883362496601;0,158022936676323;0,164443082346191;-0,185787776546691;3,97622430037603;1,28531893508147;0,936435074885196;0,979752875625061;0;NA
"Spdef";0,219451633030764;0,256321951642862;0,25915055147623;0,0767927544133059;0,403315624469286;4,8012869173631;1,28492270463723;0,936475447990089;0,979752875625061;0;NA
"Otulin";-0,0951772824447139;0,275921212065636;0,232368960297484;0,0903147452856347;0,227520744894563;4,21615423588458;1,28394105302239;0,936575425418928;0,979794585349369;0;NA
"Stra6l";-0,0356758457925716;-0,223845657374255;-0,498665655190173;-0,342296766947717;-0,359335682702904;1,97647908015576;1,28044411527576;0,936931041931392;0,980005410385855;0;NA
"Wdr37";-0,298427610936683;-0,258113798053834;-0,177972845847797;-0,257888728218132;-0,434614229549072;4,54040920470308;1,2802855389201;0,93694714839356;0,980005410385855;0;NA
"Dusp7";0,0673797568061406;-0,301036051170858;-0,080215361132818;-0,3834745309766;-0,238152354277187;2,73835722855055;1,28018538588298;0,936957319966452;0,980005410385855;0;NA
"Shisa5";-0,231019590883098;-0,0792964807867575;0,00309290884493052;-0,148678206617646;-0,384062347992352;7,8493484819514;1,27905392777867;0,937072183653889;0,98006266240349;0;NA
"Cab39";0,203071197105386;0,337650575800618;0,364060145713089;0,0465438203231543;0,162492264471147;7,89467382002719;1,27703265933732;0,937277161792794;0,980139773810986;0;NA
"Rtn4ip1";-0,00696911695623282;0,0782758695304943;0,0876202329562723;-0,0769523305895038;-0,33020128143983;4,01515484956603;1,27661420539516;0,937319562593126;0,980139773810986;0;NA
"Abcd4";-0,272296323521343;-0,111604909301494;-0,427854802876569;-0,146472257352666;-0,338532007974844;3,61324304150571;1,27646896614494;0,937334276492338;0,980139773810986;0;NA
"Elf2";0,188808429862771;0,00669007032101344;-0,149284136534705;-0,0733520615424051;-0,216401159697132;5,51366393085879;1,27550585771366;0,937431810580245;0,980139773810986;0;NA
"Uvrag";0,0207039522805493;0,202688011462916;0,152679239102045;-0,0110748319009772;-0,208965976005083;4,69471369980663;1,27536007045853;0,937446568939465;0,980139773810986;0;NA
"Arf6";-0,135886128167976;0,0750508814104434;0,012947171203291;-0,129067266203318;-0,335237414888025;7,52305688523484;1,27391024655499;0,937593258558811;0,980230268392574;0;NA
"Mmachc";0,252837880468461;-0,1262428185881;0,00972886597145013;-0,190420354722736;0,0989726625874382;3,55540913280777;1,27141472004706;0,937845412442608;0,980431004541721;0;NA
"Usp3";-0,00703685644582519;0,114545264502053;-0,0847770886299387;0,159101724457689;0,308328552717314;6,04654111230002;1,26952044578783;0,938036529077747;0,980567910214024;0;NA
"Dele1";-0,161109443770912;-0,0798291500228674;-0,201493799659504;-0,125951365692591;-0,423316256918852;5,0278024792802;1,26848332591403;0,938141061472898;0,980607030426343;0;NA
"Ppp1r18";-0,167174976792713;-0,231166404233322;-0,184570576013146;0,00044231627423576;0,139882653281677;4,60620312951367;1,26795511117551;0,938194272361891;0,980607030426343;0;NA
"Actr1b";-0,22718570411617;-0,249976947925748;-0,342970083331035;-0,271313172692251;-0,419885948524969;6,93834210305008;1,26732596238092;0,938257626021891;0,980610368309619;0;NA
"Rnaseh2a";-0,143958692499018;-0,0536246239939695;0,0918873563337964;0,0361725499865764;0,277706230463657;4,3595590958654;1,26466048587171;0,938525730301661;0,980827685062324;0;NA
"Evi5";0,111249497986551;-0,039321980188213;0,00595018174801596;-0,226755526219774;-0,250483716051071;5,119310771992;1,26271400373357;0,938721205834692;0,980969076490927;0;NA
"Isoc2a";-0,0195654729363312;-0,319222795841884;-0,360379687765375;-0,0425245982469869;-0,0847912378950186;3,59307097789572;1,26056579118685;0,938936636498513;0,981131301681246;0;NA
"Tbc1d20";0,0589870380342351;0,281811096146476;0,270677315236262;0,145251899515978;-0,06410296608206;6,54158438169876;1,25953190518113;0,939040204691914;0,981176624133218;0;NA
"Zdhhc18";0,118382950544283;0,0327656294054655;-0,0108328665310826;0,122333159043693;-0,270840155335873;5,3457526851302;1,25886577093785;0,939106894656194;0,981183410223445;0;NA
"Kbtbd2";0,0654900251775796;0,114678483806137;-0,017591191976638;-0,251696328402681;-0,179916108945538;5,17104199084082;1,25793161036052;0,939200366309017;0,9812180090089;0;NA
"Klrg2";-0,142243955495462;-0,786856268555219;-0,156542192705184;-0,120442454789388;-0,363341931453046;-1,49453342635117;1,25726382564144;0,939267147478537;0,9812180090089;0;NA
"Adh5";-0,114989115392527;-0,323599132777999;-0,0572795810598234;-0,350976131473236;-0,180977065510015;5,65639074784169;1,25672907925521;0,939320601998458;0,9812180090089;0;NA
"Smurf2";0,179781186826484;0,04946577567287;-0,00094656842769576;-0,0727369870068746;-0,252268449316566;5,82976922467379;1,25468570713575;0,939524679683908;0,981368297266754;0;NA
"Tm4sf5";-0,0144104791214514;0,121254169831132;-0,362554795467571;0,311980037830613;0,0442218987607616;0,823888486108699;1,25089207305849;0,939902792428362;0,981683147837785;0;NA
"Nans";-0,12457488069211;-0,054621573276176;-0,150440989072982;-0,0518067173621936;0,258504906130636;8,73866831443859;1,25043363663272;0,939948417159255;0,981683147837785;0;NA
"Slc35f2";-0,129989015402202;0,00494222795221892;-0,305704119056949;-0,00143385430351169;-0,325263675334796;3,73416914806632;1,24932281366831;0,940058908335015;0,981683147837785;0;NA
"Zfp57";-0,105441536068798;-0,225627209662328;-0,382883045373238;0,287693239427915;0,172734837742439;-0,524353788999624;1,24924133475341;0,940067009484662;0,981683147837785;0;NA
"Zmym1";0,376405287973281;0,0815622071178432;0,443295905045276;0,317127092446585;0,248616433467177;2,95386331266598;1,24681838825758;0,940307702678252;0,981858069722819;0;NA
"Slc37a4";-0,17324658420927;-0,220312932788814;-0,142000648889582;-0,0670900379209011;0,162826033550065;5,02722644141058;1,24634189024619;0,940354989352327;0,981858069722819;0;NA
"Cdc14b";0,106337791697991;-0,307954141075442;0,166459421968352;-0,11039053115517;-0,00313414098279431;3,14538091494348;1,24428391450238;0,940559036485515;0,982008217698814;0;NA
"Hyal2";-0,254533640215444;-0,341715777921426;-0,303837956087245;-0,109020689148073;-0,0601648436436821;5,05216207540096;1,24175264010132;0,940809604866006;0,98219395101043;0;NA
"Havcr2";0,357366931207407;0,450073673187534;0,294136885421425;0,040984838875777;0,454395832745891;1,77197546602811;1,24126883868054;0,940857444851341;0,98219395101043;0;NA
"Idh3b";-0,380046217662204;-0,156404922106298;-0,0529359412248424;0,0165574751378209;-0,0845868586773488;7,34268997805599;1,23995350907922;0,940987426376773;0,98226673390595;0;NA
"Stard7";-0,058585052353083;0,0290760500605649;0,338271759663547;0,0576415021005451;0,0339644333328644;6,78029476154942;1,23929021092462;0,941052927835047;0,98227220310651;0;NA
"Psen2";-0,130018215662833;-0,337734682198091;-0,236210810969569;-0,369577490372734;-0,368326875647776;3,82646162975696;1,23759163267991;0,941220523683142;0,982384231032543;0;NA
"Cyb5b";0,0303738797864566;0,260027349284542;0,197521993021454;0,0716454983871748;-0,154134080083802;8,31525174382884;1,23637593973802;0,941340349690347;0,982446388779143;0;NA
"Mapre1";0,130175563485517;0,0401379222935586;0,213666767364025;-0,214724974924971;0,0125851099727988;7,45283957234344;1,23115410607849;0,941853862901464;0,982878395654061;0;NA
"BC005537";0,0516082547813559;-0,124883797078201;-0,206271162799091;-0,335972812467673;-0,208645536596473;7,62822838056802;1,23093997213132;0,941874879761744;0,982878395654061;0;NA
"Sirpa";0,0136407803558138;0,0313125075282237;-0,102387824801093;-0,334425924428754;0,0278420991712504;5,069884493195;1,22959846180273;0,942006472973449;0,982919033318606;0;NA
"Mipol1";-0,0225589194753702;-0,126531097589721;-0,0627692548715174;-0,0233281151792202;0,414047706075036;1,70273353156935;1,22931333469946;0,942034425675047;0,982919033318606;0;NA
"Tnfaip1";0,120284529762639;0,233968719741067;0,137301000131438;-0,086447875312801;-0,129038818617684;6,69405042229375;1,22754478648258;0,94220767870182;0,983036879142269;0;NA
"Grik2";-0,289870693961362;-0,172579890491489;-0,533235854614679;-0,0759258103435257;-0,605385916939219;-0,440561276422186;1,22642153066273;0,942317601904335;0,983088639979561;0;NA
"Ei24";-0,0618795146753042;-0,054272029299049;0,0480152677707561;0,112477365881161;0,309220179698517;6,75373044135126;1,22445247330992;0,942510080909096;0,983226516404369;0;NA
"Ddhd2";0,196947213696624;0,0127572783025318;-0,151147158360172;-0,136793418896344;-0,285272284509036;3,03903576269285;1,22315022043424;0,942637227706615;0,983235219294085;0;NA
"Yju2";-0,384869871225213;0,0903659282366936;-0,0663408025675514;-0,0862199132641212;0,110943769870203;2,67254399913283;1,22313138582654;0,942639065761268;0,983235219294085;0;NA
"Polr3c";-0,147151301890074;0,234273148380237;0,170873915978205;0,0578715573074253;0,17359964568342;5,65365097512616;1,22054691827942;0,942891043336299;0,983435116865989;0;NA
"Fbxo3";0,0548520430646315;0,112146799411391;0,238050644866087;0,195323019961084;0,384561209927808;6,10999754299724;1,21644143469906;0,943290339855041;0,983499989551158;0;NA
"Mbtd1";0,105531047548389;0,340480364046929;0,0244098520976438;0,124860625165365;-0,0468180600251655;4,72687315122642;1,21611480965674;0,943322055693206;0,983499989551158;0;NA
"Zfp653";-0,129561743675922;0,00267993943866917;-0,146742017077212;0,33939827292565;0,190513108820906;1,96935835772056;1,21595332541739;0,943337733276735;0,983499989551158;0;NA
"Syngr2";0,0103864296683666;0,0893809516615069;0,328671048260251;0,0189439809582081;0,263360849032791;7,75101644928346;1,21571952591179;0,943360428246026;0,983499989551158;0;NA
"Tgfa";0,00997356593707703;-0,0642747523010494;0,0157398530635221;-0,282425405053287;-0,269448022950084;5,01828034242365;1,21505870574997;0,943424553147866;0,983499989551158;0;NA
"Zfp963";-0,246349598229674;-0,131710967362601;-0,396255657096262;0,0067682644865912;0,168611530064322;1,57946986095274;1,21474597476882;0,943454889201214;0,983499989551158;0;NA
"Gm13033";0,339083091167349;0,330569592281256;-0,358796872905327;0,0927327342096185;0,0441811027886983;-0,919062888430617;1,21452496193304;0,943476324053995;0,983499989551158;0;NA
"Rhou";0,297329756145887;0,232537124787828;0,262398889084005;-0,0317448797490914;0,128058836908084;5,28231647516393;1,21422173876477;0,943505726381514;0,983499989551158;0;NA
"Tmem175";-0,0159583795632841;-0,239781053382658;-0,245724523119513;-0,368252436406747;-0,192910026931433;4,19004376537523;1,21326797973454;0,943598165804089;0,983499989551158;0;NA
"Efcab14";0,172739793332076;0,124048958364307;0,170046175337073;-0,0888163489227711;-0,156492588729294;5,79708336376864;1,2129632886346;0,943627683140546;0,983499989551158;0;NA
"St6galnac6";0,0925201180479627;0,313758440435587;-0,0654557237834439;0,152833262272211;-0,0670911191417222;9,06605306207269;1,21242825035986;0,943679499621244;0,983499989551158;0;NA
"Ncbp3";0,187882237828033;0,323893888503842;0,205770942757711;0,143714993328656;-0,053540938980844;4,93731868584749;1,21197582842265;0,943723299070689;0,983499989551158;0;NA
"Atrip";-0,234302151579411;-0,185868550396007;-0,263997980374478;-0,143952378216487;-0,497120346368595;3,24975425425582;1,21170559712324;0,943749453479098;0,983499989551158;0;NA
"Tmem120b";-0,0345569587214453;-0,0747529638690559;-0,0819533304452428;0,366936999499335;0,340835518765624;0,947660059315898;1,2109292367484;0,943824564709215;0,983499989551158;0;NA
"Mospd3";0,101168787137315;0,222933639016574;-0,0458737198662335;-0,169849178624096;0,120124565902123;5,27486178748713;1,21058036952059;0,943858302855752;0,983499989551158;0;NA
"Gla";0,0254149308035692;0,0813305072144136;-0,0796804435625393;0,217374918641117;0,303722368334408;4,14851851621216;1,20849660509445;0,944059637719855;0,983646899439634;0;NA
"Fn3krp";0,150013701791011;0,213348781776721;-0,243490882404416;0,0224883813321817;-0,180204243759695;2,52049858325217;1,20743787839734;0,944161813661246;0,98369048019676;0;NA
"Fbxl6";-0,191024302377168;-0,102016350987478;-0,0196876565316895;0,233334820071633;-0,116344813847829;3,81794406775996;1,20621369050617;0,94427985791716;0,983750586990267;0;NA
"Slc16a5";-0,0699939283537815;0,120637230942162;0,0726443751486732;0,150224054875968;-0,225697768313742;5,1969349750408;1,20466816033023;0,944428734710578;0,983842805380099;0;NA
"Glce";0,288171391484105;0,344904443449909;0,322688175800384;0,120570847954174;0,114594670495308;4,77870128744465;1,20402407140789;0,944490727499619;0,983844507812104;0;NA
"Nprl3";0,0478325132269946;0,230541502716285;0,23801975669425;0,107823936630198;-0,188549671563286;3,41559941884037;1,20249049884711;0,944638212166024;0,983872853153096;0;NA
"Adora2a";-0,172911142741105;0,0909489497102711;0,142090948209303;0,431208191687884;0,215638397970599;1,27362845966846;1,20248584343953;0,944638659622451;0,983872853153096;0;NA
"Brf2";0,0321318519656196;-0,020100345653193;0,144532356542162;-0,0912013261373425;0,344445757067985;3,41933642766479;1,20146216883605;0,944737012711667;0,983912421391615;0;NA
"Kif2a";0,115791465932351;0,136509111984251;0,0466379242199963;-0,200788485489781;-0,149588704414611;5,48143918453479;1,1981618609082;0,945053588079788;0,984082968791836;0;NA
"Parp16";-0,331941278264107;0,000707094508492524;-0,244596189341417;0,0197922214227811;-0,245428750679456;3,4574339954611;1,1979091708277;0,94507779454842;0,984082968791836;0;NA
"Mat2a";-0,131848771809047;-0,147526403297395;0,179849477461277;0,140518354730047;-0,0686470618880538;6,59623796485222;1,19786642253685;0,945081889169779;0,984082968791836;0;NA
"Gnai2";-0,101921381721681;-0,0899773649616702;-0,288992969538587;-0,372643131634778;-0,288555760660082;8,62602182896532;1,1955779114;0,945300900651028;0,984219833504541;0;NA
"Stard3";-0,185839691290189;0,0447300700308442;-0,172070224274603;0,10199668198968;-0,221808598406907;5,36257789464902;1,19523073224131;0,94533409284338;0,984219833504541;0;NA
"Zscan21";-0,0926407377020631;-0,0987861939371757;-0,0240293758103536;0,0666284188693948;-0,381473997261489;3,62984073208733;1,19355681106091;0,945494006581085;0,984262640616509;0;NA
"Hdac10";-0,0924493955081819;-0,45887431476657;-0,127659103077013;-0,142014086227847;-0,287596698344296;3,23578910462729;1,19327855776095;0,945520569174831;0,984262640616509;0;NA
"Lypla2";-0,343032158040392;-0,201753102551541;-0,364910495338105;-0,228598287234629;-0,116546259078698;6,2742250953811;1,19290352872587;0,945556361313737;0,984262640616509;0;NA
"Mcur1";0,121264342322815;0,0988099109077572;-0,251931815856418;-0,100138105012998;0,0444687189411544;6,65744989403718;1,19152277889551;0,945688050119669;0,984271241523117;0;NA
"Tgs1";0,198584464195218;0,163831990329859;0,321092015038856;-0,0939071574083967;0,135479938803992;3,91706445934589;1,19070062872909;0,945766397065671;0,984271241523117;0;NA
"Tmem186";-0,0460996204347032;0,139736791074817;0,313952013823658;0,243239063448596;-0,0287539723639417;3,61663901727714;1,19028399593709;0,945806081485052;0,984271241523117;0;NA
"Stambp";0,184151481557349;0,252307205757485;0,140969453144489;-0,118406007476647;0,00966359166569736;5,19625308997833;1,18996283935552;0,94583666318489;0,984271241523117;0;NA
"Mfsd13a";-0,0109754412430255;0,173204746378148;-0,139432109285792;0,0512906963308973;-0,216142042389888;4,80692250691334;1,18854611358763;0,94597147980982;0,984271241523117;0;NA
"Wars2";0,106377669332872;0,193195488245697;0,157272302559071;-0,170321146335626;-0,119647091543288;3,79991777148979;1,18764909271684;0,946056765744812;0,984271241523117;0;NA
"Unc13a";-0,183838077351038;-0,25184679284449;-0,16350786297857;-0,267116408205331;-0,615348426024289;1,53242139054102;1,18735262800509;0,946084939853193;0,984271241523117;0;NA
"4931440P22Rik";-0,139444917386083;-0,433914476917872;-0,26887210194634;0,204336264293399;-0,0208057051008618;0,2873138594393;1,18700601575411;0,946117871578928;0,984271241523117;0;NA
"Klc4";-0,23942550406247;0,111731077986079;-0,104846171830551;0,0956199883515872;-0,137912450829067;6,65690605703878;1,18681226146862;0,946136276429413;0,984271241523117;0;NA
"Nmt2";0,261269468484681;0,211607130653308;0,261939627161162;0,0445868365449658;-0,0449098596477514;4,76135068776457;1,18647326505336;0,946168471375811;0,984271241523117;0;NA
"Olfr152";-0,451793704131686;-0,611461439428233;-0,0513161804668174;-0,10783881897777;-0,339103112411082;-0,666484740943957;1,1840042935329;0,946402701250653;0,984326577554535;0;NA
"Zfp414";-0,0622488052140412;-0,11180086115771;-0,360358335603041;-0,21117724506362;0,0769620841896456;3,50177040429991;1,18371717090185;0,946429911659488;0,984326577554535;0;NA
"Cct2";-0,0588620090386797;0,0636575186636872;0,304930408863346;-0,0812881337899775;0,025875143254426;7,71912471706867;1,18260954835289;0,946534824101878;0,984326577554535;0;NA
"Blcap";-0,117027324373836;-0,207104438002767;-0,0631013897785058;-0,136457244666552;0,181043328070332;5,67208744945763;1,18222824998665;0,946570919496702;0,984326577554535;0;NA
"Tmem168";0,168474134508211;0,10271055918262;0,0596913234381345;-0,217668762752238;-0,0818330499395029;6,25773481126361;1,18212261447707;0,946580917551293;0,984326577554535;0;NA
"Dgcr8";0,17481221980799;-0,0401577887698696;0,0618054494588551;-0,151147521422524;-0,264676971202512;3,50259753284364;1,18180413240885;0,946611055919745;0,984326577554535;0;NA
"Ocstamp";-0,066254203247328;-0,166207156507124;0,413229462672641;0,0365902458344041;0,220010867337788;0,774461725018948;1,18109926639748;0,946677732045391;0,984326577554535;0;NA
"Defb42";-0,241870212579068;0,192359195727476;0,174028718771132;0,456654058145116;0,435806780490768;-1,43555269046213;1,1808133224343;0,946704770326531;0,984326577554535;0;NA
"Plekhf2";0,0173800463526394;0,215371666030422;0,34957372382078;0,127202072445691;0,252476504722999;6,28352290737802;1,17904919175412;0,946871451204292;0,984360831317122;0;NA
"Sacs";0,0246082732501683;-0,0505683322325071;-0,399891100765119;-0,129858347144597;-0,400588270464139;1,83768503991168;1,17896705946771;0,94687920580713;0,984360831317122;0;NA
"Anapc7";-0,028218377734072;0,0671756806851978;-0,172133267587582;-0,283724334290128;-0,207500035237736;5,31960859509922;1,17766452190751;0,947002120436374;0,984360831317122;0;NA
"Plekhf1";-0,192661444560736;-0,311988627343777;-0,34039468000098;0,0716647706753749;-0,365661264757393;1,99647961028546;1,17760429778598;0,947007800522913;0,984360831317122;0;NA
"Det1";0,025083224575707;0,00391397711521707;0,277141392391056;0,207688730344987;0,32104259328324;3,88572498997619;1,17726638578592;0,947039666056142;0,984360831317122;0;NA
"Fbxw5";-0,187311599681419;-0,123413371979337;-0,288156099122704;-0,172890408651338;-0,39826407971559;5,3972638484251;1,17611320583145;0,947148349632844;0,984370213527204;0;NA
"Lrrc73";-0,121450311233271;-0,158341108315378;-0,322146785625329;-0,572115692550076;0,119599669900512;-0,476603308146694;1,17588894563979;0,947169474169366;0,984370213527204;0;NA
"Slc15a4";0,366384878100035;0,0787428283302526;0,159827426667103;0,15935988527541;-0,00263502095278696;4,41653165456762;1,17456774752195;0,947293851873617;0,984436709310803;0;NA
"Vps4a";0,0765245951653485;0,13401177491425;0,197620159250016;0,0192865240849882;0,365336276502137;5,73253539348419;1,17285850493285;0,947454570742184;0,984493027963571;0;NA
"Map2k2";-0,321854475401516;-0,209505783395773;-0,178787579481173;-0,397896793770731;-0,271178964944561;6,96819674729604;1,1727066170445;0,947468842310708;0,984493027963571;0;NA
"Mterf4";0,23702709965812;0,345986444095743;0,124924302519631;0,442735371221954;0,36306923845762;3,0165786090988;1,17001545208777;0,94772142722547;0,984692711867361;0;NA
"Taf9b";0,16913106875973;-0,079052276100232;-0,0777049003871821;-0,324262203203224;-0,00190631927333457;3,22920473892628;1,16860518001465;0,947853579262664;0,984767247242108;0;NA
"Myom2";0,0330619481121643;-0,155990018370451;0,194068020407258;0,582769287143766;0,287345532599615;-1,65007577132805;1,16727563808668;0,947978032679003;0,984833775185962;0;NA
"Txlng";-0,185602701336799;0,0482370745022375;-5,22600306516146e-05;0,217421093185575;-0,161839269998892;3,75958286444715;1,16638010289458;0,948061787188477;0,984854380577801;0;NA
"8030462N17Rik";0,0789675709222441;0,257662000767654;0,436597444157588;0,209420035123046;0,113434055564508;3,38801091066873;1,16577112415141;0,948118707977108;0,984854380577801;0;NA
"Cep41";0,390768685740637;0,135924317656398;0,235573952746134;0,102675611243602;-0,137265921219935;2,1500410657929;1,16471772905238;0,948217103657713;0,984893824611019;0;NA
"Zfp266";0,00615857281280514;-0,193343762975146;-0,335674227429783;-0,154515351770241;-0,0134526502007434;4,92853263172581;1,16336464677577;0,948343372788065;0,984939900880268;0;NA
"Epcam";0,00633280048129087;0,229635313688546;0,112024588670372;0,255634790654173;0,37424673234051;10,8981604082728;1,16294704941754;0,948382315602196;0,984939900880268;0;NA
"Fam122b";0,241477449128336;0,422987596884031;0,245783149348841;0,0763794153698723;0,0378978105702437;3,07757340675838;1,15925621749331;0,948725943406998;0,985234000862262;0;NA
