"";"logFC.W1";"logFC.W2";"logFC.W3";"logFC.W4";"logFC.W5";"logFC.W6";"logFC.W7";"logCPM";"LR";"PValue";"FDR";"logFC.W0";"module"
"Ccl20";-0,174925636258999;-0,190320714156206;0,392574078205412;0,78156750971804;2,66859498537168;1,86229134365454;3,63225937410449;4,56812913611954;514,261731884373;6,87891064660127e-107;8,25574299128741e-105;0;3
"H2-DMa";-0,0297114249978022;3,01988038868073;3,68042384416445;4,21516208404258;3,75026593446013;3,59535793020531;3,23692536075058;6,50646728933152;512,570230022167;1,58950361002262e-106;1,89319513308906e-104;0;1
"Tnfsf10";0,333077492523639;3,30365837808488;3,47876849596608;4,25118563522916;3,93129391963907;3,98838246357639;4,03949793676461;6,59718031171925;509,42619042938;7,53922948998655e-106;8,91216286026831e-104;0;1
"Csnk2a3";1,02119826541501;6,49569129813119;-0,991004058058958;2,28222616221499;1,67536275939576;1,59018773826387;6,75324827644122;1,38414176890822;508,180141885556;1,39718685603428e-105;1,63929639929634e-103;0;4
"Ncf4";-0,0875979904667864;1,19182488650917;1,3678117401636;2,85345458017346;3,48770058793231;3,68219360238506;4,00674983561406;4,51287557989471;500,583781405438;6,00476327900261e-104;6,99310283499845e-102;0;2
"Nlrc5";1,4343053987431;4,78960285065672;4,92164665629559;5,78593216516107;5,530228144919;6,1787136088079;6,23935952567975;3,9290485141885;497,894753498946;2,27293122136153e-103;2,6275753428122e-101;0;2
"Edn1";-0,228763508849561;0,000240623830596556;-0,618562710290257;-2,50834668562185;-2,11392204893379;-3,85406911929908;-3,97685714494852;4,68798434714963;497,403914117328;2,89803846243184e-103;3,32576355520828e-101;0;7
"Gm12185";2,71234009611814;7,8287614308494;7,73255072530459;8,53033701705143;7,65948210488909;7,5041386309365;6,61144800625848;3,37865490977126;495,003166446531;9,5101647228127e-103;1,08346963602943e-100;0;1
"Dpyd";0,04390652783632;-0,347667578048518;-1,21103999945114;-1,89567798876851;-3,36761478703036;-4,56673282194808;-4,50625752103195;3,94831672914511;492,548395648477;3,20522839050773e-102;3,62536696083183e-100;0;7
"H2-Q6";-0,334032881693509;3,25510267152726;3,38391476043931;4,11539274501281;3,85187666752298;4,01763240317191;3,6876606416241;5,04108731611766;488,499554329733;2,37754350752034e-101;2,66998135894534e-99;0;1
"Nfkbiz";1,98269200711297;1,79715416508597;3,25868486226389;2,72699413730568;3,9101685944322;3,83985975967469;4,66354830854835;6,10294454790137;485,789342588942;9,0913389948144e-101;1,01371653671257e-98;0;2
"Ly6a";1,21323107138604;4,17882637001864;4,04619896538641;5,11262787135613;5,34919562473336;5,14384693752286;5,04322384066701;10,3868338171524;481,917595608679;6,17610985532938e-100;6,83808444686538e-98;0;1
"Plaur";0,862283291052375;1,01120390464701;1,36244442404114;2,06565182306409;4,28741941619571;3,06000399332515;4,27727840931001;4,04274811749435;476,368745238847;9,61858846160131e-99;1,05750662792515e-96;0;2
"Tgm3";-0,484043524064156;0,522808239916472;-0,392722731145493;-1,82600733185558;-2,34368023365693;-4,2658991290611;-3,18878318891451;8,86938324019841;476,065614905503;1,11749877348026e-98;1,22009136921227e-96;0;7
"Ces1d";-0,506529184587563;-1,01339045776654;-1,71466605097085;-2,94341691571161;-3,47286076388329;-4,02221054508915;-5,58517080952837;3,75891180524323;475,415745602582;1,54130112720427e-98;1,67119560840727e-96;0;6
"Ly6m";2,82896762814218;1,94245093366984;2,15322356493664;3,62529866297479;4,77305150347145;4,52914466676427;4,4560720327932;7,81157980265576;474,97635386462;1,91558092458503e-98;2,06279200659766e-96;0;2
"Gbp5";0,887453106968462;3,84611525520732;3,40694502368263;4,35620610985832;4,1610248861948;4,36592864831977;4,21982690132314;5,32992881093516;470,671889048775;1,61124186442938e-97;1,72326153690875e-95;0;1
"Clec4e";2,82360176530136;5,83787891179056;5,94761012111597;8,81739923266905;9,63897437707855;9,06680893491386;9,44463438208161;2,21057427767404;469,566911919169;2,78331536097706e-97;2,95670838549198e-95;0;2
"Cpm";-0,199817656869329;-0,620685928317446;-1,4276357283818;-2,40624038737952;-2,38451859221245;-3,63419690726645;-3,04710803697202;6,41521100550727;465,954324425995;1,66217368189604e-96;1,75387212260198e-94;0;6
"Gm4841";0,663970073801603;5,13807371372973;5,7817745909962;6,74001603083583;6,07887229077516;6,18325827358627;5,18590622987646;3,39572557331034;463,707639219335;5,05024889156029e-96;5,29333420487406e-94;0;1
"Gbp3";0,789172871651332;3,6703220791718;3,23787152838957;4,14221074960374;3,94091337608171;4,09533948187481;3,33203814229767;6,26929251280793;460,644131426082;2,29815589706055e-95;2,39282165652887e-93;0;1
"Rims4";-0,356685821538518;-0,340603312306127;-0,589928805630952;-1,31044435708529;-2,59146629597206;-4,61148967258631;-4,71618203283045;4,09871546951556;459,345566906649;4,36825024737206e-95;4,51826515718312e-93;0;7
"Aldh1a3";0,807786648581638;0,688249896385464;0,841793712677932;0,516950641296805;3,20150433104472;2,22864561639278;3,18031741303523;5,9904999318024;455,450835666742;2,99801015202438e-94;3,08070036667498e-92;0;3
"Ces2f";-0,00720203316308992;1,01510641762535;2,20584289231504;2,21292348732927;3,49215722184761;2,49629197000989;4,56036757238746;3,97144573761341;455,339478248625;3,16774146555139e-94;3,2339760598311e-92;0;2
"Duoxa2";0,795668136305246;1,4676739047024;2,65396534385894;3,13198720418766;3,82222033791646;3,52320453929789;3,94316722433906;6,9528890723732;452,990746872953;1,01199906302811e-93;1,02649350122116e-91;0;2
"Tppp";0,0372197263907507;-0,984696662924962;-1,39655196164394;-2,26413317992596;-1,61823102766104;-2,75237622947851;-4,34579721565166;5,40044436634908;447,31360272965;1,67619370131391e-92;1,6893023956447e-90;0;7
"Apol10b";-0,415242987259948;3,13191068039896;3,29708863529384;4,56328202267372;3,75712518365473;4,09633991977418;3,03812925066083;4,274359009893;446,868166331733;2,08916441676971e-92;2,09209190830913e-90;0;1
"Cyp2d12";-0,601296007307499;-0,270123523344932;-0,902803589460608;-1,37805525020984;-2,13229285361391;-3,2640100677653;-4,45110080847664;5,266048832153;445,918497575987;3,34111264112886e-92;3,32461854074861e-90;0;7
"Mettl7a2";-0,797810608020888;1,07448911322246;1,17955772986755;0,925112867047852;-0,798097220784106;-2,87615554141471;-3,69315314329255;4,14029690160926;444,822793848134;5,74329393858818e-92;5,67899794355242e-90;0;7
"Srgn";0,0475565276854803;1,33249831204767;1,48408287417944;2,87968011507219;3,48911171293232;3,03616124128694;3,38501171753586;5,3404955238596;444,31529871767;7,38122397020119e-92;7,25297520371894e-90;0;2
"Hmgcs2";-0,935276588958896;-0,994525903868629;-0,6674477901367;-2,21940315352881;-2,52147628377523;-3,29930252447793;-4,20878062051221;5,39808265529949;443,575767986323;1,06393469657264e-91;1,03895536021832e-89;0;7
"Capg";0,245032603787441;0,597104205619372;1,15698611655302;1,96873183638373;3,07863895815633;3,05257386647564;3,07971915043802;6,41909706061796;443,250216090298;1,24972405323219e-91;1,21284947931583e-89;0;2
"Ly6e";-0,309800037690394;3,16041602478159;2,60717413085416;3,78178392552452;3,7548390939776;4,13619267957931;4,07482128038174;9,0787734824495;442,392343229509;1,90987519715143e-91;1,84215078831992e-89;0;2
"Mep1a";-0,258937765987992;-0,52264904033549;-1,17673159006246;-2,03452701258467;-2,45663021148618;-3,34810760874704;-3,90193554913989;7,32276321263488;441,672375913693;2,72636195750896e-91;2,61365016438755e-89;0;6
"Gbp10";0,933197668871568;6,01354448517131;5,50744713291052;6,60355135873519;5,74296305473471;6,21561752774916;5,28038803378551;3,37901626234281;440,417924635339;5,06885716406373e-91;4,82985286869151e-89;0;1
"Tacstd2";2,64871787548201;4,33890992757956;1,90634095985201;6,9261189612935;10,4209510454572;9,20863406000476;10,5469036913675;0,890392495401154;436,963060029815;2,79648687378036e-90;2,64857630298644e-88;0;2
"Ermap";-0,348932425124704;5,49479970756989;-0,721503419171649;-0,726688038458513;-0,273292023224651;-0,82970229782606;2,8137875980151;0,967089587182456;428,989612990931;1,4392045242067e-88;1,3549205706334e-86;0;4
"Ctse";0,144489578316016;-0,461419009472446;-1,08936951812016;-2,08009893609063;-1,97985043707135;-3,3340460528285;-3,01413774760915;6,65449867804256;428,547977695335;1,79023198724557e-88;1,67535876806398e-86;0;6
"Gbp2b";1,21093077188251;3,46332700941576;4,10215876355222;4,77380020555235;4,58728930440189;4,54141201434463;3,91792500620387;8,44987537568026;427,226350057604;3,44000655779574e-88;3,20022385216951e-86;0;1
"Ripk3";0,507442133405668;1,63300207792494;2,00214696526751;2,80377881821696;3,28995430144414;3,47596130826043;3,6222771031374;6,02015223377736;426,086768711138;6,04129278867268e-88;5,58712971903011e-86;0;2
"Tnip3";0,7892651957586;1,31272310300254;2,03224740977611;2,71345608051268;3,57331145831406;3,26301895069235;3,67231299486803;6,65716353321059;425,019068365431;1,02392186504454e-87;9,41409331124579e-86;0;2
"Cyp2e1";-1,11146164353778;-2,61529545679798;-2,85405991916713;-4,36655415252708;-8,80879551432168;-2,49634693944005;-5,61480176662615;2,5935728153636;424,285199589651;1,47148867157604e-87;1,34504330782085e-85;0;6
"Mreg";0,0906398947105394;-0,0911530500948657;0,166179480686693;2,3671588895169;3,53155853694533;3,50974061179439;3,7788083563224;3,36938780186322;424,176493630913;1,55269167649049e-87;1,41106465536321e-85;0;3
"Gm45837";8,16270789222175;0;0;0;9,16898311199425;10,5396502575994;9,22518590205958;0,761057546544544;423,265256624504;2,43575684572785e-87;2,20086029474329e-85;0;3
"Erich3";0,18084542129183;0,456664234238786;1,08703063943427;2,12043651717356;3,21580254243911;3,55283525846767;5,56217321287975;2,30608031779138;420,360471391428;1,02319565418387e-86;9,19238975718793e-85;0;3
"Zbp1";0,686423298859998;3,1838454502027;3,10875598881473;3,8668622379615;3,95684683430271;3,82168446683264;3,61785488445644;6,91141599299183;416,565166957103;6,67265161671017e-86;5,96064935897257e-84;0;1
"Isg15";-0,545336868380715;2,91001597340477;1,8913799106627;3,30081421300635;2,90694864338516;2,63110370137815;1,70880107233538;6,0015228105962;416,512492982276;6,8485687766084e-86;6,08323154270267e-84;0;1
"Cd3g";2,70563781480184;6,22889809438732;6,53764752566365;7,79593267934488;8,02324561256116;7,87056507291057;8,00245453570224;2,87755004778982;416,242750166019;7,82480892779708e-86;6,91132842487785e-84;0;1
"Clca3a2";0,569682771113973;-0,0120524772582652;1,15819377001434;2,00606361164469;4,02460207259685;3,65065901855024;5,10747259225193;2,58825158196497;415,09531395219;1,37928392486083e-85;1,21145820484145e-83;0;3
"Cd6";2,65789199981944;6,47629037255132;7,43515150361117;8,40659827862751;8,35318850945565;8,66528035900687;8,85090057809568;2,65370339810612;414,470366827636;1,87815426990949e-85;1,64046341286205e-83;0;1
"Tnfrsf11b";-0,219068279612066;-0,111183818215138;0,672558000188434;0,801107236501341;3,64372317179661;1,76307223706026;3,77673716756748;3,21163236976634;413,489722943279;3,04870860349303e-85;2,64816556155345e-83;0;3
"Cxcr2";2,11999538060088;2,55288198416817;3,35259617449781;4,81694294761795;6,73331712432688;6,0939795725176;7,92194372660926;1,75147968506599;409,70939808011;1,9727843584182e-84;1,70418218038741e-82;0;2
"Cd3e";4,51191037873841;7,63843287490978;8,19558472848801;9,41567697878486;9,18801935644344;9,58467465065958;9,69014496346354;2,76079560432219;409,160531796288;2,58711695656086e-84;2,22265862246174e-82;0;1
"Wfdc12";-1,23087537706529;2,27349930257967;4,03615087133212;5,4097297358641;7,55562983820947;7,27577726581858;7,69270780584122;1,50427639567789;407,849881406272;4,94258092581013e-84;4,22322050628189e-82;0;2
"Icam1";0,25860550417256;1,97734360314321;1,8545996592764;3,19055135153311;3,45895328250069;3,51154812132315;3,37807526359849;5,2329989427211;407,733618187348;5,23470243845285e-84;4,44864820201922e-82;0;2
"Serpina3f";1,53393641791238;5,65713148772181;5,64537269091104;7,54790563873634;7,24358684814872;7,50164926649477;6,98971260875245;2,67622183516553;406,486478348921;9,69159616753554e-84;8,1920040293545e-82;0;1
"Upp1";0,506344096606328;3,21457262910186;3,78458542749629;4,57869314807605;4,15156624250863;4,00099150505431;3,30861962715245;9,21338254170656;406,317820545448;1,05334472807219e-83;8,85598171911815e-82;0;1
"Gm3776";-0,36699131382436;-0,296263791915035;-0,350217286195312;2,34995003614608;2,57569088553779;2,7894107627653;2,58240614375785;4,21991233213546;405,501549383191;1,57633660109261e-83;1,31825340650947e-81;0;3
"Cd274";0,726609267395291;3,19897155206451;3,07345748099068;3,69052473914732;3,86556456416846;3,96567891351995;4,03285316704631;5,14607904090576;404,424269722775;2,6835104710858e-83;2,23228315483656e-81;0;2
"Rplp0";0,199413479386754;3,28018283776025;0,217482892227069;0,636224132565981;0,851810669750503;0,659698680344587;0,570207402279665;7,13749698780644;401,326135475632;1,23921519689982e-82;1,02541796450837e-80;0;4
"Klb";-0,332146322716218;-0,978420408418674;-1,79112004129211;-3,81550121196936;-4,59265468713589;-5,18032234935094;-5,39468187359809;2,50874012930582;400,414125617545;1,94414823690548e-82;1,60030882621089e-80;0;6
"Csf3r";0,276677379480035;1,58304290163294;2,47339808142993;3,71382314565139;4,53653184101912;4,42029008421599;5,7360316662462;2,64444064556058;400,294084481599;2,06287096503322e-82;1,68919048501314e-80;0;2
"Gzmb";0,814489892728357;6,26130188565308;6,19140195017287;6,63780550995541;6,81533912345695;6,73190365463718;7,50267948807153;2,83358529353169;395,669423587814;2,02372395131375e-81;1,6485485990961e-79;0;1
"Gal3st2c";-0,18010030022275;-0,355577765732718;-0,597918621824767;-1,8454621974779;-2,14568299931532;-4,26729776440946;-3,29514403796728;4,42961027391713;392,633030456005;9,06095687697326e-81;7,34311154741101e-79;0;7
"Sulf2";-0,0797658530031472;1,10368648052882;1,50080167918605;2,40428178370885;2,57846237551103;3,16283750041674;3,22601651590789;5,44472596027622;392,195789489392;1,12438786844516e-80;9,06544926548451e-79;0;2
"Ifi44";-0,033091199441426;3,62626303418386;2,49483092361368;3,96299312630375;3,34426612901241;3,30608035497753;2,12728448375587;4,50753938082345;390,657504950137;2,40273217091001e-80;1,92733444852282e-78;0;1
"Klk1";0,126607662436319;-0,384019348574522;-0,479890234163656;-1,4799353291435;-2,06949171550896;-3,60724598840818;-3,85911195043242;9,45346025456595;389,322278420259;4,64459598290043e-80;3,70671766716551e-78;0;7
"H2-Ab1";-0,186575192967864;2,99878293990034;3,60930868761981;4,17966853925942;3,85355688081727;3,5471230045944;3,22177766859096;9,82989993214695;389,085077608598;5,22152244402652e-80;4,14609979116085e-78;0;1
"Trac";0,825973717999127;5,0449578018419;5,91211506404267;6,87773077366501;6,31829364175298;7,12639121448414;7,20083626293692;2,6002180352044;384,202550495888;5,81279108842451e-79;4,59239705991006e-77;0;2
"Cd3d";2,65114773076515;6,37372242748207;7,03890219356606;8,46920030083626;8,62042675176714;8,46717013736271;8,19638653455928;2,48988752289552;384,047975544226;6,27358246342528e-79;4,93166317449862e-77;0;1
"Ank";-0,310452786316318;-0,684259083474071;-1,17554026788151;-2,03764894793032;-2,55920315001046;-3,31574490166543;-3,34171690807983;5,0055099427608;383,431547005783;8,50425716318291e-79;6,65193687161999e-77;0;6
"Psmb9";0,360037269171815;2,89264981278636;3,26500020440071;3,97446540867234;3,85043498588096;3,56663485767412;3,08410613158559;7,80007999521318;382,948825348081;1,07918889385147e-78;8,39950880650136e-77;0;1
"Tap1";0,443360528591551;3,40952236793928;3,50333311880146;3,92340818357008;3,7163161285325;3,89521362351868;3,47180756973635;7,85423028395525;380,846535084649;3,04549959272457e-78;2,35868692595151e-76;0;1
"Gsdmc2";0,640400773379456;-0,0395862069653237;1,1710724890961;0,159401025711297;-0,885305304981717;0,0531306056834375;-4,63745610017976;8,36712026507804;380,618358710452;3,40846745204669e-78;2,62685908240579e-76;0;7
"Gml";4,5108524376447;0;4,33278279916923;7,74018905584381;10,1438347770346;10,0647135496311;9,76424405142594;0,793972877343601;378,90656731829;7,93234820868204e-78;6,08353066033654e-76;0;2
"Ly6c2";1,53095303785229;3,95172914530197;3,95857149555326;5,25859785959403;5,54780718489955;5,08508287310079;5,13060981002343;3,58059050558097;377,813463664843;1,3603356514762e-77;1,03821345206353e-75;0;1
"Rsad2";0,359476172841025;4,01307816569332;3,1911980755;3,73031835345562;2,42572146747445;2,9038513160977;2,03703405049296;4,58439697380443;377,41518753798;1,65573785744463e-77;1,25756089829684e-75;0;1
"Tgm2";-0,148013554094605;0,230823204913992;0,576465431417498;1,15582365878688;2,54305909022726;2,26082633007786;3,13132199916356;7,80058883797928;377,358525761596;1,70268134674684e-77;1,28699789103624e-75;0;3
"Trbc2";1,58836513484348;3,78081302810001;4,51150512185945;5,65831903060925;5,72801052264293;5,86826101657038;5,89308365136871;3,12786722077574;376,0866325826;3,18915267581993e-77;2,39903628560962e-75;0;2
"Plat";0,303937871352541;1,44790805241884;1,63493244574762;1,89476480618345;3,15688797712034;2,91582918118445;3,53588376738175;5,0937463573373;374,512531568989;6,93357912165993e-77;5,19093956908273e-75;0;2
"Ccl19";0,439237984060107;4,69571335258887;6,26413909699795;6,99608530286055;5,32301719767887;6,50094273059351;5,05217751467212;2,51674259281857;373,986930242563;8,98615076779796e-77;6,69574703181609e-75;0;1
"Ak4";0,60969544851811;0,359054429281502;0,722781358018634;0,650302076803745;1,59065405082031;2,8292439545097;3,0864501173412;5,113084394737;373,338418645289;1,23743376776957e-76;9,17685551739301e-75;0;3
"Arg1";0,997861794830784;1,40075722192775;1,57087676584135;2,0391333109149;5,61881015741355;5,74259581224515;4,92198065646219;1,88064723632161;371,586158783125;2,93724362123708e-76;2,16804432925303e-74;0;2
"Oas3";-0,760296435312545;3,19078011046919;2,32136641062096;2,71962414639415;2,47131901791819;2,50690676232341;1,96381523963276;5,67420979872368;370,916569138518;4,08687969698457e-76;3,00251974747623e-74;0;1
"Cd74";-0,19691569377902;3,05689797746045;3,70811612030437;4,10133470456843;3,81912319424525;3,72245805891927;3,49645745749667;11,3292879752311;370,375185834839;5,33794930818918e-76;3,90340646620234e-74;0;1
"Abcb1a";-0,270134383064348;-0,171838222539989;-0,929738319577596;-2,16039443850049;-2,53959514958117;-3,07491307973294;-2,7691821009703;7,28416279822986;369,644844356743;7,65305128142523e-76;5,57042927067442e-74;0;6
"Hp";-0,867050034058805;0,0187353171386559;0,464629053343589;2,75672902239824;3,63768535967159;3,0799414668823;3,93843368913965;2,79276381043001;368,203601593408;1,55803789078188e-75;1,12882358151487e-73;0;2
