"";"gene"
"8901";"Gm14713"
"8902";"Gm14714"
"8903";"Gm14716"
"8904";"Gm14719"
"8905";"Gm14721"
"8906";"Gm14722"
"8907";"Gm14723"
"8908";"Gm14724"
"8909";"Gm14725"
"8910";"Gm14726"
"8911";"Gm14727"
"8912";"Gm14728"
"8913";"Gm14729"
"8914";"Gm14730"
"8915";"Gm14731"
"8916";"Gm14732"
"8917";"Gm14733"
"8918";"Gm14735"
"8919";"Gm14736"
"8920";"Gm14739"
"8921";"Gm14740"
"8922";"Gm14741"
"8923";"Gm14743"
"8924";"Gm14744"
"8925";"Gm14745"
"8926";"Gm14746"
"8927";"Gm14747"
"8928";"Gm14748"
"8929";"Gm14749"
"8930";"Gm14750"
"8931";"Gm14751"
"8932";"Gm14752"
"8933";"Gm14753"
"8934";"Gm14754"
"8935";"Gm14755"
"8936";"Gm14756"
"8937";"Gm14758"
"8938";"Gm14760"
"8939";"Gm14761"
"8940";"Gm14765"
"8941";"Gm14766"
"8942";"Gm14767"
"8943";"Gm14768"
"8944";"Gm14769"
"8945";"Gm14770"
"8946";"Gm14771"
"8947";"Gm14772"
"8948";"Gm14774"
"8949";"Gm14775"
"8950";"Gm14776"
"8951";"Gm14777"
"8952";"Gm14780"
"8953";"Gm14781"
"8954";"Gm14782"
"8955";"Gm14783"
"8956";"Gm14784"
"8957";"Gm14785"
"8958";"Gm14786"
"8959";"Gm14787"
"8960";"Gm14788"
"8961";"Gm14790"
"8962";"Gm14791"
"8963";"Gm14792"
"8964";"Gm14793"
"8965";"Gm14794"
"8966";"Gm14795"
"8967";"Gm14796"
"8968";"Gm14797"
"8969";"Gm14799"
"8970";"Gm14800"
"8971";"Gm14802"
"8972";"Gm14803"
"8973";"Gm14804"
"8974";"Gm14805"
"8975";"Gm14806"
"8976";"Gm14807"
"8977";"Gm14810"
"8978";"Gm14811"
"8979";"Gm14813"
"8980";"Gm14815"
"8981";"Gm14816"
"8982";"Gm14819"
"8983";"Gm14821"
"8984";"Gm14822"
"8985";"Gm14823"
"8986";"Gm14824"
"8987";"Gm14825"
"8988";"Gm14826"
"8989";"Gm14828"
"8990";"Gm14829"
"8991";"Gm14830"
"8992";"Gm14831"
"8993";"Gm14832"
"8994";"Gm14833"
"8995";"Gm14834"
"8996";"Gm14835"
"8997";"Gm14836"
"8998";"Gm14837"
"8999";"Gm14838"
"9000";"Gm14839"
"9001";"Gm14840"
"9002";"Gm14841"
"9003";"Gm14842"
"9004";"Gm14843"
"9005";"Gm14845"
"9006";"Gm14846"
"9007";"Gm14847"
"9008";"Gm14848"
"9009";"Gm14849"
"9010";"Gm14852"
"9011";"Gm14853"
"9012";"Gm14854"
"9013";"Gm14855"
"9014";"Gm14856"
"9015";"Gm14857"
"9016";"Gm14859"
"9017";"Gm14860"
"9018";"Gm14861"
"9019";"Gm14862"
"9020";"Gm14863"
"9021";"Gm14864"
"9022";"Gm14865"
"9023";"Gm14867"
"9024";"Gm14868"
"9025";"Gm14869"
"9026";"Gm14870"
"9027";"Gm14871"
"9028";"Gm14874"
"9029";"Gm14875"
"9030";"Gm14876"
"9031";"Gm14877"
"9032";"Gm14878"
"9033";"Gm14879"
"9034";"Gm14880"
"9035";"Gm14881"
"9036";"Gm14882"
"9037";"Gm14883"
"9038";"Gm14884"
"9039";"Gm14885"
"9040";"Gm14886"
"9041";"Gm14887"
"9042";"Gm14890"
"9043";"Gm14891"
"9044";"Gm14892"
"9045";"Gm14893"
"9046";"Gm14894"
"9047";"Gm14895"
"9048";"Gm14896"
"9049";"Gm14897"
"9050";"Gm14898"
"9051";"Gm14899"
"9052";"Gm14900"
"9053";"Gm14901"
"9054";"Gm14903"
"9055";"Gm14904"
"9056";"Gm14905"
"9057";"Gm14906"
"9058";"Gm14907"
"9059";"Gm14908"
"9060";"Gm14909"
"9061";"Gm14910"
"9062";"Gm14911"
"9063";"Gm14912"
"9064";"Gm14913"
"9065";"Gm14914"
"9066";"Gm14915"
"9067";"Gm14916"
"9068";"Gm14917"
"9069";"Gm14918"
"9070";"Gm14919"
"9071";"Gm14921"
"9072";"Gm14922"
"9073";"Gm14923"
"9074";"Gm14925"
"9075";"Gm14926"
"9076";"Gm14927"
"9077";"Gm14928"
"9078";"Gm14930"
"9079";"Gm14931"
"9080";"Gm14932"
"9081";"Gm14933"
"9082";"Gm14935"
"9083";"Gm14937"
"9084";"Gm14938"
"9085";"Gm14939"
"9086";"Gm14940"
"9087";"Gm14942"
"9088";"Gm14943"
"9089";"Gm14945"
"9090";"Gm14946"
"9091";"Gm14947"
"9092";"Gm14957"
"9093";"Gm14970"
"9094";"Gm14971"
"9095";"Gm14972"
"9096";"Gm14973"
"9097";"Gm14975"
"9098";"Gm14976"
"9099";"Gm14977"
"9100";"Gm14979"
"9101";"Gm14980"
"9102";"Gm14981"
"9103";"Gm14982"
"9104";"Gm14983"
"9105";"Gm14984"
"9106";"Gm14985"
"9107";"Gm14986"
"9108";"Gm14987"
"9109";"Gm14988"
"9110";"Gm14989"
"9111";"Gm14990"
"9112";"Gm14991"
"9113";"Gm14992"
"9114";"Gm14993"
"9115";"Gm14994"
"9116";"Gm14995"
"9117";"Gm14996"
"9118";"Gm14997"
"9119";"Gm14998"
"9120";"Gm14999"
"9121";"Gm15000"
"9122";"Gm15001"
"9123";"Gm15002"
"9124";"Gm15003"
"9125";"Gm15004"
"9126";"Gm15005"
"9127";"Gm15006"
"9128";"Gm15007"
"9129";"Gm15009"
"9130";"Gm15010"
"9131";"Gm15011"
"9132";"Gm15012"
"9133";"Gm15013"
"9134";"Gm15014"
"9135";"Gm15016"
"9136";"Gm15018"
"9137";"Gm15019"
"9138";"Gm15021"
"9139";"Gm15022"
"9140";"Gm15023"
"9141";"Gm15025"
"9142";"Gm15026"
"9143";"Gm15027"
"9144";"Gm15028"
"9145";"Gm15029"
"9146";"Gm15030"
"9147";"Gm15031"
"9148";"Gm15032"
"9149";"Gm15033"
"9150";"Gm15034"
"9151";"Gm15036"
"9152";"Gm15037"
"9153";"Gm15038"
"9154";"Gm15039"
"9155";"Gm15040"
"9156";"Gm15041"
"9157";"Gm15042"
"9158";"Gm15043"
"9159";"Gm15044"
"9160";"Gm15045"
"9161";"Gm15047"
"9162";"Gm15048"
"9163";"Gm15049"
"9164";"Gm15054"
"9165";"Gm15056"
"9166";"Gm15057"
"9167";"Gm15058"
"9168";"Gm15060"
"9169";"Gm15061"
"9170";"Gm15062"
"9171";"Gm15065"
"9172";"Gm15066"
"9173";"Gm15067"
"9174";"Gm15068"
"9175";"Gm15069"
"9176";"Gm15071"
"9177";"Gm15073"
"9178";"Gm15074"
"9179";"Gm15075"
"9180";"Gm15076"
"9181";"Gm15077"
"9182";"Gm15078"
"9183";"Gm15079"
"9184";"Gm15080"
"9185";"Gm15081"
"9186";"Gm15084"
"9187";"Gm15085"
"9188";"Gm15087"
"9189";"Gm15088"
"9190";"Gm15089"
"9191";"Gm15090"
"9192";"Gm15091"
"9193";"Gm15093"
"9194";"Gm15094"
"9195";"Gm15095"
"9196";"Gm15096"
"9197";"Gm15097"
"9198";"Gm15098"
"9199";"Gm15101"
"9200";"Gm15102"
"9201";"Gm15103"
"9202";"Gm15105"
"9203";"Gm15106"
"9204";"Gm15107"
"9205";"Gm15108"
"9206";"Gm15109"
"9207";"Gm15110"
"9208";"Gm15111"
"9209";"Gm15112"
"9210";"Gm15113"
"9211";"Gm15114"
"9212";"Gm15115"
"9213";"Gm15116"
"9214";"Gm15120"
"9215";"Gm15125"
"9216";"Gm15126"
"9217";"Gm15127"
"9218";"Gm15128"
"9219";"Gm15129"
"9220";"Gm15130"
"9221";"Gm15131"
"9222";"Gm15132"
"9223";"Gm15136"
"9224";"Gm15141"
"9225";"Gm15142"
"9226";"Gm15143"
"9227";"Gm15147"
"9228";"Gm15148"
"9229";"Gm15149"
"9230";"Gm15151"
"9231";"Gm15152"
"9232";"Gm15153"
"9233";"Gm15154"
"9234";"Gm15155"
"9235";"Gm15157"
"9236";"Gm15158"
"9237";"Gm15159"
"9238";"Gm15160"
"9239";"Gm15161"
"9240";"Gm15162"
"9241";"Gm15163"
"9242";"Gm15164"
"9243";"Gm15165"
"9244";"Gm15166"
"9245";"Gm15167"
"9246";"Gm15168"
"9247";"Gm15170"
"9248";"Gm15171"
"9249";"Gm15172"
"9250";"Gm15173"
"9251";"Gm15175"
"9252";"Gm15176"
"9253";"Gm15177"
"9254";"Gm15180"
"9255";"Gm15181"
"9256";"Gm15182"
"9257";"Gm15183"
"9258";"Gm15185"
"9259";"Gm15186"
"9260";"Gm15187"
"9261";"Gm15188"
"9262";"Gm15189"
"9263";"Gm15190"
"9264";"Gm15191"
"9265";"Gm15192"
"9266";"Gm15193"
"9267";"Gm15194"
"9268";"Gm15195"
"9269";"Gm15196"
"9270";"Gm15197"
"9271";"Gm15198"
"9272";"Gm15203"
"9273";"Gm15204"
"9274";"Gm15206"
"9275";"Gm15207"
"9276";"Gm15209"
"9277";"Gm15211"
"9278";"Gm15212"
"9279";"Gm15213"
"9280";"Gm15214"
"9281";"Gm15215"
"9282";"Gm15216"
"9283";"Gm15217"
"9284";"Gm15220"
"9285";"Gm15223"
"9286";"Gm15224"
"9287";"Gm15225"
"9288";"Gm15227"
"9289";"Gm15229"
"9290";"Gm15231"
"9291";"Gm15233"
"9292";"Gm15236"
"9293";"Gm15237"
"9294";"Gm15238"
"9295";"Gm15240"
"9296";"Gm15242"
"9297";"Gm15244"
"9298";"Gm15251"
"9299";"Gm15252"
"9300";"Gm15254"
"9301";"Gm15256"
"9302";"Gm15257"
"9303";"Gm15258"
"9304";"Gm15259"
"9305";"Gm15260"
"9306";"Gm15263"
"9307";"Gm15264"
"9308";"Gm15266"
"9309";"Gm15267"
"9310";"Gm15268"
"9311";"Gm1527"
"9312";"Gm15272"
"9313";"Gm15273"
"9314";"Gm15274"
"9315";"Gm15275"
"9316";"Gm15276"
"9317";"Gm15279"
"9318";"Gm15280"
"9319";"Gm15281"
"9320";"Gm15282"
"9321";"Gm15285"
"9322";"Gm15289"
"9323";"Gm15294"
"9324";"Gm15297"
"9325";"Gm15300"
"9326";"Gm15302"
"9327";"Gm15303"
"9328";"Gm15304"
"9329";"Gm15305"
"9330";"Gm15309"
"9331";"Gm15310"
"9332";"Gm15311"
"9333";"Gm15312"
"9334";"Gm15313"
"9335";"Gm15314"
"9336";"Gm15316"
"9337";"Gm15319"
"9338";"Gm15320"
"9339";"Gm15321"
"9340";"Gm15329"
"9341";"Gm15331"
"9342";"Gm15332"
"9343";"Gm15333"
"9344";"Gm15335"
"9345";"Gm15349"
"9346";"Gm15352"
"9347";"Gm15355"
"9348";"Gm15357"
"9349";"Gm15358"
"9350";"Gm15361"
"9351";"Gm15362"
"9352";"Gm15363"
"9353";"Gm15364"
"9354";"Gm15365"
"9355";"Gm15366"
"9356";"Gm15367"
"9357";"Gm15368"
"9358";"Gm15369"
"9359";"Gm15370"
"9360";"Gm15371"
"9361";"Gm15372"
"9362";"Gm15373"
"9363";"Gm15374"
"9364";"Gm15375"
"9365";"Gm15376"
"9366";"Gm15377"
"9367";"Gm15378"
"9368";"Gm15379"
"9369";"Gm15381"
"9370";"Gm15382"
"9371";"Gm15383"
"9372";"Gm15385"
"9373";"Gm15387"
"9374";"Gm15388"
"9375";"Gm15390"
"9376";"Gm15393"
"9377";"Gm15394"
"9378";"Gm15399"
"9379";"Gm15400"
"9380";"Gm15403"
"9381";"Gm15421"
"9382";"Gm15422"
"9383";"Gm15425"
"9384";"Gm15426"
"9385";"Gm15427"
"9386";"Gm15428"
"9387";"Gm15429"
"9388";"Gm15432"
"9389";"Gm15442"
"9390";"Gm15443"
"9391";"Gm15446"
"9392";"Gm15448"
"9393";"Gm15452"
"9394";"Gm15454"
"9395";"Gm15455"
"9396";"Gm15459"
"9397";"Gm15460"
"9398";"Gm15464"
"9399";"Gm15465"
"9400";"Gm15466"
"9401";"Gm15467"
"9402";"Gm15470"
"9403";"Gm15476"
"9404";"Gm15480"
"9405";"Gm15481"
"9406";"Gm15483"
"9407";"Gm15484"
"9408";"Gm15488"
"9409";"Gm15490"
"9410";"Gm15493"
"9411";"Gm15495"
"9412";"Gm15497"
"9413";"Gm15500"
"9414";"Gm15501"
"9415";"Gm15502"
"9416";"Gm15504"
"9417";"Gm15508"
"9418";"Gm15515"
"9419";"Gm15516"
"9420";"Gm15519"
"9421";"Gm15526"
"9422";"Gm15528"
"9423";"Gm15529"
"9424";"Gm1553"
"9425";"Gm15530"
"9426";"Gm15531"
"9427";"Gm15532"
"9428";"Gm15534"
"9429";"Gm15536"
"9430";"Gm15538"
"9431";"Gm15539"
"9432";"Gm15542"
"9433";"Gm15544"
"9434";"Gm15546"
"9435";"Gm15547"
"9436";"Gm15549"
"9437";"Gm15550"
"9438";"Gm15553"
"9439";"Gm15554"
"9440";"Gm15557"
"9441";"Gm15560"
"9442";"Gm15565"
"9443";"Gm15566"
"9444";"Gm15568"
"9445";"Gm15570"
"9446";"Gm15571"
"9447";"Gm15572"
"9448";"Gm15573"
"9449";"Gm15574"
"9450";"Gm15575"
"9451";"Gm15576"
"9452";"Gm15578"
"9453";"Gm15580"
"9454";"Gm15583"
"9455";"Gm15586"
"9456";"Gm15590"
"9457";"Gm15593"
"9458";"Gm15595"
"9459";"Gm15596"
"9460";"Gm15599"
"9461";"Gm15602"
"9462";"Gm15603"
"9463";"Gm15604"
"9464";"Gm15607"
"9465";"Gm15610"
"9466";"Gm15613"
"9467";"Gm15615"
"9468";"Gm15616"
"9469";"Gm15617"
"9470";"Gm15618"
"9471";"Gm15620"
"9472";"Gm15621"
"9473";"Gm15625"
"9474";"Gm15626"
"9475";"Gm15636"
"9476";"Gm15644"
"9477";"Gm15645"
"9478";"Gm15653"
"9479";"Gm15654"
"9480";"Gm15659"
"9481";"Gm15660"
"9482";"Gm15661"
"9483";"Gm15664"
"9484";"Gm15665"
"9485";"Gm15666"
"9486";"Gm15667"
"9487";"Gm15670"
"9488";"Gm15678"
"9489";"Gm15681"
"9490";"Gm15682"
"9491";"Gm15692"
"9492";"Gm15693"
"9493";"Gm15694"
"9494";"Gm15696"
"9495";"Gm15697"
"9496";"Gm15702"
"9497";"Gm15703"
"9498";"Gm15707"
"9499";"Gm15709"
"9500";"Gm15710"
"9501";"Gm15711"
"9502";"Gm15712"
"9503";"Gm15715"
"9504";"Gm15719"
"9505";"Gm15720"
"9506";"Gm15725"
"9507";"Gm15727"
"9508";"Gm15730"
"9509";"Gm15732"
"9510";"Gm15733"
"9511";"Gm15737"
"9512";"Gm15739"
"9513";"Gm15740"
"9514";"Gm15741"
"9515";"Gm15744"
"9516";"Gm15745"
"9517";"Gm15746"
"9518";"Gm15750"
"9519";"Gm15752"
"9520";"Gm15753"
"9521";"Gm15754"
"9522";"Gm15760"
"9523";"Gm15763"
"9524";"Gm15765"
"9525";"Gm15766"
"9526";"Gm15770"
"9527";"Gm15772"
"9528";"Gm15773"
"9529";"Gm15778"
"9530";"Gm15779"
"9531";"Gm15780"
"9532";"Gm15781"
"9533";"Gm15782"
"9534";"Gm15783"
"9535";"Gm15784"
"9536";"Gm15785"
"9537";"Gm15786"
"9538";"Gm15789"
"9539";"Gm15790"
"9540";"Gm15791"
"9541";"Gm15793"
"9542";"Gm15794"
"9543";"Gm15795"
"9544";"Gm15796"
"9545";"Gm15798"
"9546";"Gm15799"
"9547";"Gm15801"
"9548";"Gm15803"
"9549";"Gm15806"
"9550";"Gm15807"
"9551";"Gm15808"
"9552";"Gm15812"
"9553";"Gm15815"
"9554";"Gm15823"
"9555";"Gm15824"
"9556";"Gm15826"
"9557";"Gm15828"
"9558";"Gm15833"
"9559";"Gm15836"
"9560";"Gm15838"
"9561";"Gm15840"
"9562";"Gm15842"
"9563";"Gm15843"
"9564";"Gm15844"
"9565";"Gm15846"
"9566";"Gm15847"
"9567";"Gm15854"
"9568";"Gm15861"
"9569";"Gm15877"
"9570";"Gm15878"
"9571";"Gm15881"
"9572";"Gm15885"
"9573";"Gm15896"
"9574";"Gm15897"
"9575";"Gm15899"
"9576";"Gm15900"
"9577";"Gm15901"
"9578";"Gm15905"
"9579";"Gm15913"
"9580";"Gm15914"
"9581";"Gm15916"
"9582";"Gm15921"
"9583";"Gm15922"
"9584";"Gm15923"
"9585";"Gm15925"
"9586";"Gm15926"
"9587";"Gm15928"
"9588";"Gm15930"
"9589";"Gm15931"
"9590";"Gm15933"
"9591";"Gm15936"
"9592";"Gm15937"
"9593";"Gm15946"
"9594";"Gm15950"
"9595";"Gm15951"
"9596";"Gm15953"
"9597";"Gm15957"
"9598";"Gm15959"
"9599";"Gm15967"
"9600";"Gm15968"
"9601";"Gm15970"
"9602";"Gm15971"
"9603";"Gm15974"
"9604";"Gm15975"
"9605";"Gm15981"
"9606";"Gm15982"
"9607";"Gm15986"
"9608";"Gm15988"
"9609";"Gm15989"
"9610";"Gm15994"
"9611";"Gm16005"
"9612";"Gm16007"
"9613";"Gm16011"
"9614";"Gm16016"
"9615";"Gm16017"
"9616";"Gm16020"
"9617";"Gm16021"
"9618";"Gm16026"
"9619";"Gm16027"
"9620";"Gm16030"
"9621";"Gm16032"
"9622";"Gm16038"
"9623";"Gm16044"
"9624";"Gm1604b"
"9625";"Gm16053"
"9626";"Gm16056"
"9627";"Gm16057"
"9628";"Gm16060"
"9629";"Gm16061"
"9630";"Gm16071"
"9631";"Gm16072"
"9632";"Gm16073"
"9633";"Gm16074"
"9634";"Gm16077"
"9635";"Gm16082"
"9636";"Gm16089"
"9637";"Gm16100"
"9638";"Gm16101"
"9639";"Gm16102"
"9640";"Gm16103"
"9641";"Gm16106"
"9642";"Gm16107"
"9643";"Gm16111"
"9644";"Gm16112"
"9645";"Gm16113"
"9646";"Gm16114"
"9647";"Gm16123"
"9648";"Gm16125"
"9649";"Gm16128"
"9650";"Gm16129"
"9651";"Gm16134"
"9652";"Gm16138"
"9653";"Gm16139"
"9654";"Gm16147"
"9655";"Gm16148"
"9656";"Gm16149"
"9657";"Gm16162"
"9658";"Gm16164"
"9659";"Gm16165"
"9660";"Gm16166"
"9661";"Gm16167"
"9662";"Gm16171"
"9663";"Gm16177"
"9664";"Gm16179"
"9665";"Gm16181"
"9666";"Gm16184"
"9667";"Gm16186"
"9668";"Gm16198"
"9669";"Gm16199"
"9670";"Gm16200"
"9671";"Gm16202"
"9672";"Gm16204"
"9673";"Gm16205"
"9674";"Gm16209"
"9675";"Gm16210"
"9676";"Gm16215"
"9677";"Gm16216"
"9678";"Gm16218"
"9679";"Gm16219"
"9680";"Gm16221"
"9681";"Gm16223"
"9682";"Gm16228"
"9683";"Gm16232"
"9684";"Gm16236"
"9685";"Gm16238"
"9686";"Gm16242"
"9687";"Gm16250"
"9688";"Gm16253"
"9689";"Gm16254"
"9690";"Gm16259"
"9691";"Gm16260"
"9692";"Gm16261"
"9693";"Gm16265"
"9694";"Gm16269"
"9695";"Gm16270"
"9696";"Gm16274"
"9697";"Gm16276"
"9698";"Gm16284"
"9699";"Gm16285"
"9700";"Gm16286"
"9701";"Gm16288"
"9702";"Gm16289"
"9703";"Gm16290"
"9704";"Gm16296"
"9705";"Gm16297"
"9706";"Gm16298"
"9707";"Gm16300"
"9708";"Gm16301"
"9709";"Gm16303"
"9710";"Gm16304"
"9711";"Gm16305"
"9712";"Gm16307"
"9713";"Gm16318"
"9714";"Gm16326"
"9715";"Gm16327"
"9716";"Gm16328"
"9717";"Gm16329"
"9718";"Gm16330"
"9719";"Gm16331"
"9720";"Gm16332"
"9721";"Gm16335"
"9722";"Gm16342"
"9723";"Gm16345"
"9724";"Gm16353"
"9725";"Gm16354"
"9726";"Gm16355"
"9727";"Gm16356"
"9728";"Gm16357"
"9729";"Gm16358"
"9730";"Gm16359"
"9731";"Gm16362"
"9732";"Gm16363"
"9733";"Gm16367"
"9734";"Gm16368"
"9735";"Gm16372"
"9736";"Gm16373"
"9737";"Gm16378"
"9738";"Gm16379"
"9739";"Gm16380"
"9740";"Gm16381"
"9741";"Gm16383"
"9742";"Gm16387"
"9743";"Gm16391"
"9744";"Gm16394"
"9745";"Gm16397"
"9746";"Gm16399"
"9747";"Gm16400"
"9748";"Gm16404"
"9749";"Gm16405"
"9750";"Gm16407"
"9751";"Gm16409"
"9752";"Gm16410"
"9753";"Gm16411"
"9754";"Gm16412"
"9755";"Gm16415"
"9756";"Gm16416"
"9757";"Gm16418"
"9758";"Gm16420"
"9759";"Gm16421"
"9760";"Gm16423"
"9761";"Gm16425"
"9762";"Gm16427"
"9763";"Gm16428"
"9764";"Gm16429"
"9765";"Gm16430"
"9766";"Gm16431"
"9767";"Gm16433"
"9768";"Gm16434"
"9769";"Gm16436"
"9770";"Gm16437"
"9771";"Gm16439"
"9772";"Gm16440"
"9773";"Gm16441"
"9774";"Gm16445"
"9775";"Gm16451"
"9776";"Gm16456"
"9777";"Gm16458"
"9778";"Gm16459"
"9779";"Gm16463"
"9780";"Gm16464"
"9781";"Gm16465"
"9782";"Gm16470"
"9783";"Gm16471"
"9784";"Gm16477"
"9785";"Gm16479"
"9786";"Gm16480"
"9787";"Gm16481"
"9788";"Gm16487"
"9789";"Gm16490"
"9790";"Gm16494"
"9791";"Gm16505"
"9792";"Gm16506"
"9793";"Gm16510"
"9794";"Gm16511"
"9795";"Gm16513"
"9796";"Gm16518"
"9797";"Gm16519"
"9798";"Gm16523"
"9799";"Gm16531"
"9800";"Gm16533"
"9801";"Gm16539"
"9802";"Gm16545"
"9803";"Gm16546"
"9804";"Gm16547"
"9805";"Gm16550"
"9806";"Gm16557"
"9807";"Gm16558"
"9808";"Gm16560"
"9809";"Gm16561"
"9810";"Gm16563"
"9811";"Gm16569"
"9812";"Gm16570"
"9813";"Gm16571"
"9814";"Gm16574"
"9815";"Gm16580"
"9816";"Gm16581"
"9817";"Gm16584"
"9818";"Gm16585"
"9819";"Gm16588"
"9820";"Gm16589"
"9821";"Gm1673"
"9822";"Gm16867"
"9823";"Gm16968"
"9824";"Gm17014"
"9825";"Gm17018"
"9826";"Gm17019"
"9827";"Gm17020"
"9828";"Gm17022"
"9829";"Gm17026"
"9830";"Gm17027"
"9831";"Gm17030"
"9832";"Gm17031"
"9833";"Gm17038"
"9834";"Gm17040"
"9835";"Gm17042"
"9836";"Gm17043"
"9837";"Gm17044"
"9838";"Gm17045"
"9839";"Gm17046"
"9840";"Gm17047"
"9841";"Gm17048"
"9842";"Gm17051"
"9843";"Gm17052"
"9844";"Gm17053"
"9845";"Gm17054"
"9846";"Gm17060"
"9847";"Gm17061"
"9848";"Gm17062"
"9849";"Gm17063"
"9850";"Gm17064"
"9851";"Gm17065"
"9852";"Gm17067"
"9853";"Gm17068"
"9854";"Gm17069"
"9855";"Gm17070"
"9856";"Gm17072"
"9857";"Gm17073"
"9858";"Gm17074"
"9859";"Gm17075"
"9860";"Gm17076"
"9861";"Gm17078"
"9862";"Gm17079"
"9863";"Gm17081"
"9864";"Gm17082"
"9865";"Gm17083"
"9866";"Gm17084"
"9867";"Gm17085"
"9868";"Gm17086"
"9869";"Gm17087"
"9870";"Gm17091"
"9871";"Gm17093"
"9872";"Gm17097"
"9873";"Gm17100"
"9874";"Gm17101"
"9875";"Gm17107"
"9876";"Gm17109"
"9877";"Gm17113"
"9878";"Gm17117"
"9879";"Gm17119"
"9880";"Gm17121"
"9881";"Gm17124"
"9882";"Gm17126"
"9883";"Gm17129"
"9884";"Gm17131"
"9885";"Gm17132"
"9886";"Gm17136"
"9887";"Gm17137"
"9888";"Gm17138"
"9889";"Gm17142"
"9890";"Gm17147"
"9891";"Gm17148"
"9892";"Gm17149"
"9893";"Gm17150"
"9894";"Gm17152"
"9895";"Gm17153"
"9896";"Gm17154"
"9897";"Gm17155"
"9898";"Gm17157"
"9899";"Gm17158"
"9900";"Gm17159"
"9901";"Gm17161"
"9902";"Gm17162"
"9903";"Gm17164"
"9904";"Gm17165"
"9905";"Gm17166"
"9906";"Gm17169"
"9907";"Gm17170"
"9908";"Gm17174"
"9909";"Gm17175"
"9910";"Gm17177"
"9911";"Gm17181"
"9912";"Gm17183"
"9913";"Gm17184"
"9914";"Gm17186"
"9915";"Gm17187"
"9916";"Gm17190"
"9917";"Gm17192"
"9918";"Gm17194"
"9919";"Gm17195"
"9920";"Gm17198"
"9921";"Gm17199"
"9922";"Gm17204"
"9923";"Gm17205"
"9924";"Gm17208"
"9925";"Gm17212"
"9926";"Gm17213"
"9927";"Gm17214"
"9928";"Gm17217"
"9929";"Gm17219"
"9930";"Gm17221"
"9931";"Gm17222"
"9932";"Gm17223"
"9933";"Gm17228"
"9934";"Gm17229"
"9935";"Gm17230"
"9936";"Gm17235"
"9937";"Gm17258"
"9938";"Gm17268"
"9939";"Gm17271"
"9940";"Gm17304"
"9941";"Gm17330"
"9942";"Gm17332"
"9943";"Gm17349"
"9944";"Gm17359"
"9945";"Gm17364"
"9946";"Gm17366"
"9947";"Gm17374"
"9948";"Gm17376"
"9949";"Gm17377"
"9950";"Gm17383"
"9951";"Gm17387"
"9952";"Gm17391"
"9953";"Gm17402"
"9954";"Gm17415"
"9955";"Gm17416"
"9956";"Gm17420"
"9957";"Gm17421"
"9958";"Gm17428"
"9959";"Gm17430"
"9960";"Gm17450"
"9961";"Gm17455"
"9962";"Gm17472"
"9963";"Gm17482"
"9964";"Gm17490"
"9965";"Gm17511"
"9966";"Gm17528"
"9967";"Gm17535"
"9968";"Gm17538"
"9969";"Gm17541"
"9970";"Gm17542"
"9971";"Gm17545"
"9972";"Gm17555"
"9973";"Gm17571"
"9974";"Gm17572"
"9975";"Gm1758"
"9976";"Gm17581"
"9977";"Gm17604"
"9978";"Gm17606"
"9979";"Gm17617"
"9980";"Gm17622"
"9981";"Gm17631"
"9982";"Gm17651"
"9983";"Gm17654"
"9984";"Gm17655"
"9985";"Gm17657"
"9986";"Gm17660"
"9987";"Gm17661"
"9988";"Gm17662"
"9989";"Gm17669"
"9990";"Gm17709"
"9991";"Gm17711"
"9992";"Gm17720"
"9993";"Gm17728"
"9994";"Gm17748"
"9995";"Gm17752"
"9996";"Gm17764"
"9997";"Gm17771"
"9998";"Gm17777"
"9999";"Gm17781"
"10000";"Gm17782"
"10001";"Gm17786"
"10002";"Gm17790"
"10003";"Gm17791"
"10004";"Gm17796"
"10005";"Gm17797"
"10006";"Gm17798"
"10007";"Gm17799"
"10008";"Gm17800"
"10009";"Gm17806"
"10010";"Gm17807"
"10011";"Gm17813"
"10012";"Gm17826"
"10013";"Gm17828"
"10014";"Gm17836"
"10015";"Gm17837"
"10016";"Gm17847"
"10017";"Gm17867"
"10018";"Gm17868"
"10019";"Gm17877"
"10020";"Gm17895"
"10021";"Gm17907"
"10022";"Gm17916"
"10023";"Gm17919"
"10024";"Gm17929"
"10025";"Gm17934"
"10026";"Gm17944"
"10027";"Gm17946"
"10028";"Gm17952"
"10029";"Gm17953"
"10030";"Gm17965"
"10031";"Gm17966"
"10032";"Gm17967"
"10033";"Gm17968"
"10034";"Gm17969"
"10035";"Gm17970"
"10036";"Gm17971"
"10037";"Gm17973"
"10038";"Gm17976"
"10039";"Gm17981"
"10040";"Gm17983"
"10041";"Gm18006"
"10042";"Gm18014"
"10043";"Gm18025"
"10044";"Gm18033"
"10045";"Gm18036"
"10046";"Gm18117"
"10047";"Gm18128"
"10048";"Gm18150"
"10049";"Gm18159"
"10050";"Gm18177"
"10051";"Gm1818"
"10052";"Gm18180"
"10053";"Gm18181"
"10054";"Gm18182"
"10055";"Gm18183"
"10056";"Gm18185"
"10057";"Gm18186"
"10058";"Gm18190"
"10059";"Gm18191"
"10060";"Gm18199"
"10061";"Gm18200"
"10062";"Gm18201"
"10063";"Gm18248"
"10064";"Gm18254"
"10065";"Gm1826"
"10066";"Gm18284"
