"";"gene"
"21309";"Plscr3"
"21310";"Plscr4"
"21311";"Plscr5"
"21312";"Pltp"
"21313";"Plvap"
"21314";"Plxdc1"
"21315";"Plxdc2"
"21316";"Plxna1"
"21317";"Plxna2"
"21318";"Plxna3"
"21319";"Plxna4"
"21320";"Plxnb1"
"21321";"Plxnb2"
"21322";"Plxnb3"
"21323";"Plxnc1"
"21324";"Plxnd1"
"21325";"Pm20d1"
"21326";"Pm20d2"
"21327";"Pmaip1"
"21328";"Pmch"
"21329";"Pmel"
"21330";"Pmepa1"
"21331";"Pmf1"
"21332";"Pmfbp1"
"21333";"Pml"
"21334";"Pmm1"
"21335";"Pmm2"
"21336";"Pmp2"
"21337";"Pmp22"
"21338";"Pmpca"
"21339";"Pmpcb"
"21340";"Pms1"
"21341";"Pms2"
"21342";"Pmvk"
"21343";"Pnck"
"21344";"Pnisr"
"21345";"Pnkd"
"21346";"Pnkp"
"21347";"Pnldc1"
"21348";"Pnlip"
"21349";"Pnliprp1"
"21350";"Pnliprp2"
"21351";"Pnma1"
"21352";"Pnma2"
"21353";"Pnma3"
"21354";"Pnma5"
"21355";"Pnmal1"
"21356";"Pnmal2"
"21357";"Pnmt"
"21358";"Pnn"
"21359";"Pno1"
"21360";"Pnoc"
"21361";"Pnp"
"21362";"Pnp2"
"21363";"Pnpla1"
"21364";"Pnpla2"
"21365";"Pnpla3"
"21366";"Pnpla5"
"21367";"Pnpla6"
"21368";"Pnpla7"
"21369";"Pnpla8"
"21370";"Pnpo"
"21371";"Pnpt1"
"21372";"Pnrc1"
"21373";"Pnrc2"
"21374";"Poc1a"
"21375";"Poc1b"
"21376";"Poc5"
"21377";"Podn"
"21378";"Podnl1"
"21379";"Podxl"
"21380";"Podxl2"
"21381";"Pof1b"
"21382";"Pofut1"
"21383";"Pofut2"
"21384";"Pogk"
"21385";"Poglut1"
"21386";"Pogz"
"21387";"Pola1"
"21388";"Pola2"
"21389";"Polb"
"21390";"Pold1"
"21391";"Pold2"
"21392";"Pold3"
"21393";"Pold4"
"21394";"Poldip2"
"21395";"Poldip3"
"21396";"Pole"
"21397";"Pole2"
"21398";"Pole3"
"21399";"Pole4"
"21400";"Polg"
"21401";"Polg2"
"21402";"Polh"
"21403";"Poli"
"21404";"Polk"
"21405";"Poll"
"21406";"Polm"
"21407";"Poln"
"21408";"Polq"
"21409";"Polr1a"
"21410";"Polr1b"
"21411";"Polr1c"
"21412";"Polr1d"
"21413";"Polr1e"
"21414";"Polr2a"
"21415";"Polr2b"
"21416";"Polr2c"
"21417";"Polr2d"
"21418";"Polr2e"
"21419";"Polr2f"
"21420";"Polr2g"
"21421";"Polr2h"
"21422";"Polr2i"
"21423";"Polr2j"
"21424";"Polr2k"
"21425";"Polr2k-ps"
"21426";"Polr2l"
"21427";"Polr2m"
"21428";"Polr3a"
"21429";"Polr3b"
"21430";"Polr3c"
"21431";"Polr3d"
"21432";"Polr3e"
"21433";"Polr3f"
"21434";"Polr3g"
"21435";"Polr3gl"
"21436";"Polr3h"
"21437";"Polr3k"
"21438";"Polrmt"
"21439";"Pom121"
"21440";"Pom121l12"
"21441";"Pom121l2"
"21442";"Pomc"
"21443";"Pomgnt1"
"21444";"Pomgnt2"
"21445";"Pomk"
"21446";"Pomp"
"21447";"Pomt1"
"21448";"Pomt2"
"21449";"Pon1"
"21450";"Pon2"
"21451";"Pon3"
"21452";"Pop1"
"21453";"Pop4"
"21454";"Pop5"
"21455";"Pop7"
"21456";"Popdc2"
"21457";"Popdc3"
"21458";"Por"
"21459";"Porcn"
"21460";"Postn"
"21461";"Pot1a"
"21462";"Pot1b"
"21463";"Poteg"
"21464";"Pou1f1"
"21465";"Pou2af1"
"21466";"Pou2f1"
"21467";"Pou2f2"
"21468";"Pou2f3"
"21469";"Pou2f3-rs1"
"21470";"Pou3f1"
"21471";"Pou3f2"
"21472";"Pou3f3"
"21473";"Pou3f4"
"21474";"Pou4f1"
"21475";"Pou4f2"
"21476";"Pou4f3"
"21477";"Pou5f1"
"21478";"Pou5f2"
"21479";"Pou6f1"
"21480";"Pou6f2"
"21481";"Pp2d1"
"21482";"Ppa1"
"21483";"Ppa2"
"21484";"Ppan"
"21485";"Ppara"
"21486";"Ppard"
"21487";"Pparg"
"21488";"Ppargc1a"
"21489";"Ppargc1b"
"21490";"Ppat"
"21491";"Ppbp"
"21492";"Ppcdc"
"21493";"Ppcs"
"21494";"Ppdpf"
"21495";"Ppef1"
"21496";"Ppef2"
"21497";"Ppfia1"
"21498";"Ppfia2"
"21499";"Ppfia3"
"21500";"Ppfia4"
"21501";"Ppfibp1"
"21502";"Ppfibp2"
"21503";"Pphln1"
"21504";"Ppia"
"21505";"Ppib"
"21506";"Ppic"
"21507";"Ppid"
"21508";"Ppie"
"21509";"Ppif"
"21510";"Ppig"
"21511";"Ppih"
"21512";"Ppil1"
"21513";"Ppil2"
"21514";"Ppil3"
"21515";"Ppil4"
"21516";"Ppil6"
"21517";"Ppip5k1"
"21518";"Ppip5k2"
"21519";"Ppl"
"21520";"Ppm1a"
"21521";"Ppm1b"
"21522";"Ppm1d"
"21523";"Ppm1e"
"21524";"Ppm1f"
"21525";"Ppm1g"
"21526";"Ppm1h"
"21527";"Ppm1j"
"21528";"Ppm1k"
"21529";"Ppm1l"
"21530";"Ppm1m"
"21531";"Ppm1n"
"21532";"Ppme1"
"21533";"Ppox"
"21534";"Ppp1ca"
"21535";"Ppp1cb"
"21536";"Ppp1cc"
"21537";"Ppp1r10"
"21538";"Ppp1r11"
"21539";"Ppp1r12a"
"21540";"Ppp1r12b"
"21541";"Ppp1r12c"
"21542";"Ppp1r13b"
"21543";"Ppp1r13l"
"21544";"Ppp1r14a"
"21545";"Ppp1r14b"
"21546";"Ppp1r14c"
"21547";"Ppp1r14d"
"21548";"Ppp1r15a"
"21549";"Ppp1r15b"
"21550";"Ppp1r16a"
"21551";"Ppp1r16b"
"21552";"Ppp1r17"
"21553";"Ppp1r18"
"21554";"Ppp1r1a"
"21555";"Ppp1r1b"
"21556";"Ppp1r1c"
"21557";"Ppp1r2"
"21558";"Ppp1r2-ps1"
"21559";"Ppp1r2-ps2"
"21560";"Ppp1r2-ps3"
"21561";"Ppp1r2-ps4"
"21562";"Ppp1r2-ps6"
"21563";"Ppp1r2-ps7"
"21564";"Ppp1r2-ps9"
"21565";"Ppp1r21"
"21566";"Ppp1r26"
"21567";"Ppp1r27"
"21568";"Ppp1r32"
"21569";"Ppp1r35"
"21570";"Ppp1r36"
"21571";"Ppp1r37"
"21572";"Ppp1r3a"
"21573";"Ppp1r3b"
"21574";"Ppp1r3c"
"21575";"Ppp1r3d"
"21576";"Ppp1r3e"
"21577";"Ppp1r3f"
"21578";"Ppp1r3g"
"21579";"Ppp1r42"
"21580";"Ppp1r7"
"21581";"Ppp1r8"
"21582";"Ppp1r9a"
"21583";"Ppp1r9b"
"21584";"Ppp2ca"
"21585";"Ppp2cb"
"21586";"Ppp2r1a"
"21587";"Ppp2r1b"
"21588";"Ppp2r2a"
"21589";"Ppp2r2b"
"21590";"Ppp2r2c"
"21591";"Ppp2r2d"
"21592";"Ppp2r3a"
"21593";"Ppp2r3c"
"21594";"Ppp2r3d"
"21595";"Ppp2r5a"
"21596";"Ppp2r5b"
"21597";"Ppp2r5c"
"21598";"Ppp2r5d"
"21599";"Ppp2r5e"
"21600";"Ppp3ca"
"21601";"Ppp3cb"
"21602";"Ppp3cc"
"21603";"Ppp3r1"
"21604";"Ppp3r2"
"21605";"Ppp4c"
"21606";"Ppp4r1"
"21607";"Ppp4r1l-ps"
"21608";"Ppp4r2"
"21609";"Ppp4r4"
"21610";"Ppp5c"
"21611";"Ppp6c"
"21612";"Ppp6r1"
"21613";"Ppp6r2"
"21614";"Ppp6r3"
"21615";"Pprc1"
"21616";"Ppt1"
"21617";"Ppt2"
"21618";"Pptc7"
"21619";"Ppwd1"
"21620";"Ppy"
"21621";"Pqbp1"
"21622";"Pqlc2"
"21623";"Pqlc3"
"21624";"Pradc1"
"21625";"Praf2"
"21626";"Pram1"
"21627";"Prame"
"21628";"Pramef12"
"21629";"Pramef17"
"21630";"Pramef25"
"21631";"Pramef6"
"21632";"Pramef8"
"21633";"Pramel"
"21634";"Pramel1"
"21635";"Pramel3"
"21636";"Pramel4"
"21637";"Pramel5"
"21638";"Pramel6"
"21639";"Pramel7"
"21640";"Prap1"
"21641";"Prb1"
"21642";"Prc1"
"21643";"Prcc"
"21644";"Prcp"
"21645";"Prdm1"
"21646";"Prdm10"
"21647";"Prdm11"
"21648";"Prdm12"
"21649";"Prdm13"
"21650";"Prdm14"
"21651";"Prdm15"
"21652";"Prdm16"
"21653";"Prdm2"
"21654";"Prdm4"
"21655";"Prdm5"
"21656";"Prdm6"
"21657";"Prdm8"
"21658";"Prdm9"
"21659";"Prdx1"
"21660";"Prdx2"
"21661";"Prdx3"
"21662";"Prdx4"
"21663";"Prdx5"
"21664";"Prdx6"
"21665";"Prdx6-ps2"
"21666";"Prdx6b"
"21667";"Preb"
"21668";"Prelid1"
"21669";"Prelid2"
"21670";"Prelp"
"21671";"Prep"
"21672";"Prepl"
"21673";"Prex1"
"21674";"Prex2"
"21675";"Prf1"
"21676";"Prg2"
"21677";"Prg3"
"21678";"Prg4"
"21679";"Prh1"
"21680";"Prickle1"
"21681";"Prickle2"
"21682";"Prickle3"
"21683";"Prickle4"
"21684";"Prim1"
"21685";"Prim2"
"21686";"Prima1"
"21687";"Primpol"
"21688";"Prkaa1"
"21689";"Prkaa2"
"21690";"Prkab1"
"21691";"Prkab2"
"21692";"Prkaca"
"21693";"Prkaca-ps1"
"21694";"Prkacb"
"21695";"Prkag1"
"21696";"Prkag2"
"21697";"Prkag3"
"21698";"Prkar1a"
"21699";"Prkar1b"
"21700";"Prkar2a"
"21701";"Prkar2b"
"21702";"Prkca"
"21703";"Prkcb"
"21704";"Prkcd"
"21705";"Prkce"
"21706";"Prkcg"
"21707";"Prkch"
"21708";"Prkci"
"21709";"Prkcq"
"21710";"Prkcsh"
"21711";"Prkcz"
"21712";"Prkd1"
"21713";"Prkd2"
"21714";"Prkd3"
"21715";"Prkdc"
"21716";"Prkg1"
"21717";"Prkg2"
"21718";"Prkra"
"21719";"Prkrip1"
"21720";"Prkx"
"21721";"Prl"
"21722";"Prl2a1"
"21723";"Prl2b1"
"21724";"Prl2c1"
"21725";"Prl2c2"
"21726";"Prl2c3"
"21727";"Prl2c5"
"21728";"Prl3a1"
"21729";"Prl3b1"
"21730";"Prl3c1"
"21731";"Prl3d1"
"21732";"Prl3d2"
"21733";"Prl3d3"
"21734";"Prl4a1"
"21735";"Prl5a1"
"21736";"Prl6a1"
"21737";"Prl7a1"
"21738";"Prl7a2"
"21739";"Prl7b1"
"21740";"Prl7c1"
"21741";"Prl7d1"
"21742";"Prl8a1"
"21743";"Prl8a2"
"21744";"Prl8a6"
"21745";"Prl8a8"
"21746";"Prl8a9"
"21747";"Prlh"
"21748";"Prlhr"
"21749";"Prlr"
"21750";"Prm1"
"21751";"Prm2"
"21752";"Prm3"
"21753";"Prmt1"
"21754";"Prmt2"
"21755";"Prmt3"
"21756";"Prmt5"
"21757";"Prmt6"
"21758";"Prmt7"
"21759";"Prmt8"
"21760";"Prmt9"
"21761";"Prnd"
"21762";"Prnp"
"21763";"Prob1"
"21764";"Proc"
"21765";"Proca1"
"21766";"Procr"
"21767";"Prodh"
"21768";"Prodh2"
"21769";"Prok1"
"21770";"Prok2"
"21771";"Prokr1"
"21772";"Prokr2"
"21773";"Prol1"
"21774";"Prom1"
"21775";"Prom2"
"21776";"Prop1"
"21777";"Prorsd1"
"21778";"Pros1"
"21779";"Proser1"
"21780";"Proser2"
"21781";"Proser3"
"21782";"Prox1"
"21783";"Prox2"
"21784";"Proz"
"21785";"Prp2"
"21786";"Prpf18"
"21787";"Prpf19"
"21788";"Prpf3"
"21789";"Prpf31"
"21790";"Prpf38a"
"21791";"Prpf38b"
"21792";"Prpf39"
"21793";"Prpf4"
"21794";"Prpf40a"
"21795";"Prpf40b"
"21796";"Prpf4b"
"21797";"Prpf6"
"21798";"Prpf8"
"21799";"Prph"
"21800";"Prph2"
"21801";"Prpmp5"
"21802";"Prps1"
"21803";"Prps1l1"
"21804";"Prps1l3"
"21805";"Prps2"
"21806";"Prpsap1"
"21807";"Prpsap2"
"21808";"Prr11"
"21809";"Prr12"
"21810";"Prr13"
"21811";"Prr14"
"21812";"Prr14l"
"21813";"Prr15"
"21814";"Prr15l"
"21815";"Prr16"
"21816";"Prr18"
"21817";"Prr19"
"21818";"Prr22"
"21819";"Prr23a1"
"21820";"Prr23a2"
"21821";"Prr23a3"
"21822";"Prr27"
"21823";"Prr29"
"21824";"Prr3"
"21825";"Prr30"
"21826";"Prr32"
"21827";"Prr33"
"21828";"Prr36"
"21829";"Prr5"
"21830";"Prr5l"
"21831";"Prr7"
"21832";"Prr9"
"21833";"Prrc1"
"21834";"Prrc2a"
"21835";"Prrc2b"
"21836";"Prrc2c"
"21837";"Prrg1"
"21838";"Prrg2"
"21839";"Prrg3"
"21840";"Prrg4"
"21841";"Prrt1"
"21842";"Prrt2"
"21843";"Prrt3"
"21844";"Prrt4"
"21845";"Prrx1"
"21846";"Prrx2"
"21847";"Prrxl1"
"21848";"Prss1"
"21849";"Prss12"
"21850";"Prss16"
"21851";"Prss2"
"21852";"Prss21"
"21853";"Prss22"
"21854";"Prss23"
"21855";"Prss27"
"21856";"Prss28"
"21857";"Prss29"
"21858";"Prss3"
"21859";"Prss30"
"21860";"Prss32"
"21861";"Prss33"
"21862";"Prss34"
"21863";"Prss35"
"21864";"Prss36"
"21865";"Prss37"
"21866";"Prss38"
"21867";"Prss39"
"21868";"Prss40"
"21869";"Prss41"
"21870";"Prss42"
"21871";"Prss43"
"21872";"Prss44"
"21873";"Prss45"
"21874";"Prss46"
"21875";"Prss47"
"21876";"Prss48"
"21877";"Prss50"
"21878";"Prss51"
"21879";"Prss52"
"21880";"Prss53"
"21881";"Prss54"
"21882";"Prss55"
"21883";"Prss56"
"21884";"Prss57"
"21885";"Prss58"
"21886";"Prss8"
"21887";"Prtg"
"21888";"Prtn3"
"21889";"Prune1"
"21890";"Prune2"
"21891";"Prx"
"21892";"Psap"
"21893";"Psapl1"
"21894";"Psat1"
"21895";"Psca"
"21896";"Psd"
"21897";"Psd2"
"21898";"Psd3"
"21899";"Psd4"
"21900";"Psen1"
"21901";"Psen2"
"21902";"Psenen"
"21903";"Psg-ps1"
"21904";"Psg16"
"21905";"Psg17"
"21906";"Psg18"
"21907";"Psg19"
"21908";"Psg20"
"21909";"Psg21"
"21910";"Psg22"
"21911";"Psg23"
"21912";"Psg25"
"21913";"Psg26"
"21914";"Psg27"
"21915";"Psg28"
"21916";"Psg29"
"21917";"Psip1"
"21918";"Pskh1"
"21919";"Psma1"
"21920";"Psma2"
"21921";"Psma3"
"21922";"Psma4"
"21923";"Psma5"
"21924";"Psma6"
"21925";"Psma7"
"21926";"Psma8"
"21927";"Psmb1"
"21928";"Psmb10"
"21929";"Psmb11"
"21930";"Psmb2"
"21931";"Psmb3"
"21932";"Psmb4"
"21933";"Psmb5"
"21934";"Psmb5-ps"
"21935";"Psmb6"
"21936";"Psmb6-ps"
"21937";"Psmb6-ps2"
"21938";"Psmb7"
"21939";"Psmb7-ps2"
"21940";"Psmb8"
"21941";"Psmb9"
"21942";"Psmc1"
"21943";"Psmc2"
"21944";"Psmc3"
"21945";"Psmc3ip"
"21946";"Psmc4"
"21947";"Psmc5"
"21948";"Psmc6"
"21949";"Psmd1"
"21950";"Psmd10"
"21951";"Psmd11"
"21952";"Psmd12"
"21953";"Psmd13"
"21954";"Psmd14"
"21955";"Psmd2"
"21956";"Psmd3"
"21957";"Psmd4"
"21958";"Psmd5"
"21959";"Psmd6"
"21960";"Psmd7"
"21961";"Psmd8"
"21962";"Psmd9"
"21963";"Psme1"
"21964";"Psme2"
"21965";"Psme2b"
"21966";"Psme3"
"21967";"Psme4"
"21968";"Psmf1"
"21969";"Psmg1"
"21970";"Psmg2"
"21971";"Psmg3"
"21972";"Psmg4"
"21973";"Psors1c2"
"21974";"Pspc1"
"21975";"Psph"
"21976";"Pspn"
"21977";"Psrc1"
"21978";"Pstk"
"21979";"Pstpip1"
"21980";"Pstpip2"
"21981";"Ptafr"
"21982";"Ptar1"
"21983";"Ptbp1"
"21984";"Ptbp2"
"21985";"Ptbp3"
"21986";"Ptcd1"
"21987";"Ptcd2"
"21988";"Ptcd3"
"21989";"Ptch1"
"21990";"Ptch2"
"21991";"Ptchd1"
"21992";"Ptchd3"
"21993";"Ptchd4"
"21994";"Ptcra"
"21995";"Ptdss1"
"21996";"Ptdss2"
"21997";"Pten"
"21998";"Pter"
"21999";"Ptf1a"
"22000";"Ptgdr"
"22001";"Ptgdr2"
"22002";"Ptgds"
"22003";"Ptger1"
"22004";"Ptger2"
"22005";"Ptger3"
"22006";"Ptger4"
"22007";"Ptges"
"22008";"Ptges2"
"22009";"Ptges3"
"22010";"Ptges3l"
"22011";"Ptgfr"
"22012";"Ptgfrn"
"22013";"Ptgir"
"22014";"Ptgis"
"22015";"Ptgr1"
"22016";"Ptgr2"
"22017";"Ptgs1"
"22018";"Ptgs2"
"22019";"Pth"
"22020";"Pth1r"
"22021";"Pth2"
"22022";"Pth2r"
"22023";"Pthlh"
"22024";"Ptk2"
"22025";"Ptk2b"
"22026";"Ptk6"
"22027";"Ptk7"
"22028";"Ptma"
"22029";"Ptma-ps1"
"22030";"Ptms"
"22031";"Ptn"
"22032";"Ptov1"
"22033";"Ptp4a1"
"22034";"Ptp4a2"
"22035";"Ptp4a3"
"22036";"Ptpa"
"22037";"Ptpdc1"
"22038";"Ptpn1"
"22039";"Ptpn11"
"22040";"Ptpn12"
"22041";"Ptpn13"
"22042";"Ptpn14"
"22043";"Ptpn18"
"22044";"Ptpn2"
"22045";"Ptpn20"
"22046";"Ptpn21"
"22047";"Ptpn22"
"22048";"Ptpn23"
"22049";"Ptpn3"
"22050";"Ptpn4"
"22051";"Ptpn5"
"22052";"Ptpn6"
"22053";"Ptpn7"
"22054";"Ptpn9"
"22055";"Ptpra"
"22056";"Ptprb"
"22057";"Ptprc"
"22058";"Ptprcap"
"22059";"Ptprd"
"22060";"Ptpre"
"22061";"Ptprf"
"22062";"Ptprg"
"22063";"Ptprh"
"22064";"Ptprj"
"22065";"Ptprk"
"22066";"Ptprm"
"22067";"Ptprn"
"22068";"Ptprn2"
"22069";"Ptpro"
"22070";"Ptprq"
"22071";"Ptprr"
"22072";"Ptprs"
"22073";"Ptprt"
"22074";"Ptpru"
"22075";"Ptprz1"
"22076";"Ptrh1"
"22077";"Ptrh2"
"22078";"Ptrhd1"
"22079";"Pts"
"22080";"Pttg1"
"22081";"Pttg1ip"
"22082";"Ptx3"
"22083";"Ptx4"
"22084";"Puf60"
"22085";"Pum1"
"22086";"Pum2"
"22087";"Pum3"
"22088";"Pura"
"22089";"Purb"
"22090";"Purg"
"22091";"Pus1"
"22092";"Pus10"
"22093";"Pus3"
"22094";"Pus7"
"22095";"Pus7l"
"22096";"Pusl1"
"22097";"Pvalb"
"22098";"Pvr"
"22099";"Pwp1"
"22100";"Pwp2"
"22101";"Pwwp2a"
"22102";"Pwwp2b"
"22103";"Pxdc1"
"22104";"Pxdn"
"22105";"Pxk"
"22106";"Pxmp2"
"22107";"Pxmp4"
"22108";"Pxn"
"22109";"Pxt1"
"22110";"Pxylp1"
"22111";"Pycard"
"22112";"Pycr1"
"22113";"Pycr2"
"22114";"Pycrl"
"22115";"Pygb"
"22116";"Pygl"
"22117";"Pygm"
"22118";"Pygo1"
"22119";"Pygo2"
"22120";"Pym1"
"22121";"Pyroxd1"
"22122";"Pyroxd2"
"22123";"Pyurf"
"22124";"Pyy"
"22125";"Pzp"
"22126";"Qars"
"22127";"Qdpr"
"22128";"Qk"
"22129";"Qpct"
"22130";"Qpctl"
"22131";"Qprt"
"22132";"Qrfp"
"22133";"Qrfpr"
"22134";"Qrich1"
"22135";"Qrich2"
"22136";"Qrsl1"
"22137";"Qser1"
"22138";"Qsox1"
"22139";"Qsox2"
"22140";"Qtrt1"
"22141";"R3hcc1"
"22142";"R3hcc1l"
"22143";"R3hdm1"
"22144";"R3hdm2"
"22145";"R3hdm4"
"22146";"R3hdml"
"22147";"Rab10"
"22148";"Rab11a"
"22149";"Rab11b"
"22150";"Rab11b-ps2"
"22151";"Rab11fip1"
"22152";"Rab11fip2"
"22153";"Rab11fip3"
"22154";"Rab11fip4"
"22155";"Rab11fip5"
"22156";"Rab12"
"22157";"Rab13"
"22158";"Rab14"
"22159";"Rab15"
"22160";"Rab17"
"22161";"Rab18"
"22162";"Rab19"
"22163";"Rab1a"
"22164";"Rab1b"
"22165";"Rab20"
"22166";"Rab21"
"22167";"Rab22a"
"22168";"Rab23"
"22169";"Rab24"
"22170";"Rab25"
"22171";"Rab26"
"22172";"Rab27a"
"22173";"Rab27b"
"22174";"Rab28"
"22175";"Rab29"
"22176";"Rab2a"
"22177";"Rab2b"
"22178";"Rab30"
"22179";"Rab31"
"22180";"Rab32"
"22181";"Rab33a"
"22182";"Rab33b"
"22183";"Rab34"
"22184";"Rab35"
"22185";"Rab36"
"22186";"Rab37"
"22187";"Rab38"
"22188";"Rab39"
"22189";"Rab39b"
"22190";"Rab3a"
"22191";"Rab3b"
"22192";"Rab3c"
"22193";"Rab3d"
"22194";"Rab3gap1"
"22195";"Rab3gap2"
"22196";"Rab3il1"
"22197";"Rab3ip"
"22198";"Rab40b"
"22199";"Rab40c"
"22200";"Rab42"
"22201";"Rab43"
"22202";"Rab44"
"22203";"Rab4a"
"22204";"Rab4b"
"22205";"Rab5a"
"22206";"Rab5b"
"22207";"Rab5c"
"22208";"Rab6a"
"22209";"Rab6b"
"22210";"Rab7"
"22211";"Rab7b"
"22212";"Rab8a"
"22213";"Rab8b"
"22214";"Rab9"
"22215";"Rab9b"
"22216";"Rab9b-ps1"
"22217";"Rabac1"
"22218";"Rabep1"
"22219";"Rabep2"
"22220";"Rabepk"
"22221";"Rabgap1"
"22222";"Rabgap1l"
"22223";"Rabgef1"
"22224";"Rabggta"
"22225";"Rabggtb"
"22226";"Rabif"
"22227";"Rabl2"
"22228";"Rabl3"
"22229";"Rabl6"
"22230";"Rac1"
"22231";"Rac2"
"22232";"Rac3"
"22233";"Racgap1"
"22234";"Rack1"
"22235";"Rad1"
"22236";"Rad17"
"22237";"Rad18"
"22238";"Rad21"
"22239";"Rad21l"
"22240";"Rad23a"
"22241";"Rad23b"
"22242";"Rad50"
"22243";"Rad51"
"22244";"Rad51ap1"
"22245";"Rad51ap2"
"22246";"Rad51b"
"22247";"Rad51c"
"22248";"Rad51d"
"22249";"Rad52"
"22250";"Rad54b"
"22251";"Rad54l"
"22252";"Rad54l2"
"22253";"Rad9a"
"22254";"Rad9b"
"22255";"Radil"
"22256";"Rae1"
"22257";"Raet1d"
"22258";"Raet1e"
"22259";"Raf1"
"22260";"Rag1"
"22261";"Rag2"
"22262";"Rai1"
"22263";"Rai14"
"22264";"Rai2"
"22265";"Rala"
"22266";"Ralb"
"22267";"Ralbp1"
"22268";"Ralgapa1"
"22269";"Ralgapa2"
"22270";"Ralgapb"
"22271";"Ralgds"
"22272";"Ralgps1"
"22273";"Ralgps2"
"22274";"Raly"
"22275";"Ralyl"
"22276";"Ramp1"
"22277";"Ramp2"
"22278";"Ramp3"
"22279";"Ran"
"22280";"Ranbp1"
"22281";"Ranbp10"
"22282";"Ranbp17"
"22283";"Ranbp2"
"22284";"Ranbp2-ps1"
"22285";"Ranbp2-ps10"
"22286";"Ranbp2-ps2"
"22287";"Ranbp2-ps3"
"22288";"Ranbp2-ps4"
"22289";"Ranbp2-ps5"
"22290";"Ranbp2-ps6"
"22291";"Ranbp2-ps7"
"22292";"Ranbp2-ps8"
"22293";"Ranbp2-ps9"
"22294";"Ranbp3"
"22295";"Ranbp3l"
"22296";"Ranbp6"
"22297";"Ranbp9"
"22298";"Rangap1"
"22299";"Rangrf"
"22300";"Rap1a"
"22301";"Rap1a-ps2"
"22302";"Rap1b"
"22303";"Rap1gap"
"22304";"Rap1gap2"
"22305";"Rap1gds1"
"22306";"Rap2a"
"22307";"Rap2b"
"22308";"Rap2c"
"22309";"Rapgef1"
"22310";"Rapgef2"
"22311";"Rapgef3"
"22312";"Rapgef4"
"22313";"Rapgef5"
"22314";"Rapgef6"
"22315";"Rapgefl1"
"22316";"Raph1"
"22317";"Rapsn"
"22318";"Rara"
"22319";"Rarb"
"22320";"Rarg"
"22321";"Rarres1"
"22322";"Rarres2"
"22323";"Rars"
"22324";"Rars2"
"22325";"Rasa1"
"22326";"Rasa2"
"22327";"Rasa3"
"22328";"Rasa4"
"22329";"Rasal1"
"22330";"Rasal2"
"22331";"Rasal3"
"22332";"Rasd1"
"22333";"Rasd2"
"22334";"Rasef"
"22335";"Rasgef1a"
"22336";"Rasgef1c"
"22337";"Rasgrf1"
"22338";"Rasgrf2"
"22339";"Rasgrp1"
"22340";"Rasgrp2"
"22341";"Rasgrp3"
"22342";"Rasgrp4"
"22343";"Rasip1"
"22344";"Rasl10a"
"22345";"Rasl10b"
"22346";"Rasl11a"
"22347";"Rasl11b"
"22348";"Rasl12"
"22349";"Rasl2-9"
"22350";"Rassf1"
"22351";"Rassf10"
"22352";"Rassf2"
"22353";"Rassf3"
"22354";"Rassf4"
"22355";"Rassf5"
"22356";"Rassf6"
"22357";"Rassf7"
"22358";"Rassf8"
"22359";"Rassf9"
"22360";"Raver1"
"22361";"Raver2"
"22362";"Rax"
"22363";"Rb1"
"22364";"Rb1cc1"
"22365";"Rbak"
"22366";"Rbbp4"
"22367";"Rbbp5"
"22368";"Rbbp6"
"22369";"Rbbp7"
"22370";"Rbbp8"
"22371";"Rbbp8nl"
"22372";"Rbbp9"
"22373";"Rbck1"
"22374";"Rbfa"
"22375";"Rbfox1"
"22376";"Rbfox2"
"22377";"Rbfox3"
"22378";"Rbks"
"22379";"Rbl1"
"22380";"Rbl2"
"22381";"Rbm10"
"22382";"Rbm11"
"22383";"Rbm12"
"22384";"Rbm12b1"
"22385";"Rbm12b2"
"22386";"Rbm14"
"22387";"Rbm15"
"22388";"Rbm15b"
"22389";"Rbm17"
"22390";"Rbm18"
"22391";"Rbm19"
"22392";"Rbm20"
"22393";"Rbm22"
"22394";"Rbm24"
"22395";"Rbm25"
"22396";"Rbm26"
"22397";"Rbm27"
"22398";"Rbm28"
"22399";"Rbm3"
"22400";"Rbm31y"
"22401";"Rbm33"
"22402";"Rbm34"
"22403";"Rbm38"
"22404";"Rbm39"
"22405";"Rbm4"
"22406";"Rbm41"
"22407";"Rbm42"
"22408";"Rbm43"
"22409";"Rbm44"
"22410";"Rbm45"
"22411";"Rbm46"
"22412";"Rbm47"
"22413";"Rbm48"
"22414";"Rbm4b"
"22415";"Rbm5"
"22416";"Rbm6"
"22417";"Rbm6-ps1"
"22418";"Rbm6-ps2"
"22419";"Rbm7"
"22420";"Rbm8a"
"22421";"Rbm8a2"
"22422";"Rbms1"
"22423";"Rbms2"
"22424";"Rbms3"
"22425";"Rbmx"
"22426";"Rbmx2"
"22427";"Rbmx2-ps"
"22428";"Rbmxl1"
"22429";"Rbmxl2"
"22430";"Rbmy"
"22431";"Rbp1"
"22432";"Rbp2"
"22433";"Rbp3"
"22434";"Rbp4"
"22435";"Rbp7"
"22436";"Rbpj"
"22437";"Rbpjl"
"22438";"Rbpms"
"22439";"Rbpms2"
"22440";"Rbsn"
"22441";"Rbx1"
"22442";"Rc3h1"
"22443";"Rc3h2"
"22444";"Rcan1"
"22445";"Rcan2"
"22446";"Rcan3"
"22447";"Rcbtb1"
"22448";"Rcbtb2"
