"";"logFC.D10";"logFC.D20";"logFC.D30";"logFC.D40";"logFC.D50";"logFC.D60";"logCPM";"LR";"PValue";"FDR";"logFC.D0";"module"
"Denn2b";0,000119191823920592;-0,013530227153777;0,069890011404787;-0,613224053085681;-0,0978095028689827;-0,726993342607801;5,93326041787079;18,482251290877;0,00513353759767304;0,0264455482941134;0;NA
"Pclo";-0,593742620043114;-0,617676193779829;-1,30389930502358;-1,88718469961108;-1,62728441199382;-3,11507316731961;-0,442869980461453;18,4798342003877;0,00513854391579975;0,02646256440828;0;NA
"Tbx3";-0,590579111788676;-0,364428403428488;-0,331517195201893;-1,15176337894537;-0,745543136584357;-2,11724809648632;1,81449465583944;18,4667419730221;0,00516574328804163;0,0265857267872836;0;NA
"Alk";-0,299368812394981;-0,783224245542994;-0,704875474304992;-3,22675848842478;-2,0343287720267;-2,70896613331755;-1,65463667366747;18,4666753601917;0,00516588203455037;0,0265857267872836;0;NA
"Nusap1";0,684376039579062;0,637333719476257;0,991582762549329;0,798785762904052;0,642613048144445;1,09568688716562;5,13535660463754;18,4582212892947;0,00518352026304228;0,0266676669956583;0;NA
"Smpdl3a";-0,191149067977834;0,137247145193076;0,314961666856712;0,0999151187162861;0,12774997461296;0,848215588240248;8,41270672198041;18,4541413738469;0,00519205334794718;0,0267027252125307;0;NA
"Gabrg3";-0,140342848615998;-0,217398389434551;-0,487335785409984;-2,18264502664463;-0,509791954423178;-3,69709223923953;-1,25275410175039;18,444845443685;0,00521154664948948;0,0267941099580139;0;NA
"Glipr1";0,185220305736998;0,494668423352663;0,936636002714911;1,41241738814017;0,851468193209206;1,35411570743083;2,5764026314074;18,4389233213822;0,00522400222392281;0,0268492631667511;0;NA
"Ryr2";-0,993893072115748;-0,380768245859396;-0,957840527442836;-1,1439735207528;-0,437603316403623;-2,281074607067;1,42045367145178;18,4321054815674;0,00523837750572501;0,0269142431568947;0;NA
"Shpk";0,307103171050416;-0,0675668568465467;-0,0353045279405823;-0,172958602691229;-0,25822544521011;-0,976619092349035;4,24680904859001;18,4262400131623;0,00525077547271366;0,0269555668465094;0;NA
"Psmc2";-0,0133860349532956;0,21364005052647;0,151155418239892;0,446260916130058;0,317272692188021;0,880696032886587;6,56496213890856;18,4261929616069;0,00525087504174195;0,0269555668465094;0;NA
"Fstl3";-0,157621253533299;-0,177367716680377;-0,557776059448931;-0,931308824543838;-0,520567230447527;-1,79400375784016;2,3526256931296;18,4258384971843;0,00525162520720756;0,0269555668465094;0;NA
"Olfr607";0,383588844035367;0,348746863452409;-0,15720459173715;1,72244190376802;0,922522748594488;2,45045003277511;-0,80907089915597;18,4222368022994;0,00525925350525354;0,0269858063775179;0;NA
"Pdcd1";0,560202863711394;1,74170250180349;2,04823153964583;2,97664145278428;2,86508865060883;2,34412216363577;-1,08647292749815;18,4135180543181;0,00527776417930062;0,0270718461716057;0;NA
"Mfsd4a";0,0776517718389251;-0,366583053133731;-0,580607864537221;-0,413000223462274;-0,27973235622711;-0,95284066565519;8,2623544133803;18,4060142908367;0,00529374598763452;0,0271448618514448;0;NA
"Clcn1";1,91931458526085;1,29742329538982;3,07444587987227;2,1777115876634;2,08089898669141;3,42720887068887;-1,19098369753479;18,4050355461836;0,00529583401835416;0,0271466094170797;0;NA
"Emc4";0,0501991233698751;0,113822068529008;-0,0624035556843084;0,613570616502277;0,158577861208728;0,779874134769258;5,30096160508232;18,4034163929958;0,00529929003787056;0,027155365870183;0;NA
"Coq10b";-0,0894893381664953;0,181404228220664;-0,138823833208948;0,535715562288429;0,167962699246303;0,804707454739402;4,89065934914875;18,3985713064454;0,00530964477634326;0,0271994562776279;0;NA
"Sorl1";-0,0128483650635792;-0,297109889391358;-0,145678844872243;-0,631353518825716;-0,36024278595211;-0,919080787834529;7,24953662048816;18,386772294937;0,00533494344810332;0,0273200449417209;0;NA
"Trp53inp1";-0,0775244438690106;-0,00194484979675374;0,0868523706338617;-0,261205315460896;-0,246704833666377;-0,903878683118535;6,13950207291184;18,3803567529075;0,00534874832739815;0,0273817142546244;0;NA
"Baz1a";-0,161826790323582;0,432715377346533;0,183946494842546;0,296689880859716;0,530448937351784;0,949830723932588;4,33175033272089;18,3764694366792;0,00535712987566581;0,0274155885633135;0;NA
"Vmn2r1";-0,255618662320552;1,95568997411362;1,64184722359499;-0,156826257269133;1,49521743900803;0,664377309017732;-0,261682772267184;18,3715767535738;0,00536769725419663;0,0274606230617231;0;NA
"Reps2";-0,203968147105543;-0,442434675163666;-0,147931934019168;-0,653331544538762;-0,508251374791337;-1,02599878966172;5,08229053614988;18,3705965132754;0,00536981684236827;0,0274624240552587;0;NA
"BC147527";1,69102327023402;2,45236916325139;2,31845168405123;2,36204632591772;3,25054550426796;3,50167474116405;-1,01139734259812;18,3600122434193;0,00539275519926216;0,0275638004854976;0;NA
"Gdf5";-0,118621164950779;-1,00199894759832;-0,724242973519874;-4,29729384849655;-1,73076992808748;-1,80441172774006;-1,75598863956513;18,3598132113244;0,00539318745420047;0,0275638004854976;0;NA
"Med12";0,014240585833874;-0,00529849404913231;0,0921076779356029;-0,578412190087793;-0,200423843215042;-0,913102105863282;4,63444917804791;18,3324742930222;0,00545288251763916;0,0278597289301413;0;NA
"Cacna1s";0,460842496979898;1,89141536683697;3,334938344986;2,83106856779024;2,08338186589161;3,42704950114639;-1,91397293883039;18,3292985636609;0,00545985823779509;0,0278861990271605;0;NA
"Rps19bp1";-0,0615237777311725;-0,0294794533019164;-0,143738681343886;0,649723958984811;0,168678599017107;0,849779600070113;4,02045696628554;18,3171525686344;0,0054866178297711;0,0280136645485224;0;NA
"Sytl1";0,0117835517997236;-0,26389724276284;-0,216361684553264;-0,198749830431103;-0,460103924087336;-0,928818120336293;5,99765357107499;18,3009996597602;0,00552240265914797;0,0281795693983605;0;NA
"Scgb2b15";0,370238314401813;-0,633120535125957;0,153027054729321;1,67642022670206;0,680980348543642;1,83516709733534;-0,0458802295584449;18,3008485249454;0,00552273854785402;0,0281795693983605;0;NA
"Rab44";0,903768074584535;-0,394560918447781;1,36705032360448;2,13026499808147;0,435036919714584;2,52340212051311;-1,40133313999628;18,2959876282273;0,00553355220426748;0,028225476230369;0;NA
"Zfp799";-0,0681766669345348;-0,574805235557829;-0,300242278285669;-0,650129389125343;-0,473406077823914;-1,37467750644247;3,47193484116579;18,2774400570629;0,00557500271222257;0,0284275737249104;0;NA
"Chchd1";0,228665416835891;0,18129188012894;0,0220523887250532;0,787808063208033;0,147836910038099;0,789685481088859;4,97498698533714;18,2648660817729;0,0056032745781792;0,0285623612602265;0;NA
"Slc44a3";-0,0311249976939745;-0,214590339978797;-0,198051316172074;-0,31678998510562;-0,536970177442321;-0,924725856186265;6,14242491379068;18,2590121405404;0,00561648426601931;0,0286203069993906;0;NA
"Mmadhc";0,022996065536892;-0,00536487777178959;-0,0384769404407933;0,433330877386353;0,0454049448700005;0,752200182394371;5,84766394276761;18,2564347424628;0,00562230986401901;0,0286405994613978;0;NA
"Orc2";0,0730979261778577;0,241141633269781;-0,0977726443056712;0,449029260797226;0,341025505885858;1,06205311566388;3,95559004012109;18,2460015614674;0,00564595158535069;0,0287516059592244;0;NA
"Pld4";0,0216465531718846;1,4167008922408;1,81254589077741;0,822115909343405;1,6330798730002;1,26710992855892;1,37679355379728;18,2287249927334;0,00568531287146588;0,0289354952400147;0;NA
"Uqcc2";0,113959371567791;0,354393354241569;-0,104735042342634;0,730021190233731;0,151778208219154;0,710458537726131;5,35918545379989;18,2285177544588;0,00568578663627244;0,0289354952400147;0;NA
"Mvd";-0,0610834672690082;0,167674683450345;0,337709965811394;0,619613511747977;0,266312366495479;0,768466605402369;5,95626688161033;18,220706278379;0,00570367232433382;0,029017012738433;0;NA
"Selenok";-0,0140179362695881;0,160866708923069;0,0536767001081942;0,638121912866246;0,167031908629065;0,733833467170633;6,27623211258971;18,2197192486869;0,00570593617718364;0,0290190279492315;0;NA
"Prc1";0,301201494818887;0,320380959360962;0,534118028906739;0,583921613578954;0,589351081262545;1,04317552972072;5,2265715135668;18,2091074976451;0,00573033046455284;0,029133555113795;0;NA
"Gemin6";0,19841041780759;0,373120177987263;-0,073981280218102;0,781546382145507;0,416825884673566;1,33435562724882;2,93424100917204;18,2011564960558;0,00574867452635349;0,0292172574798673;0;NA
"Gm21742";-2,78028192041748;-2,13563329429818;-0,770799016516098;-1,95386495218057;-1,69377135177561;-3,62239892751516;-1,99146387148702;18,1854515486012;0,00578507562895417;0,0293926488054483;0;NA
"Dnajc2";-0,0103646040272532;-0,0959474095803959;-0,00765070341017522;0,218345945864705;0,236074386424663;0,81768272473912;5,27551825453309;18,1698811401338;0,00582138567714587;0,0295674629832675;0;NA
"Zfp354a";0,220271156580742;-0,811901448853904;-1,25498956214903;-1,64332592925358;-0,896968705125887;-2,62524711506339;-0,237664231031431;18,1625920421896;0,00583845969461205;0,029644492900388;0;NA
"Hax1";0,0753655148786209;0,293150957853892;0,0796120782605891;0,50632791328245;0,285401322518365;0,955315030555755;4,96215835609738;18,1609281707574;0,00584236396207699;0,0296546255729468;0;NA
"Ppara";-0,366272963363576;-0,499449604246812;-0,688971195408654;-0,816092317350644;-0,586603565599545;-2,13306493581683;2,02466852844991;18,1590008774915;0,00584688951481733;0,0296679041122524;0;NA
"Grik3";-0,239474376640478;0,175258274187058;-0,497819838005866;-1,0011426984998;-0,354605932315535;-2,27554825748408;1,01623403462046;18,1482965748322;0,00587208668800294;0,029786030320438;0;NA
"Col4a6";-0,671841042614431;-0,112213229470157;-0,308996828671262;-1,65595370485147;-0,487947073085935;-2,20888607157567;0,804293574962759;18,123995046804;0,0059296825298729;0,0300627453651255;0;NA
"Sema3a";-0,470168141269109;-0,0775813353413988;-0,410140306036087;-1,29128819458673;-0,148139432517823;-1,28558904880023;2,68512423876311;18,1236481044878;0,00593050875613759;0,0300627453651255;0;NA
"Fgf11";-0,357539579206907;-0,662123359682227;-0,739891894244974;-0,961069264114521;-0,727040782606598;-2,32064114321729;1,64198522525736;18,1087012269255;0,00596621027859597;0,0302338581534721;0;NA
"Ngdn";0,136235281737458;0,173015107082854;0,00888636586325429;0,566778252331165;0,141350120876838;0,922910076987772;4,73078694574562;18,1065909539789;0,00597126756171573;0,0302496198586167;0;NA
"Epyc";-1,29563341948038;-1,97467715411564;-1,59093623886075;-1,7488716833518;-0,4636996326239;-2,17979382414736;0,197700881709347;18,0887773581797;0,00601412401966283;0,0304567942938401;0;NA
"H3c14";-0,318813129905985;-1,37408921102325;-1,00061711785457;-1,27193152369501;-0,960417271422166;-1,38815649907635;2,35597988198032;18,0807820741715;0,00603345618535568;0,0305447405512777;0;NA
"Rtl4";1,46063044139794;0,469116991822154;0,578104984970246;1,02070024663259;1,31048907748073;2,99128981475941;-1,48149737983083;18,0783261890204;0,00603940647656877;0,0305586744451784;0;NA
"Slc9a2";-0,00110367178947936;-0,230564343063989;-0,0403348709639511;-0,269393588002094;-0,0420786651755505;-0,978452294405049;7,53098824873711;18,0780226980337;0,0060401421909727;0,0305586744451784;0;NA
"Kctd17";-0,256979320349309;-0,230834109352711;-0,355525805702933;-0,51715342206102;-0,389649487278644;-1,03942767077753;5,62018839247655;18,0756013328194;0,00604601511199867;0,0305784299463292;0;NA
"Klf10";-0,169082955861028;0,109759948743742;-0,586701167575632;0,32851138616397;-0,00120049033218206;0,493170475867585;5,67356074760074;18,0715573941797;0,00605583587127119;0,0306181327471332;0;NA
"Gnal";0,246171588456737;-0,539097429608936;-0,834237828245208;-1,04114881431837;-0,314464090605044;-1,65306913653954;1,85482315114275;18,061292315113;0,00608083430048426;0,0307345226176396;0;NA
"Ttc25";0,191988276532412;-0,340339336215107;-0,38578513072141;-0,639044399694355;-0,774435290263363;-2,14619837480232;1,39492537492148;18,0584696662898;0,00608772579360122;0,030759348180547;0;NA
"Myoc";-0,1338198099117;-1,75647579911177;-1,59152698138308;-1,19660214057461;-0,479672518056711;-2,40438758141225;0,0788477964915015;18,0552035633833;0,00609570943451425;0,0307834288648026;0;NA
"Mrps26";0,145327459915244;0,245259388254532;0,0665545527252113;0,605835416656343;0,192091684820437;0,893765130214205;5,18685442367176;18,054899046847;0,00609645431016268;0,0307834288648026;0;NA
"Slc35f1";-0,432714123822716;-0,0367779289947597;-0,495510471497273;-2,21939026503148;-0,562753484509748;-2,25130221858118;-0,00841717050685793;18,053407188868;0,00610010480896378;0,0307918545863776;0;NA
"Man1a";-0,106508325188938;-0,373778028648113;-0,34531463988966;-0,313969694321365;-0,5701154313725;-0,975600340230445;6,42256611183607;18,0471222823783;0,00611550694332436;0,0308595749848751;0;NA
"Ptprb";-0,341141847246184;-0,233386526452098;-0,713149050106702;-0,52073046699179;-0,421777295835984;-1,54338277989261;3,20989125395868;18,0459626029115;0,00611835303642756;0,0308639127035633;0;NA
"Ccng2";-0,145791680846016;0,421374455032276;0,43075444572448;0,532989998047536;0,400839461111747;0,813308854689372;6,98353498151406;18,0432474450187;0,0061250216214425;0,0308875238339345;0;NA
"Osr1";-0,521242161598516;-0,0633002430682862;-0,503956033114831;-1,17397509649287;-0,129210215858878;-1,84703954816299;1,82992421330088;18,0383980018144;0,00613694967980941;0,0309376337362748;0;NA
"Brix1";0,0227682980228216;-0,0606463530799451;-0,177196611826387;0,336400962336859;0,0693760040930052;0,799183708154682;5,026125198243;18,0237305521029;0,00617316414321183;0,0311101042144282;0;NA
"Casq2";-0,0478902897072655;0,360425487161503;-0,229836462333686;-0,521639084030951;-0,120860075545387;-1,25366523626317;3,02515294453241;18,0228892885939;0,00617524752637331;0,0311105125866609;0;NA
"Minar2";0,220839348766407;-0,459402866271631;-0,0691772170208441;-0,976139253269421;0,435724696097575;-2,82095589278092;-0,209092407962905;18,0212843407057;0,00617922406024975;0,0311204551779904;0;NA
"Dynlt1-ps1";-0,598391949811875;0,0765094068028608;-0,67230712360776;0,803797725436098;0,0331566790343506;1,0042471675279;1,94783067994683;18,02043212688;0,00618133657568175;0,031121006602841;0;NA
"Bcl10";0,106461328390106;0,129394593146251;0,178217330555741;0,664819526259937;0,353833328152433;0,8092025491444;6,31728898955927;18,0149201760127;0,0061950168348023;0,0311797786078145;0;NA
"Cops5";0,142620331174617;0,122667101430063;0,0955363326816922;0,607661195749389;0,252714267757905;0,821548225913213;6,0936204641056;18,0104600802469;0,0062061079558673;0,0312254855279502;0;NA
"Scn2a";-0,858825288610951;0,163842806096009;-0,954094221902898;-2,06257818943654;-0,272315453932749;-3,07977200716731;-0,967319884678752;18,0033634408719;0,00622379519925615;0,0313043399193405;0;NA
"Ndufb6";0,190744856323302;0,159637866452586;0,162413161058345;0,760277002504018;0,21692583629097;0,776852767214998;6,70500087898943;18,0024478008345;0,00622608084394498;0,0313057016415447;0;NA
"Gstt3";0,0653322093296368;-0,0150873683070456;-0,117156418438052;-0,12646131192097;-0,285759335649003;-0,895799190713165;6,34567180284661;17,9977732595377;0,00623776224893262;0,0313542905408172;0;NA
"Mbnl2";-0,0571670847904664;-0,0900754416247163;-0,306402389649875;-0,536530610313017;-0,239007111149566;-0,948225380490904;7,18548479076724;17,9961550634478;0,00624181097656878;0,0313644945481724;0;NA
"Tril";-0,180974042493031;0,0776619926197932;-0,018142254154117;-1,35463620969136;-0,519718790584605;-1,77838948962685;1,42397313871998;17,995256492099;0,0062440603030477;0,031365653064485;0;NA
"Sall2";0,185880948488233;-0,0342194695953048;-0,597746066833275;-1,14951076728113;-0,361612959427867;-2,04450726561089;1,10666097026444;17,9925773017587;0,00625077158705462;0,0313857987305298;0;NA
"Psmc3";0,119995763283285;0,26380255417259;0,207329860097972;0,572297899232878;0,374120907063721;0,941002599888803;7,26226166826113;17,9920429723654;0,00625211090113856;0,0313857987305298;0;NA
"Ift140";-0,111471423752992;-0,0692371046500558;-0,264017604604614;-0,567793557807042;-0,451518958236033;-1,15663757793584;4,08655372001025;17,9869357348585;0,00626492640933426;0,0314399746840524;0;NA
"Pheta1";0,221995659570942;0,115576636597504;0,364202127758597;0,199173584283335;-0,0984224799274943;-0,656822921616666;5,69062844094703;17,983202871537;0,00627430933328307;0,0314768950956471;0;NA
"Lsm6";0,170643946907848;0,333358464045218;0,220298977613987;0,706186501736852;0,305076658534699;0,935373855008747;5,11518516585499;17,9689536494253;0,00631025162865711;0,0316469914636687;0;NA
"Pygm";-0,405088250217062;-0,13185331264952;-0,717301704651577;-1,14489556081362;-0,499546010795735;-2,14066905551811;1,54810909240576;17,9672601630987;0,00631453653688905;0,0316582620760391;0;NA
"Proser2";0,205624871566354;-0,0437092463196243;0,294106275498378;-0,0540184097724665;-0,211719285278756;-1,16988078037182;3,45107420855618;17,9663009127005;0,00631696491165464;0,0316602205910897;0;NA
"Tbca";0,113801590603305;-0,0105101813706648;-0,140779787960569;0,546792467664494;0,105706801251384;0,701233089793357;6,29779229877232;17,9587780923068;0,00633604060964153;0,0317455862470172;0;NA
"Gm14308";0,513503671002437;0,580432952251055;1,07221018241095;0,926776625448151;-1,33322127499659;0,174919305091337;1,17765677086266;17,956626226554;0,0063415073853241;0,0317627337994134;0;NA
"Sfmbt2";0,638003786511606;-0,63296304644641;-0,850311268111989;-3,16823928724674;-0,355314583160012;-1,35324034487782;-1,11377098000151;17,9483835048583;0,00636249021418888;0,0318575605729464;0;NA
"Itga1";-0,193978434234033;-0,0622560669295759;-0,0841936060192309;-0,620699170700622;0,0373444861462786;-0,85913333417706;5,0728125600012;17,9425513913765;0,00637737720359417;0,0319204937693809;0;NA
"Mrps10";0,236080028138771;0,138851265565305;0,144109665792934;0,798495703644798;0,368909781445223;1,05344383088758;3,89847567950538;17,9418507218257;0,00637916799600488;0,0319204937693809;0;NA
"Lyve1";-0,258176927675463;-0,101041629319958;-0,540940411412748;-0,318641681961384;-0,121294076136259;-1,08382386186349;4,70576915246447;17,9374212354545;0,00639050030048372;0,0319669037889941;0;NA
"Ifrd2";0,104919038021315;0,237148385029486;0,0090966931758863;0,465904342837613;0,161266164512758;0,884329676598145;5,34634264173114;17,9347760439047;0,00639727700885466;0,0319905030211055;0;NA
"Syp";-0,187820733320953;-0,452423384977954;-0,441443374917992;-0,87571044817818;-0,736711402654382;-1,68184366406451;2,67100159521729;17,9291147683822;0,00641180403569694;0,0320528311784502;0;NA
"Slc22a3";-0,107612787174478;0,241617587414775;-1,62118060857938;-2,56294370750253;-0,739705622866072;-2,79418077156488;-1,58356804567613;17,9269396580564;0,00641739394395491;0,0320644649351011;0;NA
"Ripk2";0,423779069270455;0,82745244686419;0,713663693181436;0,995565116577759;1,03791197237607;1,6646143025738;2,66189172192139;17,9264699440196;0,00641860170217999;0,0320644649351011;0;NA
"Rnd1";0,513055385820956;0,166555952456488;1,57972189005882;1,86020018922138;1,31666738309624;2,31144631604689;-0,101600226787448;17,9258008564666;0,00642032248266072;0,0320644649351011;0;NA
"Tat";0,173422451941081;0,184955045874558;0,342514673815799;0,313782726561816;0,351272164958404;1,07866592819407;4,36385678782937;17,9123975277242;0,00645488795964339;0,0322267333640679;0;NA
"Nup93";0,00436795986763897;0,492776285312834;0,225549582531992;0,438229859086491;0,4821238963733;0,979419583998495;4,75834572028272;17,9051864277441;0,00647355904168929;0,0323095685289838;0;NA
"Gigyf2";-0,0832389358044393;-0,142942647337553;-0,087653134458546;-0,445614751895249;-0,188169421914121;-0,933066824995662;6,01413148006656;17,9020294827438;0,00648174951703223;0,0323400585247687;0;NA
"Scnn1b";-0,37357417525236;-0,5624958592314;-0,586207269268071;0,491653653554349;-0,362010337557031;-0,741924153703556;3,44842878836574;17,8993929753969;0,00648859745062656;0,0323638326132857;0;NA
"Fgd1";0,167045436393466;-0,437300094225401;-0,483899499811399;-0,830161528845494;-0,918583583805046;-1,90845339452283;1,66352091460464;17,8974387036524;0,00649367790495099;0,0323787784368497;0;NA
"Asb2";-0,138476243104436;-0,0137458579153745;0,0804032248771655;-0,719128216229741;-0,0860646090899219;-0,930017860211609;4,20547242562362;17,8860744344444;0,00652329771401557;0,0325088230822876;0;NA
"Sarnp";-0,0303433867686446;-0,0215247097090718;-0,0566611170672596;0,524407974695061;0,125137711409228;0,712841479036258;5,54990145199664;17,8855409137499;0,00652469149524755;0,0325088230822876;0;NA
"Cdkn2b";-0,0364832791484229;-0,356679378319136;-0,0891899517903102;-0,416553471883429;-0,298171873776209;-0,981814972422929;5,36220820044888;17,8846945482246;0,00652690315146951;0,0325088230822876;0;NA
"Fmod";-0,633665501683387;-0,224630318317655;-1,0193751602389;-1,37888384843334;-0,93493626382191;-2,83864596679499;0,248585908630072;17,8831660226825;0,0065308992164469;0,0325088230822876;0;NA
"Tro";-0,684955894013296;-0,346219369736486;-1,31755607204533;-2,13256005202257;-1,18459002633597;-2,7126162752088;-0,305219089026033;17,8831474219898;0,00653094785933578;0,0325088230822876;0;NA
"Fcgr1";-0,443441614868354;1,4782477297028;1,66620210740697;0,948257033822251;1,16485887479691;1,1101621987945;1,15494144375352;17,882625491625;0,00653231290872768;0,0325088230822876;0;NA
"Atp5md";0,175292725224783;0,207223198604961;0,0651292980486443;0,753859682698457;0,153606015774811;0,770437986542904;7,31596467489061;17,8815570706374;0,00653510810469855;0,0325123197639133;0;NA
"Lama5";-0,247768620499827;-0,444735254687198;-0,853694598127229;-0,449670740744329;0,392255127484343;-0,951103108919114;3,22383768113722;17,8781027446565;0,00654415322610443;0,0325468977829656;0;NA
"Cers2";-0,0292108519961654;-0,00431213317268372;-0,12430572386143;0,538637950523375;0,109717661941076;0,660589931144274;5,93432275138725;17,8695632316602;0,00656656597803359;0,0326431935387768;0;NA
"Nme2";0,161092850819293;0,240023585769756;-0,0210653440078235;0,727007426008927;0,107458274372807;0,778576764444461;8,00523220719809;17,8691253450668;0,00656771725572609;0,0326431935387768;0;NA
"Ctnna3";-0,957295091219026;-0,887089329610253;-0,6470671645373;-2,86113131619026;-1,35338848493979;-2,96875548526065;-1,0920194211011;17,8624957936719;0,00658517138752763;0,0327174787528055;0;NA
"Snap25";-0,242914190787996;-0,731326702555729;-0,359167635145369;-1,16575199985138;-0,789137959746015;-1,60299456183188;2,53962872287662;17,8618497096373;0,00658687478527229;0,0327174787528055;0;NA
"Ndrg4";-0,476099738662999;-0,480826859811369;-0,407839005501777;-1,2635590398507;-0,488279712966536;-1,56048032475942;2,69198432210056;17,8577954283683;0,00659757363334585;0,0327601475044086;0;NA
"Pnpla3";-0,795306044757585;-0,0413917581222737;-1,27885872052379;-3,52805506346873;-1,41413730304167;-2,54486786463753;-1,80764127580061;17,8549057251522;0,00660520955435382;0,0327875849348228;0;NA
"Polq";0,530336253953717;1,4863348104745;1,40474835357605;1,0803186632134;1,65674989561733;1,9183289218927;1,70908736476532;17,8518238236274;0,00661336279112119;0,0328175719213191;0;NA
"Timm13";0,197622151496776;0,301378730389593;0,0129118146753611;0,70631158487315;0,161354076397067;0,761555601746333;6,16851252090562;17,8467887979323;0,00662670405092126;0,0328732761300011;0;NA
"Tmod2";-0,365528014022639;-0,148431388119977;-0,53711100432645;-0,669485399899532;-0,213726333769252;-1,63985217669669;2,82579946260297;17,8370979685668;0,00665245520776098;0,0329904872527872;0;NA
"Napb";-0,659860769913418;-1,10429761602693;-0,728084551474317;-1,72192060908408;-0,808130630888451;-1,95889511068471;1,55624467449249;17,8339365572438;0,00666087689486265;0,0330217116513979;0;NA
"Chn2";0,0579116797341972;0,555905154936757;1,09033072039757;0,833113196383345;1,3169708011701;1,67258895707989;1,84943010060049;17,8255900370084;0,0066831608819507;0,0331209148863289;0;NA
"Gm11100";-0,681070353740638;-0,127183584053209;0,0445347660049415;-1,70112235931532;-3,55072330590029;-1,83942871328547;-1,53401894199929;17,8238843580615;0,0066877236782616;0,0331209148863289;0;NA
"Tmem94";-0,0323046998737108;-0,112385864866473;-0,180095887242108;-0,431929204476113;-0,347485010918192;-0,942178308678348;6,63364680288037;17,8238378196292;0,00668784821373801;0,0331209148863289;0;NA
"9030619P08Rik";0,441397283329428;-0,0305579404108678;0,327654458916053;0,930422042854989;0,0656069533740938;0,0101396958819494;4,36907072323355;17,8232526283844;0,00668941436012744;0,0331209148863289;0;NA
"Col18a1";-0,10898227349287;0,190424611748913;-0,0428793339446526;-0,199613920328676;0,371681953783089;-0,815293770226379;4,42487997807242;17,8176056204894;0,00670454571421012;0,0331852586051872;0;NA
"Cspg4";-0,632773225370168;-0,126381121174325;-0,665286305127208;-1,06557828905546;-0,518475701559516;-1,96803477597183;1,93145809251367;17,8166921131353;0,00670699660391037;0,0331868172722788;0;NA
"Spry4";-0,0699473312507561;0,14277768116516;-0,49936397100009;0,565036451839068;-0,411413788119807;0,976932460140312;2,6919019128802;17,7950696267827;0,00676526269592615;0,0334644656181485;0;NA
"Fbxo31";0,14103970571895;-0,188196150611724;-0,169742639102684;-0,292792732129883;-0,416827232478564;-1,00926269176022;4,53106216425412;17,7779905233466;0,00681163219195111;0,0336831092827322;0;NA
"Cetn3";0,167054003608477;0,229644280247551;0,168159914416261;0,725590830461418;0,228719274195844;0,8629541004732;5,15494581305682;17,7752137728465;0,00681920007290307;0,0337098032238928;0;NA
"Arhgap8";0,213799915283083;0,325329986973658;0,472815245131292;0,459287518284858;0,867504983253179;1,16548801781369;3,73204640445698;17,773015495511;0,00682519713454303;0,0337287175188916;0;NA
"Pop4";0,117650637615545;0,200993865389744;0,0909195473791594;0,636183860826864;0,543695827947812;1,07728434683593;3,89255812114484;17,7701197124942;0,00683310484318158;0,0337570588071581;0;NA
"Maip1";0,00406315367366147;0,0596004918273966;0,166894934485085;0,749854199397934;0,239531615490642;0,934835142115039;3,95882785365486;17,7653190279017;0,00684623395611304;0,0338111687781717;0;NA
"Zwilch";0,588434327269708;0,648719401141702;1,10078700507762;1,26176019085744;1,06511278570513;1,60221213279642;2,7287221284885;17,7636144710511;0,00685090152702449;0,0338224266880294;0;NA
"Nhsl2";-0,0763931002505725;0,607447593577628;-0,465703949738466;-0,708657834062013;0,143867162807423;-1,51705988150764;1,63374915217993;17,7628969249654;0,00685286729831477;0,0338224266880294;0;NA
"Nlrc4";-0,0231214199431209;0,129702800207226;0,218311169593048;0,373939821382457;0,212515690503866;0,916729461965833;4,97326886615549;17,7581217064967;0,00686596329504785;0,0338763009574971;0;NA
"C2cd2l";0,0570613692365883;0,341213968809793;0,289545164751965;0,575402776274208;0,350594648655499;0,883352032837063;6,10964916022029;17,7567936067244;0,0068696099054229;0,0338835330477954;0;NA
"Chd6";0,17436114161927;0,0435101306859839;0,0365560396865416;-0,516116152550927;-0,0383889633374096;-0,930785333528137;4,14770362947883;17,7553732882287;0,00687351180052045;0,0338920193096434;0;NA
"Ptprn2";-0,251328571876946;-0,406867534773663;-0,144946850543685;-0,671248823933682;-0,670686214944084;-1,15830295674779;4,12315113093915;17,7515630293063;0,00688398994366019;0,0339329161658148;0;NA
"Psmd9";0,0540635005129551;0,183060953601914;0,0314280636773102;0,626190178975452;0,260291243747254;0,915619590991891;4,57898507788412;17,7473057022658;0,00689571582275706;0,0339799355338333;0;NA
"Fbxl16";-0,255711769535529;-0,354525389305893;-0,0887112666120009;-1,07325023899304;-0,318398197684476;-2,30244582609637;1,18604657114423;17,7414252787242;0,00691194399672307;0,0340491039559564;0;NA
"Dcx";1,28527717458952;-0,0410608370429383;0,0881717648026571;-0,162753356999944;-0,463254744389735;-3,4006516196894;-1,38369571816078;17,7391092478427;0,00691834568619484;0,0340698373776257;0;NA
"Snrpd2";0,183836233874163;0,210206397404182;0,125804473298185;0,643642603554366;0,264229300736281;0,862273369916135;6,62638325343715;17,7362388378755;0,00692628769434604;0,0340981406549602;0;NA
"H3c1";0,729610074199245;2,09739165683802;0,989018432126627;1,66040703883941;2,51635065777727;3,05799559497426;-1,17840689989718;17,7236853165003;0,00696112537704219;0,0342587915689276;0;NA
