"";"logFC.D10";"logFC.D20";"logFC.D30";"logFC.D40";"logFC.D50";"logFC.D60";"logCPM";"LR";"PValue";"FDR";"logFC.D0";"module"
"Ms4a12";-0,115133161281354;0,145493993350543;0,0908130246151458;0,14927514744863;-0,439011694616754;-0,0829272230401745;5,20204104121299;6,71986494668198;0,347532559065694;0,731258582096924;0;NA
"Taf13";-0,240545859911596;-0,230412965783581;-0,338085579307221;0,162302810978235;-0,211287019149416;0,235405392108561;4,60187068756322;6,71883223236992;0,347633816414061;0,731358883119129;0;NA
"Ssh2";-0,233605781440083;-0,215578183497934;-0,0800626980275643;-0,417180830051721;0,0545559369275976;0,177344658102785;5,17114809154638;6,7184186748474;0,347674371546494;0,731358883119129;0;NA
"Nanos1";0,207001286996971;0,312282463209298;-0,311915285918305;-0,633782142451674;0,138224985689941;1,01733238547139;-0,00276408534489814;6,71787607218488;0,347727586516841;0,731371803399508;0;NA
"Myo1c";-0,147543617976018;-0,00932055669931694;-0,289098529661407;0,114912569490004;0,220081970870714;0,327435037451728;7,07441001105973;6,71731101750498;0,347783009645102;0,731389363949099;0;NA
"St18";0,0291609147602051;0,999222317458639;0,460948252818695;-0,0760331430038145;-0,269461431811401;-0,538806837524603;0,0266724373675579;6,71513346339394;0,347996653281199;0,731739613212883;0;NA
"Batf3";0,190088069658323;1,05826173866898;1,6995342305945;0,433995653243636;0,667862698946177;1,2420922936719;-0,563330641304008;6,71266731948036;0,348238724565809;0,732149534990388;0;NA
"Rapgef1";0,0217316622574783;-0,0840803830335175;-0,118629714822772;-0,338364493439099;-0,0722677299788646;-0,50636870665891;5,6668194786044;6,71056797617682;0,348444886576541;0,732397865915511;0;NA
"Nsmce4a";0,195441440374381;0,167596732031976;0,187192230192048;0,440058875836619;0,191532794675452;0,555425107649937;5,76628480469696;6,71050453264838;0,348451118288438;0,732397865915511;0;NA
"Psmb1";0,0823330729660295;0,0786692066344945;0,0119525795772326;0,397199550035778;0,124181486463235;0,518968517312672;7,8716088661132;6,70965152200815;0,348534912626822;0,732474900241164;0;NA
"Gm15446";-0,209512287504573;0,112886395260997;0,994206685149053;-0,151909282131231;0,828454029181557;-0,0913558972144954;0,516760655979387;6,70859648980915;0,348638572244477;0,73259365660839;0;NA
"Hacd2";0,0442570940847994;0,079403066659078;0,236026289457941;0,4880342772425;0,0967814810812788;0,446352991714973;5,18548574266614;6,70739999383898;0,348756157759896;0,732741639366532;0;NA
"Kdm6b";0,0446630841362222;0,177020891512746;0,134059645226282;-0,0854924409610903;0,0488971530940121;-0,422927448983525;5,62128345580842;6,7055516047574;0,348937863822929;0,733024282073669;0;NA
"Gng11";0,204518338988039;-0,0691069720287581;-0,134179952101886;-0,152438138755044;-0,367872995739663;-0,577902960082337;3,69897642313585;6,70230670354972;0,349257018055638;0,733595550835534;0;NA
"Fbxl18";-0,0899458438416595;-0,337568565663621;-0,104260100782562;-0,483590096653444;-0,142052033124527;-0,657194042105761;4,05815097608879;6,70023198106772;0,349461188102784;0,733873616915013;0;NA
"Smad1";0,136805601403993;0,283253261955929;0,345573326199389;0,179338046643362;0,332811926797041;0,591073889014186;6,18472373273068;6,69985185409993;0,349498605030214;0,733873616915013;0;NA
"Gm6728";0,358914099172043;0,0273239870050713;-0,418233671550268;0,750889155767497;0,26826469224489;1,31557378114894;-0,371892852661431;6,69952171187327;0,34953110414952;0,733873616915013;0;NA
"Smad3";-0,0469622088300172;-0,236542620465322;-0,17742990545946;-0,469286058757644;-0,233502475343893;-0,512777129641947;5,52579436488675;6,69614319093508;0,349863809168755;0,734360858696407;0;NA
"Slc48a1";0,0344700744101256;0,0533773871785036;-0,145013045935658;-0,194856417384506;-0,0379833720586691;-0,5321051811907;5,24368269665452;6,6958678579039;0,349890932986336;0,734360858696407;0;NA
"Kdm4a";0,0106600670894685;-0,1609071187707;0,000272113562402882;-0,34834805601876;-0,0721832191449899;-0,481135772084099;5,7690224875539;6,69572542815096;0,349904964724818;0,734360858696407;0;NA
"Dnajc11";-0,184562340588418;-0,212491201799542;-0,279688107197139;0,0732518084215893;-0,0169770022579404;0,280989451386118;5,90781000607928;6,69231960256214;0,350240615951003;0,734882835945783;0;NA
"Polg2";0,156593164073149;0,0473793008124823;0,428908304678851;-0,138011907564556;0,376412008201732;-0,53642408372126;2,82189864179116;6,69218412259868;0,350253972541621;0,734882835945783;0;NA
"Atp8a2";-0,137658904744755;-0,452425151581102;-0,418578840252211;-0,419368812226847;-0,356550213590487;-0,6242717142101;4,75734941715189;6,69176220278667;0,350295570767489;0,734882835945783;0;NA
"Med13";-0,10989959689321;-0,132792659675661;-0,0377362507370437;-0,398968422368196;-0,0127340739511762;-0,488396104254417;5,64037458660699;6,69075689725373;0,350394700810077;0,734971076427535;0;NA
"Ap1m1";-0,153958733639658;0,0224679952709014;0,065472453255395;0,237589091903671;0,218009220483084;0,558847107480429;4,08936732415965;6,69021216385037;0,350448423643497;0,734971076427535;0;NA
"Pcdhga5";-0,239489904387888;-1,07271664374783;-0,583875460026081;-1,55551402372359;-0,395053314703849;-1,11061231074016;-0,219764096613969;6,68966560941203;0,350502331985165;0,734971076427535;0;NA
"Gm17132";-0,140107397504133;0,819361677948903;0,207854795875843;-0,27078371129128;-0,0872748617340128;-0,633651972256992;0,690261842616194;6,68917128098004;0,350551094217042;0,734971076427535;0;NA
"2210016F16Rik";0,0915855425854421;0,14110238942865;0,164954562163485;0,343498443970414;0,176327567276731;0,576818912950966;6,87862933349864;6,68893751801881;0,35057415507527;0,734971076427535;0;NA
"Sprn";-0,337119913691989;-0,592002370891738;-1,18310869391609;-1,84323820565486;-0,640385299256581;-1,19212807695613;-0,831315026227525;6,68825679275441;0,350641315208357;0,735012697570459;0;NA
"Slc27a4";-0,155634882559152;-0,193108387389771;-0,433976946368497;-0,195138637298611;-0,442877993641477;-0,531812607673923;5,72444538584288;6,68506099635001;0,350956734265011;0,735454890502434;0;NA
"Caly";-0,137248185971936;-0,547206200481127;-0,479956652005866;-1,51202050926583;-0,738633581840663;-1,50270335699058;-0,729931334410319;6,68486189281748;0,350976392108041;0,735454890502434;0;NA
"Ska3";0,140476665313785;0,117129714713098;0,33010969767684;0,457511933844501;0,317589408898956;0,930463419204512;2,65504802139428;6,68468079821707;0,350994272580006;0,735454890502434;0;NA
"Tmem35b";-0,166240281000467;-0,0717516463057137;-0,290672536124363;-0,243718242297184;-0,416659138564615;-0,840589217895048;3,37844497564288;6,68374493420713;0,351086685975091;0,735540850878514;0;NA
"Orm1";0,266532988820271;0,173863911904972;-0,980384538007311;-1,41923680486888;-0,715016232426917;-0,609581098948758;-1,20935483324311;6,68330656451995;0,351129979466173;0,735540850878514;0;NA
"Nmral1";0,32547048391834;0,496546277594752;0,227897743977612;0,574445732644195;0,574359351829719;0,870615618680444;3,2791027322387;6,68207839512693;0,351251294048204;0,735611800718998;0;NA
"Hook3";-0,478930265696769;-0,232430177660173;-0,33921534764881;-0,6397360583598;-0,396250591054852;-0,661924821496436;4,04790850724897;6,68200503902169;0,351258540872385;0,735611800718998;0;NA
"Fbxw10";0,97336642858429;0,577582116596177;0,728727793091112;-0,29408932407092;-0,302987393945074;-0,696575460090399;-1,08162243229961;6,68084818317189;0,351372840368269;0,735656712211098;0;NA
"Ogt";0,203470435310378;-0,125016522703446;0,0900279094001985;-0,377398088624797;-0,0397449677187821;-0,259520947976653;5,36682839875325;6,68052847165489;0,351404433136608;0,735656712211098;0;NA
"Mms19";0,0564249389122297;0,023066650296835;0,100221046658402;-0,334443302744321;-0,161035215474583;-0,505905987937629;4,52494954565645;6,68035037965691;0,351422032440675;0,735656712211098;0;NA
"Ccdc184";0,0797352811771888;-0,0942453530569311;-0,119688416808148;-1,12829550373622;-0,103341853567338;-1,39843660299093;-0,321219618710326;6,67913637070556;0,351542019281234;0,735806717980346;0;NA
"Lamtor4";0,106947143809324;0,178209189839558;-0,0270862128551621;0,406316245211845;-0,105316072427717;0,358315395006303;5,52999466133119;6,67866710934234;0,351588406660623;0,735806717980346;0;NA
"Stk25";-0,13279208860571;-0,172797244260303;-0,201138140404193;0,10261616564927;-0,114555540536491;0,368293414924786;7,87619610818174;6,67283685440992;0,352165102505171;0,736865756123163;0;NA
"Phkg1";0,0440347001802755;0,105356163809929;-0,209641814199524;-1,52652663335225;0,427567905326723;-0,706860239262846;-0,890078452810613;6,67259240437734;0,35218929683791;0,736865756123163;0;NA
"Hsp90aa1";-0,306308304603563;0,098038341984292;-0,174639399544639;-0,0676345291545781;-0,0638718430225804;0,337284253548339;8,23919865812842;6,67162933915627;0,352284627313268;0,736911903585581;0;NA
"Dse";-0,424863308696922;0,114120160509457;0,335983516543871;-0,582367238388358;0,192062554186945;-0,535473556886513;2,1348706388518;6,67093809947903;0,352353062056894;0,736911903585581;0;NA
"Fbxo17";-0,0443842282672833;-0,929030529084035;-1,04547788531165;-0,270623640977733;-0,782927268549854;-1,28686769070784;0,274371206530492;6,67093224466025;0,352353641741474;0,736911903585581;0;NA
"Cnot6";0,21460084620006;0,309575290258838;0,265888929944543;0,364333169741171;0,420394718566194;0,612881724941458;6,1981368018018;6,6668217444769;0,352760789325669;0,737664116252075;0;NA
"Rgs8";-0,302995278826844;0,719676560390368;0,371138749918706;-0,590263371560721;-0,0566812653920773;-0,782668148430355;0,0233059641226845;6,66523297572171;0,352918247583457;0,737887434171013;0;NA
"Snai1";1,16732094352616;1,58636611372266;1,61597726553345;1,50883406335441;1,27618517609931;1,06281670806822;0,221513715572014;6,66478587488739;0,352962567468557;0,737887434171013;0;NA
"Pja1";-0,220153745220367;-0,269001403884987;-0,382946990941648;-0,226994633340244;-0,415246652405632;-0,599376569714141;5,91994292435534;6,65922058909183;0,353514570602243;0,738941999656538;0;NA
"Gm42927";-0,775252636670899;-0,314258268845027;0,672790935149321;-0,462039874611208;-0,0455005271456344;-0,0847604787306434;1,30890785792397;6,65750105877149;0,353685249498498;0,739199316849363;0;NA
"Net1";0,0712594047385721;0,0712684870051401;0,0793211809602042;0,180574102833945;0,218638108299303;0,601685026184647;8,91623161589581;6,65604789011276;0,353829535273457;0,739401410833047;0;NA
"Fpgs";0,0215171132835188;0,0777820244733075;-0,143645613478949;0,25112846095497;-0,088728536626145;0,528498606299031;4,18219773448502;6,65443463658589;0,353989764955202;0,739541221242938;0;NA
"Fancb";0,380968772316291;0,699440126737533;0,1263068451671;0,795732201339723;0,444838915614177;1,22028487628052;1,36404949993372;6,65428714473421;0,354004416541208;0,739541221242938;0;NA
"Otor";0,194148878115661;0,256988722715925;0,0972129548086122;-1,39692520979247;-0,703507839368625;-0,615160477382765;-0,56799043467318;6,65393665207984;0,354039235605649;0,739541221242938;0;NA
"Nudc";-0,102068513402354;0,0949156622093594;-0,0906408611012059;0,205502507426231;0,051748047854477;0,442495632270001;6,31075676166094;6,65112713906983;0,354318429584855;0,740024928143554;0;NA
"Mecp2";-0,0738845508223561;-0,0900497973032965;-0,0507327807302319;-0,372549150531484;-0,0797708797170383;-0,590040163369572;4,76942428917298;6,65029700290114;0,354400953888753;0,740097798463651;0;NA
"Nos3";-0,218241092449145;-0,123012277133305;-0,889440754520047;-0,367926738905183;-0,349975714340956;-1,30833212689044;1,14425078610067;6,64613432450711;0,354814973949063;0,740669622775072;0;NA
"Wls";-0,133344785150623;-0,0874675131431452;-0,346733643948533;-0,18924064289156;-0,193021068146285;-0,604757104822704;6,79075832304623;6,64613359577934;0,354815046458388;0,740669622775072;0;NA
"Zfp12";-0,102660798436999;-0,22732742743423;-0,2635709243335;-0,45502080407512;-0,425731645665299;-0,877746689742806;3,18939904378567;6,64610602351345;0,354817789941099;0,740669622775072;0;NA
"Hsd17b4";-0,0196216739232423;-0,0346200181674062;0,0030262277660532;-0,172096753307286;-0,217960971277559;-0,536485379073812;6,1461511006123;6,64356041190053;0,355071147070683;0,741098926926008;0;NA
"Abhd8";-0,273577398473238;-0,288412570282093;-0,297920017870955;-0,140538686641874;-0,293352574390487;-0,807210171669372;3,88095341729687;6,64218334724827;0,355208255703326;0,74118995437489;0;NA
"Zc3h13";0,0225156658382579;-0,0316784605716323;0,0327384408075775;-0,455945893659515;0,0961991991094454;-0,366549601589066;4,72610589536887;6,64208827701662;0,355217722839121;0,74118995437489;0;NA
"Ormdl1";0,029966166103772;0,15433094155467;-0,219810639887223;0,367486842094792;-0,0632390260785171;0,417056586175254;4,47578520092418;6,64168509249549;0,355257874121761;0,74118995437489;0;NA
"Dgcr2";-0,0639802723348573;-0,0509052887411859;-0,221113989641751;-0,298150809956858;-0,27702298265035;-0,570522232499041;6,9613656033749;6,64004662116018;0,355421075034037;0,741430886520385;0;NA
"9130019O22Rik";0,68541523192371;0,366264983751454;0,522778852966225;-0,0761603027510822;0,297558332190433;-0,141400208599055;2,76485605228424;6,63956146807903;0,355469409197619;0,74143216682822;0;NA
"Agpat1";-0,0494856616606804;-0,189123132643959;-0,0509843279081471;-0,317099498831598;-0,27891946113739;-0,57081630206183;7,01249246777166;6,63862382960927;0,355562836162884;0,741527487981574;0;NA
"Mettl27";0,522259214547236;-0,051188916785156;-0,0485439750295141;-0,0110268158438262;-0,036734559604255;-0,405946253651559;3,23854525490243;6,63672649097731;0,355751941596883;0,741755149289866;0;NA
"Zfp341";-0,106170077457991;-0,170698727885161;-0,396023784054731;-0,882005819713431;-0,560798895634592;-0,76067359151414;2,42139581194253;6,63657059929213;0,355767482300835;0,741755149289866;0;NA
"Ap1b1";-0,120408437471483;-0,164110364443985;-0,077093502823174;-0,336547882312545;-0,239609623770521;-0,602565195123621;6,98827738585435;6,63424776367852;0,355999100731746;0,742138471497267;0;NA
"Rab5c";0,118103669098529;0,305596237036685;0,296281385380222;0,416124980713961;0,384473198173488;0,609313951136743;7,665834241746;6,6329756245851;0,356125995650252;0,742222006892916;0;NA
"Aig1";-0,0807851465242493;-0,263981374377782;-0,212304321422635;-0,119723354652308;-0,361121067431535;-0,577544508433429;5,52598660483472;6,63288822728496;0,35613471464161;0,742222006892916;0;NA
"Nf1";-0,0414492230070733;-0,01283360467418;-0,0815131151697321;-0,460391104946781;-0,0223897305509979;-0,506974897073213;4,5200039423176;6,63142790226879;0,356280422995962;0,742426090677074;0;NA
"Mars2";0,151217090955212;0,210400018877414;-0,320666734439956;0,286814754611427;-0,234277312972406;-0,180447947738708;4,26243206362205;6,63018899380453;0,356404071948505;0,742584157954126;0;NA
"Nudt22";-0,0563313512728809;-0,081639168165387;0,00159924929699453;0,422789792766691;0,159403475924702;0,483558001869459;4,05098359807962;6,62786786877906;0,356635813057013;0,742915674861002;0;NA
"Fmc1";0,229962605961955;0,137835055653161;0,0135998972559673;0,493965984797806;-0,0655226223866439;0,36662710363392;4,93251187772814;6,62679430931812;0,356743033302019;0,742915674861002;0;NA
"Gins3";-0,0696572463254593;0,49845845477834;-0,192308554387063;0,554050572121917;0,336097627066626;0,930483024628926;1,72009328269628;6,62655562046822;0,356766875116388;0,742915674861002;0;NA
"Amn";0,682929629007571;0,179749641794692;-0,059096452977322;-0,780402018212673;-0,447063692494371;-0,558389521704841;0,221712674583085;6,62610593593762;0,356811795632985;0,742915674861002;0;NA
"Cdca7";-0,180211541852224;0,0880821015561179;-0,115483921349666;-0,0783240314767574;0,105399603305487;0,381923271883318;5,74088849095561;6,62601099184465;0,356821280433045;0,742915674861002;0;NA
"Chrm4";-1,10230593161243;-0,397443651325673;-1,45259860225565;-1,05858042110145;-0,258203277940817;-1,71606970343044;-1,18799094331205;6,62543016512978;0,356879308204412;0,742915674861002;0;NA
"Pik3c2a";-0,0748923864417966;-0,0792054402170778;0,0567154467805154;0,220333578063248;0,29179789842462;0,387131847301375;5,84233553921852;6,62524413381652;0,356897895163965;0,742915674861002;0;NA
"E2f8";0,199233538406889;0,436261183012362;0,244113527732557;0,353384115065086;0,14300351011705;0,685506042738136;4,23850168650949;6,62338027352603;0,357084156982846;0,743203824118216;0;NA
"Gm48551";-1,17669326716493;-1,0518823297926;0,399762072238881;-0,00786866395155088;0,108166558272631;0,252669371001254;-0,561675055927142;6,6213838626148;0,357283741304941;0,743460913397269;0;NA
"Prdm15";-0,243546762672884;-0,0668992076330401;0,0313434731597696;-0,692507238277954;-0,0256140353165042;-0,656484382464959;2,93099357022545;6,62115585292592;0,357306540809776;0,743460913397269;0;NA
"1110065P20Rik";0,550297571613148;0,154084700617571;0,0369051853912347;0,660326413222282;0,339853884296649;0,0752905668381188;3,51740306795421;6,62045794039583;0,35737633397668;0,743460913397269;0;NA
"Bbs9";-0,49198528426007;-0,814835416824177;-0,686593452905101;-0,561507577668073;-0,476832044904551;-1,19343143116722;2,04335853014159;6,62023047105746;0,357399083617442;0,743460913397269;0;NA
"Phf14";0,0710641403504506;-0,10603485568056;0,171981561429076;0,137328339250185;0,219091785255013;0,534522547596084;4,8581013680229;6,61932678669945;0,357489472923114;0,743519514039271;0;NA
"Zfp109";0,0659110357550726;-0,0186071294510896;-0,795298001303409;-0,981182821414502;-0,480848186220191;-0,847647992059448;1,00605054257689;6,61899199574739;0,357522963853214;0,743519514039271;0;NA
"Adamts17";0,790254055325013;1,03492162592245;-0,494791894599706;-0,48418345630993;0,0203760206552569;-0,164174255376908;-0,928131237839044;6,61717465600699;0,357704800773686;0,743798111565947;0;NA
"Polr1a";-0,193972457098156;-0,125598645039823;-0,137535239885651;-0,566341725327881;-0,173102447511709;-0,575211717791859;4,39630549520877;6,61426784229565;0,35799578268784;0,744303556218516;0;NA
"Abt1";0,026389247728294;0,0067362969931216;-0,208781575053274;0,334802237455109;0,114184709692287;0,550347348335634;3,86179665666045;6,61374602077091;0,358048036495384;0,744312596070215;0;NA
"Bglap2";-0,21472952237757;-0,643629858003564;-1,72586540254866;-1,39352081331451;-0,212929262076993;-1,32357118152326;-1,13233398288534;6,61012476459643;0,358410807810294;0,744967052969705;0;NA
"Olfr12";1,14215011392661;0,629429647660841;1,33481646765805;1,08608508059764;-0,397076332313784;1,06895906596606;-0,925066566903009;6,60913325236696;0,35851018107477;0,745073927683079;0;NA
"Susd4";-0,330371755921787;-0,826887306398978;-1,37330182857366;-0,716685787970487;-1,49765180661669;-1,27123892638725;-0,348978946382698;6,60821909848879;0,358601818413758;0,745161443472436;0;NA
"Sytl2";-0,329763034816579;-0,36299130701618;-0,386718620679324;0,0923874832585847;-0,347034629705745;-0,0720924107372058;5,24177937527779;6,60775634633173;0,358648212285955;0,745161443472436;0;NA
"Cdk6";0,0872977067644853;-0,222682332993345;-0,310184313157658;-0,146238085106172;0,0801437454762671;-0,570019297429717;4,12352662681155;6,60583309535208;0,358841075926441;0,745342640112738;0;NA
"Igf2bp1";-0,340346435663915;-1,49701371817637;0,529028247766446;-0,736792210097376;-1,19641646370078;-0,0207689770148622;-1,55186334500709;6,60563893804963;0,358860550090506;0,745342640112738;0;NA
"Acot1";0,386817252768847;0,188505094420568;0,227747505947248;-0,115292402467154;0,200901408586399;-0,500933213084637;3,14840000457192;6,60545161936719;0,358879339041217;0,745342640112738;0;NA
"Oaz1";0,154249063357515;0,249744329586427;0,096401165073364;0,583902078204563;0,153962417733889;0,429725187192103;8,25047260228484;6,60401667532716;0,359023293747203;0,745541956021157;0;NA
"Setd5";0,0463092393700702;-0,106182157242624;0,0188545486725513;-0,322898358655803;0,0629021414107908;-0,415814545193465;6,14792115256186;6,60276077847573;0,359149319724449;0,745688936937571;0;NA
"Evc2";-0,0269245487997904;0,0663461510649224;-0,14647160024403;-0,48563623153415;0,0863511540184028;-1,13650291742615;1,39850810213416;6,60235482578577;0,35919006269169;0,745688936937571;0;NA
"Adcyap1";0,347869865649268;0,23090067646497;0,661500759217295;-0,147471219928215;1,48272875064723;-0,089943353491158;-1,19517343818771;6,59824272052722;0,359602953067648;0,746446370315571;0;NA
"Tomm70a";-0,0339160058444837;-0,139674722860183;-0,144960135044657;0,182605657705951;-0,0055799419219911;0,391668170207133;6,53665152389367;6,59718872394414;0,359708837144007;0,746566417673848;0;NA
"Hoxa9";0,201151852404874;0,0141282978201582;0,103745788187207;0,268291213396083;0,481209725117149;0,493426955030233;4,99434698545152;6,59391193664914;0,360038162210186;0,747150117037487;0;NA
"Krt222";-1,03535879996158;-1,77692370009396;-1,56219844298795;-1,54132556906962;-1,12085152357741;-1,09685050951416;-1,17844697052667;6,59331552197087;0,36009812617136;0,747174757789052;0;NA
"Sncb";-0,539937710405723;-1,18493721150323;-0,898395640511329;-1,40285795216056;-0,65949743092611;-1,43556021170766;-0,14934102991961;6,59252210429255;0,360177907858406;0,747240506662578;0;NA
"Mavs";-0,106959151442712;0,0438063389002264;0,0784583575601649;-0,252463015184815;-0,0988799806857064;-0,494495030766281;5,57277360214044;6,5896571118019;0,360466099255968;0,747738555959944;0;NA
"P2rx1";0,910014639858986;0,208932624565581;0,466452775324733;0,497146802807208;1,58081433773871;0,460142414676445;-0,273030416226416;6,58485845393182;0,360949162804028;0,748598498780979;0;NA
"Lrrc73";-0,0659237262840365;0,735009756416343;-0,872529779382916;0,510420258490399;-0,491545883982463;-1,05737066002025;-1,49192175959379;6,58458186827469;0,360977019557643;0,748598498780979;0;NA
"Utp4";-0,140045583140627;0,0121552895629916;-0,469816712160298;0,0143107439021427;-0,018490665425899;0,373860440428596;4,22120310630481;6,58329179720537;0,361106971042546;0,748768051393037;0;NA
"Pspn";-1,0024812205865;-0,533218430707196;-0,0843335987636481;0,257311811292676;-0,276643900102664;-1,69267408073073;-1,17252053121722;6,58127316489531;0,361310377993407;0,748946909167229;0;NA
"Duxbl1";-0,699753438900974;0,242924513940243;-0,540344944533899;-0,54116422889723;0,231505095702368;-2,25412306456627;-1,81922020284357;6,58097736177218;0,361340191282633;0,748946909167229;0;NA
"Rpa1";0,19546396508199;0,29287423249047;0,183807813199109;0,381274728171026;0,407513682223736;0,582781118157359;5,95538856599975;6,58071841082197;0,361366291749119;0,748946909167229;0;NA
"Rfx6";-0,503535363436522;0,00348114006274821;-0,301807479703941;-1,60368689108015;-1,03070520740486;-1,07769074589576;-0,641566815077629;6,58031726066666;0,361406727529684;0,748946909167229;0;NA
"Snx11";0,037302901785023;0,0941509237829207;-0,0847372549202504;0,374817623472338;0,300956967238848;0,578147242804383;4,06528895044839;6,58004424833863;0,36143424888562;0,748946909167229;0;NA
"Rtkn";0,373405124937882;-0,193372134918259;0,365612845661867;0,169508144682251;0,210968871755891;-0,144370665319681;4,35811941975902;6,57539391177714;0,361903258227608;0,749818765579724;0;NA
"Ralyl";-0,451165561513738;-0,285175143378863;-0,0435912144333479;-1,00864809869389;-0,676848989581775;-2,15756117264938;-1,45922283277827;6,5725108324104;0,362194245571979;0,750111255854849;0;NA
"I830077J02Rik";0,217191870399041;0,687974427008329;1,02514303266222;0,841841851513759;0,199913551896067;1,41624434794706;0,0225924123103639;6,5722280248901;0,362222797998133;0,750111255854849;0;NA
"Vma21";-0,0699373066222163;0,101856407376687;-0,0876455551130122;0,331680168195301;-0,0518295126449594;0,405324688502459;5,12462378550524;6,57201981038104;0,362243820476665;0,750111255854849;0;NA
"Pgpep1";0,174174172922223;0,0733273172467544;0,187510435515418;0,223570155759616;0,236900091833114;-0,319410297453325;5,58617842845304;6,57138054693251;0,362308369371524;0,750111255854849;0;NA
"Ankrd29";-0,333950990633188;-0,414683182524741;-0,84427987422311;-0,423172142272855;-0,509980548230061;-1,62772177117402;0,487837123017837;6,57117366719482;0,362329260545413;0,750111255854849;0;NA
"1700016H13Rik";1,02829363186871;0,340029438675341;-0,518364975162893;0,785114682384075;-0,542319445223792;-0,230583471056856;-0,911485215672157;6,5711257040924;0,362334104086416;0,750111255854849;0;NA
"Tbc1d19";0,0363831021932956;0,0604662381889558;-0,139844742756853;-0,421818526984463;-0,388419769525;-0,828310048164544;2,67653002601153;6,56862429490995;0,3625867712121;0,750534327780761;0;NA
"Awat2";-1,41890867376981;-0,966186178656066;-0,183284353877382;-0,515702687155618;-1,38427507583373;-0,097823533340229;-0,786937117414087;6,56608252114517;0,362843642173595;0,75096598753845;0;NA
"Fgl2";-0,232825793363934;0,335725465364757;0,180725713766;-0,0395567455872298;0,132132545571645;0,204937563806432;5,79044697669418;6,56549567037757;0,362902967285232;0,750988732380214;0;NA
"Cttnbp2nl";0,113895770854356;0,130840951494023;0,089404506466743;-0,230959970480243;-0,187396814234492;-0,347562241443629;6,31473941684818;6,56276496475146;0,363179105493537;0,751460082841001;0;NA
"Utp3";0,193228703050969;0,0839507931749511;0,250151811736487;0,366249259539478;0,25861684328946;0,596834648658723;5,22181111220296;6,56082727187242;0,363375140892926;0,751736683300026;0;NA
"Snrnp25";0,172409458605939;-0,0171255473384468;-0,369316697523013;0,316291982998391;-0,210141828623189;-0,110778403898239;4,54658738907052;6,56037566220069;0,363420840667465;0,751736683300026;0;NA
"Sec1";-0,162808308371593;-0,550918441896296;-1,96554422109532;-0,199398928706273;0,438295106656205;0,787816472668743;-1,9363368461041;6,55989373053355;0,363469613260431;0,751736683300026;0;NA
"Tcof1";0,0229015467435944;0,21619662933372;0,0893893330179355;0,114299787715847;0,181725080795711;0,574349911778662;5,14806557095003;6,55923934841891;0,363535845577084;0,751736683300026;0;NA
"Smad9";-0,119168414197717;0,415902233314434;-0,224670437982238;-0,663512951485945;0,186908724757254;-0,948420842134058;0,69476302806016;6,55905303909356;0,363554704146;0,751736683300026;0;NA
"Trir";0,0061798124391812;0,0490572190175422;-0,034218698534984;0,310219144116884;0,118422831117438;0,475257449926842;6,58358251758691;6,55815191836158;0,363645926900902;0,751825251664578;0;NA
"Pik3ca";0,057213845194621;-0,00538705217985146;0,0577220714324553;-0,249692307469936;-0,0591380772048155;-0,477867182374067;5,55755699523562;6,55762948909485;0,363698821093398;0,751834564040464;0;NA
"Rnf169";-0,159463959253448;-0,286286767002354;-0,0278569274871892;-0,577247292579092;-0,264509808194032;-0,592185766085486;4,10791026317061;6,55688984832619;0,363773716430102;0,751889348433484;0;NA
"Rpl35a";0,0247239413288924;0,105973515260121;-0,254300386871354;0,431602316328961;-0,12546780015981;0,140624165328783;9,22424591703326;6,55615998760354;0,363847632036818;0,751942093503064;0;NA
"Mad2l2";-0,0359617713409624;0,283518668664832;0,0700740237666077;0,336378712627096;0,381762644799737;0,765056675013878;3,15368940924563;6,55409925519389;0,364056386550454;0,752273450968799;0;NA
"Zswim4";0,355046501256074;0,131925560344183;0,397840253776999;0,574774178015638;0,634949354497683;0,533538519895378;4,04466295184825;6,55328041684532;0,364139359072794;0,752344843339628;0;NA
"Atp10d";0,013307988565565;0,192668144373819;0,829051383915225;0,657743035545777;1,39604869885975;0,99463838355377;-0,259641069588064;6,55168265178531;0,364301298001381;0,752496215901356;0;NA
"Ooep";-0,082271216882832;-0,106324939110059;-0,699264126475336;-1,02404432712139;-0,459900583700664;-1,4042908319304;0,114363411895647;6,55160184533877;0,364309489348651;0,752496215901356;0;NA
"Ndufb10";-0,0240886187970974;0,0599394314428006;0,00747964576743621;0,394172830850217;-0,0651900781384541;0,379684896531912;7,40868896620202;6,55106828673161;0,364363579405396;0,752507900202264;0;NA
"Tmem174";0,457774440557063;-0,166703022123517;-1,0232877357408;0,184944324731541;-0,150748597449181;0,394354363269207;1,30560048408872;6,54918091711788;0,364554958551917;0,752786652649851;0;NA
"A430033K04Rik";0,159278667180654;-0,126484519865105;-0,09162854084188;-0,263346019918066;-0,2768197160306;-0,8599343820221;2,73630332170738;6,54856840682937;0,364617082163885;0,752786652649851;0;NA
"Gsg1l";-0,842231598160051;-0,687082119024229;-1,07132043435905;-1,93938327147044;-0,938675117090912;-1,33635916735632;-0,886766577140944;6,54830397117392;0,364643904733396;0,752786652649851;0;NA
